,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID
kreider6600wc,89.31,Chris Kreider,6600,W,0,NYR,MTL-JAllen,14.5,18.2,10.8,2.36,2.2,1,1,18,0,2.8,85,0,2,3.6,2.6,-205,6.0,81,-194,15.2,1.0,69,33,28,103,11.1,50,50,25,12,0.56,0.3,0.86,19.02,2.71,3.15,4.25,0.74,0.18,0.44,3.59,12.97,12.42,9.97,0.2,0.12,3.24,0.8,1.17,0.68,0.05,0.0,0.31,0.18,0.38,0.02,3.58,0.38,0.08,0.46,18.45,1.5,3.31,4.08,0.81,0.12,0.54,3.85,10.75,11.5,0.0,0.08,3.25,0.58,11.25,5.0,4.4,0.6,6.0,2.0,20.65,6.0,0.0,0.2,45.78,43.94,46.14,45.96,41.01,2.83,0.26,3.53,0.24,40.69,46.38,45.54,38.08,3.08,0.3,3.83,0.39,36.67,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MTL,kreider,c,kreider6600wc,85626-21927,W,c,Chris Kreider,kreider,13.533333020332533,39.0,6600,NYR@MON,NYR,MON,,,,,,W/UTIL,kreider6600wc
krejci6200cd,78.49,David Krejci,6200,C,0,BOS,LA-PCopley,8.95,11.3,6.6,-2.39,1.4,2,2,3,0,-2.2,66,0,3,3.4,2.7,-157,6.0,83,-144,11.9,1.2,59,24,27,37,11.1,53,30,15,13,0.31,0.56,0.88,17.31,3.05,1.59,2.23,0.72,0.2,0.59,2.19,11.93,11.87,8.87,0.09,0.22,2.95,0.61,0.71,0.86,0.0,0.0,0.22,0.34,0.31,0.0,2.03,0.17,0.58,0.75,17.92,2.51,2.0,2.55,0.79,0.08,0.67,2.67,13.6,12.7,0.08,0.08,2.64,0.64,12.8,2.67,1.83,0.83,2.4,0.6,19.05,2.5,0.0,0.0,44.6,46.16,42.69,40.0,48.84,3.27,0.25,3.02,0.27,46.92,42.5,43.69,46.67,3.75,0.24,3.91,0.35,43.6,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LA,krejci,d,krejci6200cd,85626-8176,C,d,David Krejci,krejci,11.545454545454543,33.0,6200,BOS@LA,BOS,LA,,,,,,C/UTIL,krejci6200cd
kuemper7800gd,63.2,Darcy Kuemper,7800,G,0,WAS,CLB-E.Merzlikins,18.32,23.0,13.6,1.44,2.3,1,0,4,0,4.4,76,1,0,3.9,2.8,-205,6.5,91,-194,18.3,1.7,50,33,21,104,21.0,23,7,15,13,2.37,0.0,0.0,0.0,0.0,29.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.64,43.49,0.0,0.0,0.0,0.0,0.0,0.0,46.17,42.67,0.0,0.0,0.0,0.0,42.0,1/5/23,0,27.1,0.55,0.26,56.34,0.12,30.0,2.75,0.5,0.5,45.12,2.92,29.56,2.87,0.2,2.68,0.19,2.25,27.33,2.55,0.21,2.82,0.19,27.5,CLB,kuemper,d,kuemper7800gd,85626-14466,G,d,Darcy Kuemper,kuemper,16.215384850135216,26.0,7800,WSH@CBJ,WSH,CBJ,,,,,,G,kuemper7800gd
kulak4100db,68.85,Brett Kulak,4100,D,0,EDM,NYI-I.Sorokin,5.8,7.4,4.2,-2.0,1.4,2,0,0,0,-3.4,12,0,2,3.4,2.7,-160,6.0,37,-144,6.5,-0.6,70,23,25,104,6.0,69,30,7,13,0.06,0.22,0.28,18.03,0.93,1.3,1.68,0.78,0.05,1.26,2.57,14.13,14.54,10.69,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.01,0.06,0.21,0.57,0.0,1.16,0.14,0.07,0.21,19.45,0.65,1.36,1.75,0.78,0.11,1.57,2.93,13.73,15.82,0.0,0.0,0.05,0.0,12.0,3.17,1.0,2.17,0.75,0.0,19.42,0.0,0.0,0.0,47.08,47.66,48.09,44.9,42.78,3.18,0.29,2.8,0.17,47.0,47.75,42.33,43.67,3.36,0.49,2.91,0.22,43.0,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYI,kulak,b,kulak4100db,85626-42962,D,b,Brett Kulak,kulak,6.482051360301482,39.0,4100,NYI@EDM,EDM,NYI,,,,,,D/UTIL,kulak4100db
kupari3500cr,30.04,Rasmus Kupari,3500,C,0,LA,BOS-LUllmark,3.14,4.1,2.2,-2.66,0.9,4,0,0,0,-4.7,66,0,2,2.7,3.4,135,6.0,17,120,3.6,-1.2,28,11,45,80,3.6,20,70,10,10,0.09,0.14,0.23,10.86,1.27,0.81,1.36,0.59,0.11,0.42,1.23,8.87,9.16,6.76,0.0,0.0,0.16,0.02,0.04,0.5,0.02,0.0,0.07,0.14,0.28,0.0,0.89,0.11,0.0,0.11,8.38,0.79,0.89,1.0,0.89,0.13,0.56,1.44,6.38,7.63,0.0,0.0,0.1,0.0,6.2,1.83,1.0,0.83,1.0,0.0,8.56,0.07,0.0,0.0,45.76,48.84,40.0,42.69,46.16,3.24,0.19,3.57,0.17,46.67,43.69,42.5,46.92,3.82,0.24,3.5,0.14,45.0,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BOS,kupari,r,kupari3500cr,85626-113289,C,r,Rasmus Kupari,kupari,4.64,25.0,3500,BOS@LA,LA,BOS,,,,,,C/UTIL,kupari3500cr
kuraly4400cs,52.12,Sean Kuraly,4400,C,0,CLB,WAS-DKuemper,5.94,7.6,4.3,-1.71,1.4,4,0,0,0,-4.2,46,0,2,2.8,3.9,171,6.5,9,160,7.6,0.1,51,24,37,87,5.5,46,53,15,13,0.2,0.19,0.39,15.53,1.51,1.65,2.13,0.78,0.12,0.73,2.38,10.58,12.46,7.73,0.0,0.01,0.22,0.0,0.04,0.0,0.01,0.03,0.19,0.15,0.93,0.06,1.37,0.08,0.08,0.15,14.25,0.63,1.85,2.62,0.71,0.04,0.54,2.38,8.92,11.83,0.0,0.0,0.29,0.0,10.0,1.75,1.5,0.25,2.5,0.25,15.98,0.63,0.0,0.0,45.12,43.49,45.64,49.7,45.21,2.68,0.19,2.87,0.2,38.08,45.54,46.38,40.69,3.33,0.13,2.85,0.19,41.5,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,kuraly,s,kuraly4400cs,85626-68648,C,s,Sean Kuraly,kuraly,7.3411766501034,34.0,4400,WSH@CBJ,CBJ,WSH,,,,,,C/UTIL,kuraly4400cs
kuzmenko6800wa,67.74,Andrei Kuzmenko,6800,W,0,VAN,COL-AGeorgiev,11.49,14.5,8.5,-1.04,1.7,1,1,6,0,-2.7,4,0,2,3.0,3.7,132,6.5,15,126,11.5,0.2,55,33,41,36,9.6,45,54,27,11,0.39,0.47,0.86,15.91,3.24,1.69,2.56,0.66,0.23,0.31,2.0,11.73,10.82,8.36,0.17,0.06,2.82,0.45,0.73,0.63,0.0,0.0,0.22,0.42,0.0,0.0,1.94,0.33,0.58,0.92,16.38,3.37,1.0,2.1,0.48,0.33,0.17,1.17,12.67,10.89,0.17,0.0,2.43,0.3,16.5,1.17,1.0,0.17,2.75,0.25,16.84,1.19,0.0,0.0,43.48,44.13,44.39,47.13,50.61,3.18,0.26,2.9,0.21,42.4,41.31,47.6,51.77,3.0,0.26,2.33,0.32,52.0,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL,kuzmenko,a,kuzmenko6800wa,85626-171491,W,a,Andrei Kuzmenko,kuzmenko,12.14722188313802,36.0,6800,COL@VAN,VAN,COL,,,,,,W/UTIL,kuzmenko6800wa
kuznetsov6400ce,88.0,Evgeny Kuznetsov,6400,C,0,WAS,CLB-EMerzlikins,13.38,16.8,10.0,1.63,2.1,2,1,8,0,-1.2,60,1,2,3.9,2.8,-205,6.5,91,-194,13.1,0.2,77,22,21,94,16.0,92,7,38,13,0.23,0.68,0.9,18.91,2.86,2.61,3.6,0.72,0.09,0.31,2.92,11.8,12.42,9.03,0.12,0.23,3.58,0.82,1.12,0.74,0.01,0.0,0.1,0.45,0.62,0.01,2.84,0.21,1.0,1.21,18.89,3.84,2.71,3.62,0.75,0.08,0.36,3.07,10.5,11.67,0.14,0.29,3.7,0.92,10.2,2.5,2.5,0.0,2.8,1.2,17.81,3.19,0.17,0.33,47.97,45.21,49.7,45.64,43.49,3.26,0.23,3.07,0.21,47.0,47.75,42.33,43.67,3.36,0.49,2.91,0.22,43.0,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLB,kuznetsov,e,kuznetsov6400ce,85626-52475,C,e,Evgeny Kuznetsov,kuznetsov,12.42051266401242,39.0,6400,WSH@CBJ,WSH,CBJ,,,,,,C/UTIL,kuznetsov6400ce
kyrou8100wj,73.93,Jordan Kyrou,8100,W,0,STL,NJD-MBlackwood,14.97,18.8,11.2,-0.1,1.8,1,1,8,0,-3.7,92,0,2,2.9,3.8,145,6.5,61,122,14.6,2.3,61,35,30,94,22.4,66,16,50,12,0.43,0.53,0.97,17.16,3.39,2.87,3.53,0.81,0.15,0.34,3.21,11.84,13.91,9.0,0.13,0.15,2.28,0.47,0.58,0.8,0.0,0.01,0.3,0.37,0.28,0.0,2.94,0.75,0.75,1.5,18.75,4.8,3.5,4.36,0.8,0.21,0.25,3.75,12.1,12.2,0.33,0.17,3.35,0.55,9.67,3.0,2.75,0.25,2.33,0.67,19.81,3.41,0.25,0.25,43.38,40.36,43.76,47.58,48.64,2.94,0.27,2.85,0.19,40.77,43.36,44.62,50.43,3.0,0.28,3.62,0.15,47.67,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJD,kyrou,j,kyrou8100wj,85626-73940,W,j,Jordan Kyrou,kyrou,16.928571428571427,35.0,8100,STL@NJ,STL,NJ,,,,,,W/UTIL,kyrou8100wj
lafreniere4400wa,73.94,Alexis Lafreniere,4400,W,0,NYR,MTL-JAllen,8.07,10.3,5.9,0.22,1.8,3,2,3,0,0.0,43,0,2,3.6,2.6,-205,6.0,81,-194,7.4,-0.3,55,22,40,103,6.5,50,41,16,12,0.17,0.27,0.45,14.59,1.85,1.59,2.2,0.72,0.11,0.36,1.95,11.83,11.49,8.67,0.0,0.05,1.01,0.11,0.2,0.55,0.0,0.0,0.17,0.22,0.44,0.0,1.97,0.17,0.42,0.58,13.6,2.56,1.33,1.73,0.77,0.12,0.42,1.75,9.45,12.0,0.0,0.08,0.89,0.09,8.0,1.75,1.5,0.25,2.33,0.33,12.85,1.49,0.0,0.0,45.78,43.94,46.14,45.96,41.01,2.83,0.26,3.53,0.24,40.69,46.38,45.54,38.08,3.08,0.3,3.83,0.39,36.67,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MTL,lafreniere,a,lafreniere4400wa,85626-142015,W,a,Alexis Lafreniere,lafreniere,7.444736681486431,38.0,4400,NYR@MON,NYR,MON,,,,,,W/UTIL,lafreniere4400wa
laine7500wp,71.63,Patrik Laine,7500,W,0,CLB,WAS-DKuemper,14.36,18.0,10.7,0.46,1.9,2,1,13,0,-3.4,94,0,2,2.8,3.9,171,6.5,9,160,14.8,1.2,55,29,20,87,15.2,53,30,38,13,0.48,0.46,0.94,19.22,2.94,3.2,4.41,0.73,0.15,0.25,3.45,13.87,15.19,10.41,0.09,0.12,3.52,0.88,1.35,0.65,0.0,0.0,0.38,0.34,0.4,0.03,2.66,0.45,0.45,0.91,19.39,2.82,3.45,5.0,0.69,0.13,0.27,3.73,14.3,13.8,0.09,0.18,3.82,0.73,10.0,2.0,1.5,0.5,3.0,1.5,18.24,4.95,0.0,0.0,45.12,43.49,45.64,49.7,45.21,2.68,0.19,2.87,0.2,42.67,46.17,49.08,50.75,2.82,0.19,2.55,0.21,48.0,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,laine,p,laine7500wp,85626-70900,W,p,Patrik Laine,laine,14.304761614118304,21.0,7500,WSH@CBJ,CBJ,WSH,,,,,,W/UTIL,laine7500wp
larsson5500da,65.6,Adam Larsson,5500,D,0,SEA,TOR-M.Murray,8.34,10.5,6.2,-2.47,1.5,1,0,1,0,0.0,66,0,2,2.7,4.0,184,6.5,20,162,8.9,0.8,80,28,20,85,13.3,100,0,41,12,0.12,0.26,0.38,23.06,0.99,1.59,2.3,0.69,0.07,1.73,3.32,18.14,16.94,13.57,0.0,0.0,0.14,0.01,0.01,1.0,0.01,0.0,0.11,0.26,0.68,0.01,1.65,0.17,0.58,0.75,24.37,1.85,2.08,3.0,0.69,0.08,2.08,4.17,20.33,16.83,0.0,0.0,0.11,0.0,23.0,5.0,2.4,2.6,3.2,0.0,24.8,0.07,0.0,0.0,43.99,45.09,42.33,42.26,47.42,2.94,0.16,3.09,0.22,47.69,38.56,43.85,45.22,2.85,0.11,2.89,0.31,43.5,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOR,larsson,a,larsson5500da,85626-14564,D,a,Adam Larsson,larsson,10.233333163791231,36.0,5500,SEA@TOR,SEA,TOR,,,,,,D/UTIL,larsson5500da
laughton5100cs,83.13,Scott Laughton,5100,C,0,PHI,ARI-KVejmelka,10.11,12.8,7.5,1.02,2.0,3,2,5,0,0.0,92,0,3,3.4,2.8,-152,6.0,43,-160,9.6,1.2,53,29,27,86,13.6,75,25,50,12,0.2,0.35,0.55,17.67,1.87,2.0,2.57,0.78,0.1,0.68,2.68,12.33,13.74,8.96,0.04,0.04,1.53,0.19,0.3,0.62,0.04,0.03,0.11,0.28,0.52,0.0,1.84,0.46,0.46,0.92,18.08,3.05,1.62,2.54,0.64,0.29,1.08,2.69,11.69,14.38,0.15,0.08,1.62,0.23,9.6,2.8,1.8,1.0,2.4,0.6,17.47,0.93,0.2,0.0,43.66,41.93,49.46,49.08,37.45,2.95,0.12,3.36,0.26,43.0,46.0,48.67,37.33,2.55,0.18,3.29,0.39,38.8,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,laughton,s,laughton5100cs,85626-37880,C,s,Scott Laughton,laughton,10.508823170381431,34.0,5100,ARI@PHI,PHI,ARI,,,,,,C/UTIL,laughton5100cs
lauzon3700dj,43.15,Jeremy Lauzon,3700,D,0,NAS,CAR-A.Raanta,4.3,5.5,3.1,-2.64,1.2,3,0,1,0,0.0,28,1,2,2.5,3.7,190,6.0,13,180,3.9,-2.3,49,6,29,87,5.3,30,38,23,13,0.03,0.04,0.07,17.12,0.25,1.17,1.63,0.72,0.02,1.06,2.23,12.67,14.29,9.76,0.0,0.0,0.04,0.01,0.01,1.0,0.0,0.01,0.03,0.03,1.13,0.0,1.01,0.1,0.1,0.2,15.25,0.79,1.4,2.22,0.63,0.07,0.6,2.0,14.5,13.0,0.0,0.0,0.01,0.0,17.6,2.33,1.83,0.5,3.2,0.0,16.21,0.01,0.0,0.0,43.01,43.84,38.59,46.49,51.04,3.42,0.22,3.32,0.19,48.7,36.42,49.6,51.0,3.11,0.21,3.73,0.17,50.6,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,lauzon,j,lauzon3700dj,85626-66608,D,j,Jeremy Lauzon,lauzon,4.344827586206897,29.0,3700,NSH@CAR,NSH,CAR,,,,,,D/UTIL,lauzon3700dj
lazar3300wc,53.48,Curtis Lazar,3300,W,0,VAN,COL-AGeorgiev,4.88,6.3,3.5,-0.83,1.5,4,0,0,0,-4.1,77,0,2,3.0,3.7,132,6.5,15,126,5.2,-0.7,58,10,25,96,3.9,72,27,9,11,0.09,0.06,0.15,12.23,0.74,1.3,1.76,0.74,0.07,0.93,2.23,8.71,9.44,6.66,0.0,0.0,0.02,0.0,0.04,0.0,0.0,0.0,0.09,0.06,0.24,0.01,0.9,0.0,0.0,0.0,13.04,0.0,1.17,2.0,0.58,0.0,1.33,2.5,9.44,12.22,0.0,0.0,0.05,0.0,9.5,2.33,0.67,1.67,1.5,0.0,12.77,0.12,0.0,0.0,43.48,44.13,44.39,47.13,50.61,3.18,0.26,2.9,0.21,42.4,41.31,47.6,51.77,3.0,0.26,2.33,0.32,52.0,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL,lazar,c,lazar3300wc,85626-42860,W,c,Curtis Lazar,lazar,4.296296296296297,27.0,3300,COL@VAN,VAN,COL,,,,,,W/UTIL,lazar3300wc
leddy3600dn,60.35,Nick Leddy,3600,D,0,STL,NJD-M.Blackwood,7.17,9.1,5.3,0.45,2.0,1,0,1,0,0.0,61,0,2,2.9,3.8,145,6.5,61,122,5.6,-1.5,53,20,42,95,4.8,50,50,25,12,0.04,0.3,0.34,21.29,0.96,1.01,1.51,0.67,0.04,1.01,2.02,14.86,18.15,11.2,0.0,0.04,1.01,0.05,0.08,0.57,0.0,0.0,0.04,0.26,0.27,0.0,1.1,0.0,0.29,0.29,21.33,0.82,1.0,1.46,0.68,0.0,0.79,1.79,16.58,17.83,0.0,0.0,0.28,0.0,15.5,2.2,1.2,1.0,1.5,0.0,22.12,0.62,0.0,0.0,43.38,40.36,43.76,47.58,48.64,2.94,0.27,2.85,0.19,40.77,43.36,44.62,50.43,3.0,0.28,3.62,0.15,47.67,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJD,leddy,n,leddy3600dn,85626-11170,D,n,Nick Leddy,leddy,5.894736842105263,38.0,3600,STL@NJ,STL,NJ,,,,,,D/UTIL,leddy3600dn
lee6700wa,66.08,Anders Lee,6700,W,0,NYI,EDM-SSkinner,11.86,14.9,8.8,-0.48,1.8,2,1,12,0,-1.8,59,1,2,2.7,3.4,135,6.0,63,118,11.6,1.0,57,34,41,94,15.1,61,38,53,13,0.34,0.33,0.68,16.82,2.43,2.35,3.2,0.74,0.15,0.57,2.92,12.75,13.33,9.31,0.1,0.1,2.85,0.6,0.82,0.73,0.0,0.0,0.25,0.24,0.69,0.0,2.74,0.46,0.23,0.69,18.09,2.29,3.62,5.25,0.69,0.13,1.23,4.85,14.0,11.82,0.0,0.0,3.37,1.0,14.4,4.17,3.17,1.0,4.2,0.4,18.26,3.2,0.0,0.0,43.66,42.78,44.9,48.09,47.66,2.67,0.23,3.39,0.24,43.67,42.33,47.75,47.0,2.64,0.14,3.27,0.25,49.25,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDM,lee,a,lee6700wa,85626-39238,W,a,Anders Lee,lee,13.435897435897436,39.0,6700,NYI@EDM,NYI,EDM,,,,,,W/UTIL,lee6700wa
lehkonen7000wa,85.63,Artturi Lehkonen,7000,W,0,COL,VAN-SMartin,14.39,18.0,10.7,1.47,2.1,1,1,10,0,-2.2,28,0,3,3.7,3.0,-155,6.5,85,-152,11.3,1.6,57,28,32,95,11.0,41,41,16,12,0.33,0.35,0.69,17.95,2.31,2.3,3.24,0.71,0.14,0.73,3.03,14.51,12.74,10.45,0.09,0.1,2.55,0.37,0.57,0.65,0.03,0.0,0.21,0.25,0.46,0.02,2.4,0.18,0.45,0.64,22.07,1.74,2.09,3.6,0.58,0.09,0.64,2.73,19.22,11.44,0.09,0.0,4.0,0.5,20.6,2.5,1.83,0.67,3.2,0.8,22.43,4.58,0.17,0.0,50.53,50.61,47.13,44.39,44.13,3.18,0.27,2.84,0.28,51.77,47.6,41.31,42.4,3.17,0.13,2.67,0.46,44.5,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VAN,lehkonen,a,lehkonen7000wa,85626-70483,W,a,Artturi Lehkonen,lehkonen,12.451514966560133,33.0,7000,COL@VAN,COL,VAN,,,,,,W/UTIL,lehkonen7000wa
leivo4600wj,57.03,Josh Leivo,4600,W,0,STL,NJD-MBlackwood,6.9,8.8,5.0,-1.34,1.5,3,2,2,0,0.0,16,0,2,2.9,3.8,145,6.5,61,122,7.0,0.2,21,10,12,95,7.6,33,66,33,12,0.16,0.23,0.39,12.29,1.9,2.0,2.87,0.7,0.08,0.29,2.29,11.07,9.31,8.38,0.0,0.0,0.82,0.1,0.1,1.0,0.0,0.0,0.16,0.23,0.52,0.0,1.97,0.29,0.07,0.36,12.5,1.73,1.64,2.85,0.58,0.17,0.21,1.86,13.08,9.42,0.0,0.0,0.86,0.15,10.5,2.4,2.2,0.2,3.5,0.25,10.07,1.08,0.0,0.0,43.38,40.36,43.76,47.58,48.64,2.94,0.27,2.85,0.19,40.77,43.36,44.62,50.43,3.0,0.28,3.62,0.15,47.67,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJD,leivo,j,leivo4600wj,85626-15255,W,j,Josh Leivo,leivo,7.227586417362608,29.0,4600,STL@NJ,STL,NJ,,,,,,W/UTIL,leivo4600wj
leschyshyn3400cj,46.18,Jake Leschyshyn,3400,C,0,VGK,PIT-CDesmith,3.72,4.8,2.6,-1.88,1.1,4,0,1,0,0.5,72,0,3,3.2,3.0,-120,6.0,28,-126,2.3,-1.3,12,2,37,86,2.2,30,69,0,13,0.02,0.02,0.05,10.17,0.3,0.91,1.2,0.76,0.03,0.35,1.26,7.15,9.68,5.28,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.23,0.0,0.97,0.0,0.0,0.0,8.99,0.0,0.93,1.17,0.8,0.0,0.43,1.36,7.33,8.25,0.0,0.0,0.02,0.0,6.2,0.83,0.67,0.17,1.0,0.0,9.21,0.02,0.0,0.0,48.95,49.98,45.97,47.07,48.13,2.69,0.23,2.82,0.19,48.85,48.33,43.92,41.78,2.75,0.33,3.56,0.09,41.0,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,leschyshyn,j,leschyshyn3400cj,85626-82008,C,j,Jake Leschyshyn,leschyshyn,2.017391370690387,23.0,3400,PIT@VGK,VGK,PIT,,,,,,C/UTIL,leschyshyn3400cj
