,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID,dkSalary
gagner4100ws,54.04,Sam Gagner,4100,W,0,WPG,COL-A.Georgiev,5.39,6.9,3.9,-1.88,1.3,4,2,4,0,-5,21,0,2,3.1,3,-115,6,53,116,6.5,-0.5,44,21,41,87,0.8,0,50,0,8,0.21,0.12,0.33,12.98,1.53,1.64,2.13,0.77,0.13,0.25,1.89,10,9.87,7.77,0.01,0.03,1.06,0.11,0.17,0.67,0.01,0,0.19,0.09,0.28,0.03,1.01,0,0,0,8.25,0,0.8,0.67,1.2,0,0.2,1,6,6.6,0,0,0.47,0,3,0.33,0,0.33,0,0,7.93,0.55,0,0,48.39,44.6,45.25,45.52,50.44,3.1,0.23,2.9,0.21,45.2,54.9,43.2,49.2,3.6,0.14,2.4,0.17,45.83,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,gagner,s,gagner4100ws,87268-8356,W,s,Sam Gagner,gagner,6.223912778,46,4100,COL@WPG,WPG,COL,,,,,,W/UTIL,gagner4100ws,2500
gambrell3100cd,24.68,Dylan Gambrell,3100,C,0,OTT,CAR-FAndersen,3.21,4.1,2.3,-1.77,1,4,0,1,0,-4.4,86,1,4,2.6,4.1,200,6.5,23,215,3,-1.5,29,6,43,86,2.2,20,60,10,10,0.05,0.03,0.08,11.49,0.42,0.77,1.23,0.63,0.06,0.59,1.36,7.51,9.29,5.51,0,0,0.02,0,0,0,0,0,0.05,0.03,0.35,0,0.86,0,0.11,0.11,11.13,0.59,0.33,0.33,1,0,0.44,0.78,6.11,9.22,0,0,0.02,0,6.2,0.8,0.6,0.2,0.6,0,10.73,0.03,0,0,40.67,45.61,36.77,44.29,52.18,3.39,0.26,3.3,0.19,43.5,37.2,47.4,53.4,3.5,0.23,2.8,0.11,59,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,gambrell,d,gambrell3100cd,87268-82909,C,d,Dylan Gambrell,gambrell,2.441025563,39,3100,OTT@CAR,OTT,CAR,,,,,,C/UTIL,gambrell3100cd,2500
gaudreau4400wf,47.97,F. Gaudreau,4400,W,0,MIN,TOR-I.Samsonov,7.31,9.3,5.3,-0.54,1.7,3,2,2,0,-4.2,26,2,1,2.5,3.6,171,6,15,126,8.3,-0.2,55,27,43,96,4.5,41,58,0,12,0.21,0.29,0.5,16.08,1.87,1.79,2.19,0.82,0.12,0.51,2.3,10.64,11.56,8.13,0.02,0.01,1.51,0.19,0.28,0.67,0.02,0.02,0.17,0.26,0.08,0.03,1.55,0,0.23,0.23,16.56,0.83,1.15,1.54,0.75,0,0.46,1.62,10.77,15.31,0,0,1.09,0.08,10.44,1.67,1.11,0.56,1.33,0.11,16.74,1.07,0,0,46.62,44.51,42.88,42.56,47.06,3.22,0.23,3.12,0.21,49.23,44.4,47.92,50.6,3.15,0.22,2.7,0.07,50.5,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,gaudreau,f,gaudreau4400wf,87268-59209,W,f,Frederick Gaudreau,gaudreau,7.877586102,58,4400,MIN@TOR,MIN,TOR,,,,,,W/UTIL,gaudreau4400wf,2900
gauthier3200wj,22.83,Julien Gauthier,3200,W,0,OTT,CAR-F.Andersen,3.38,4.4,2.4,-2.13,1.1,3,0,1,0,-2.3,82,1,4,2.6,4.1,200,6.5,23,215,3.2,-1.4,16,6,34,98,1.6,18,45,0,11,0.11,0.08,0.19,8.73,1.31,0.96,1.35,0.71,0.12,0.17,1.13,6.96,8.38,4.87,0,0,0.14,0.02,0.04,0.5,0,0,0.11,0.08,0.19,0,1.29,0,0,0,7.94,0,0.88,1,0.88,0,0.25,1.13,5.13,8.25,0,0,0.03,0,5.33,1,0.67,0.33,0.67,0,8.61,0.02,0,0,40.67,45.61,36.77,44.29,52.18,3.39,0.26,3.3,0.19,43.5,37.2,47.4,53.4,3.5,0.23,2.8,0.11,59,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,gauthier,j,gauthier3200wj,87268-70919,W,j,Julien Gauthier,gauthier,4.097560976,41,3200,OTT@CAR,OTT,CAR,,,,,,W/UTIL,gauthier3200wj,2500
georgiev8500ga,55.75,A. Georgiev,8500,G,0,COL,WPG-C.Hellebuyck,18.96,23.8,14.2,0.83,2.2,1,0,1,0,-1,18,1,0,3,3.1,-105,6,47,-140,20.3,1.2,36,24,12,102,21.7,55,11,33,9,2.61,0,0,0,0,30.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.25,44.6,0,0,0,0,0,0,54.9,45.2,0,0,0,0,42.83,2/24/2023,0,27.8,0.57,0.3,57.52,0.07,34.3,3.14,0.71,0.6,48.39,3.2,30.63,2.9,0.21,3.1,0.23,2.1,31.1,2.4,0.17,3.6,0.14,29.67,WPG,georgiev,a,georgiev8500ga,87268-82094,G,a,Alexandar Georgiev,georgiev,20.13999939,40,8500,COL@WPG,COL,WPG,,,,,,G,georgiev8500ga,7800
giordano5000dm,74.25,Mark Giordano,5000,D,0,TOR,MIN-F.Gustavsson,7.26,9.2,5.3,-2.47,1.5,3,0,1,0,-3.6,29,0,3,3.6,2.5,-210,6,85,-152,8.6,-0.4,70,18,27,94,8,70,30,20,10,0.06,0.31,0.38,19.62,1.16,1.55,2.09,0.74,0.04,1.84,3.39,15.52,13.69,11.56,0,0.05,0.97,0.13,0.19,0.71,0.02,0,0.04,0.26,0.81,0.01,1.02,0,0.3,0.3,18.7,0.96,2,2.5,0.8,0,1.5,3.5,17.2,13.4,0,0,0,0,17.17,2.83,1.17,1.67,2,0,18.62,0,0,0,48.24,47.06,42.56,42.88,44.51,3.12,0.25,3.22,0.23,50.6,47.92,44.4,49.23,2.5,0.32,2.69,0.06,48.63,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,giordano,m,giordano5000dm,87268-8230,D,m,Mark Giordano,giordano,8.351724033,58,5000,MIN@TOR,TOR,MIN,,,,,,D/UTIL,giordano5000dm,3800
girard4800ds,67.5,Samuel Girard,4800,D,0,COL,WPG-C.Hellebuyck,7.73,9.8,5.7,-1.57,1.6,1,2,6,0,-3.2,68,1,5,3,3.1,-105,6,47,-140,8.1,0.1,52,18,22,97,17.5,100,0,66,9,0.07,0.32,0.38,21.1,1.08,1.52,1.91,0.8,0.05,1.45,2.97,18.32,17.84,12.75,0,0.08,1.32,0.07,0.13,0.56,0,0.01,0.07,0.22,0.25,0,1.62,0.1,1,1.1,23.28,2.83,2.2,2.5,0.88,0.05,2.5,4.7,20.9,21.5,0,0.2,1,0.2,19.5,3.83,1.67,2.17,1.83,0.17,24.34,1.05,0,0.17,46.1,50.44,45.52,45.25,44.6,3.16,0.27,2.82,0.21,49.2,43.2,54.9,45.2,2.4,0.17,3,0.13,42.83,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WPG,girard,s,girard4800ds,87268-73909,D,s,Samuel Girard,girard,9.136734943,49,4800,COL@WPG,COL,WPG,,,,,,D/UTIL,girard4800ds,3900
girgensons3600wz,56.05,Zemgus Girgensons,3600,W,0,BUF,FLA-S.Bobrovsky,5.1,6.5,3.7,-1.19,1.4,4,0,1,0,-1.5,57,2,1,3,4.2,170,7,40,168,5.5,-1.1,52,16,36,86,7.9,77,22,33,9,0.13,0.12,0.25,13.14,1.14,1.3,1.88,0.69,0.1,0.58,1.88,9.04,9.07,6.76,0,0,0.04,0,0.03,0,0,0,0.13,0.12,0.16,0.01,1.4,0.3,0,0.3,13.94,1.29,1.7,2.2,0.77,0.18,0.7,2.4,8.6,8.7,0,0,0.05,0,10,2.5,1.83,0.67,2.17,0,14.2,0.06,0,0,45.46,44.81,41.46,42.14,50.74,3.17,0.25,3.51,0.25,44.7,48.18,43.1,57.45,2.6,0.19,3.27,0.28,54.86,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLA,girgensons,z,girgensons3600wz,87268-23222,W,z,Zemgus Girgensons,girgensons,5.407407407,54,3600,BUF@FLA,BUF,FLA,,,,,,W/UTIL,girgensons3600wz,2500
giroux7100wc,64.46,Claude Giroux,7100,W,0,OTT,CAR-F.Andersen,10.7,13.5,7.9,-2.42,1.5,1,2,10,0,-2.7,12,1,4,2.6,4.1,200,6.5,23,215,13.7,1.3,67,31,29,95,19.7,100,0,60,10,0.33,0.61,0.95,18.51,3.08,2.57,3.49,0.74,0.13,0.33,2.9,16.59,12.48,12.12,0.09,0.25,3.03,0.5,0.76,0.66,0,0.01,0.25,0.35,0.3,0,2.67,0.8,0.5,1.3,18.51,4.21,3.1,4.1,0.76,0.26,0.6,3.7,13.6,13.5,0.3,0.1,2.09,0.4,11.33,3.33,2.83,0.5,3.67,0.17,19.26,2.15,0.17,0,40.67,45.61,36.77,44.29,52.18,3.39,0.26,3.3,0.19,43.5,37.2,47.4,53.4,3.5,0.23,2.8,0.11,59,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,giroux,c,giroux7100wc,87268-8556,W,c,Claude Giroux,giroux,14.01964242,56,7100,OTT@CAR,OTT,CAR,,,,,,W/UTIL,giroux7100wc,5300
goligoski3600da,34.95,Alex Goligoski,3600,D,0,MIN,TOR-I.Samsonov,6.62,8.4,4.8,-0.1,1.8,2,2,2,0,-3.1,68,2,1,2.5,3.6,171,6,15,126,5.2,-1.4,35,9,28,96,5.6,41,16,8,12,0.02,0.14,0.15,17.61,0.51,1.24,1.65,0.75,0.01,1.32,2.56,15.25,13.21,11.68,0,0.03,0.94,0.07,0.09,0.8,0,0,0.02,0.1,0.24,0,1.33,0,0.14,0.14,17.63,0.48,1.71,1.71,1,0,1,2.71,17.29,13.57,0,0.14,1.9,0.29,17.29,2.71,1.71,1,1.71,0.43,17.63,1.9,0,0.14,46.62,44.51,42.88,42.56,47.06,3.22,0.23,3.12,0.21,49.23,44.4,47.92,50.6,3.15,0.22,2.7,0.07,50.5,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,goligoski,a,goligoski3600da,87268-8611,D,a,Alex Goligoski,goligoski,5.110000102,30,3600,MIN@TOR,MIN,TOR,,,,,,D/UTIL,goligoski3600da,2700
greig3900cr,38.65,Ridly Greig,3900,C,0,OTT,CAR-FAndersen,6.24,8,4.5,-0.38,1.6,3,2,5,0,0.3,82,1,4,2.6,4.1,200,6.5,23,215,4.2,-0.3,2,2,8,35,4.2,25,75,25,4,0.1,0.3,0.4,13.61,1.76,1.5,1.9,0.79,0.07,0.3,1.8,11.6,11.9,9.1,0,0.3,1.69,0.2,0.2,1,0,0,0.1,0,0.2,0,1.64,0.1,0.3,0.4,13.61,1.76,1.5,1.9,0.79,0.07,0.3,1.8,11.6,11.9,0,0.3,1.69,0.2,8.83,0.83,0.67,0.17,0.83,0,12.82,1.51,0,0.17,40.67,45.61,36.77,44.29,52.18,3.39,0.26,3.3,0.19,43.5,37.2,47.4,53.4,3.5,0.23,2.8,0.11,59,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,greig,r,greig3900cr,87268-146132,C,r,Ridly Greig,greig,6.630000305,10,3900,OTT@CAR,OTT,CAR,,,,,,C/UTIL,greig3900cr,3200
gudas4100dr,71.55,Radko Gudas,4100,D,0,FLA,BUF-U.Luukkonen,6.45,8.2,4.7,-1.35,1.6,3,0,1,0,-1.7,68,0,4,4.2,3,-202,7,60,-205,6.4,-1.6,59,14,28,100,6.2,60,40,0,10,0.05,0.14,0.18,17.14,0.63,1.35,2.01,0.67,0.03,1.6,2.95,14.83,12.17,11.09,0,0,0.08,0,0.06,0,0.01,0,0.03,0.14,1.19,0,0.97,0,0.18,0.18,15.96,0.68,1.27,2.27,0.56,0,1.73,3,16.73,12.91,0,0,0.11,0,15.14,2.43,1,1.43,1.86,0,15.4,0.1,0,0,49.36,50.74,42.14,41.46,44.81,3.38,0.23,2.75,0.26,57.45,43.1,48.18,44.7,2.82,0.1,2.5,0.32,46.17,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,gudas,r,gudas4100dr,87268-12613,D,r,Radko Gudas,gudas,6.975999756,50,4100,BUF@FLA,FLA,BUF,,,,,,D/UTIL,gudas4100dr,3200
gustavsson8100gf,44.6,Filip Gustavsson,8100,G,0,MIN,TOR-I.Samsonov,14.16,17.9,10.4,-3.26,1.7,1,0,2,0,-4.4,27,2,0,2.5,3.6,171,6,15,126,20.3,1.2,24,19,6,89,23,53,0,38,13,2.26,0,0,0,0,28.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.56,47.06,0,0,0,0,0,0,47.92,50.6,0,0,0,0,50.5,2/24/2023,0,26.1,0.55,0.35,58.16,0.03,26.6,1.57,0.57,0.57,48.24,3.63,32.39,3.22,0.23,3.12,0.25,3.7,33.9,2.69,0.06,2.5,0.32,34.83,TOR,gustavsson,f,gustavsson8100gf,87268-82752,G,f,Filip Gustavsson,gustavsson,18.06896552,29,8100,MIN@TOR,MIN,TOR,,,,,,G,gustavsson8100gf,7600
haan3700dc,63.15,Calvin de Haan,3700,D,0,CAR,OTT-C.Talbot,5.13,6.6,3.7,-1.81,1.4,3,0,1,0,-2.9,29,1,3,4.1,2.6,-250,6.5,77,-265,5.8,-1.3,51,15,30,86,6.3,50,50,20,10,0.07,0.15,0.22,15.01,0.88,1.16,1.91,0.61,0.06,1.32,2.49,13.45,11.37,10.04,0,0,0.04,0,0,0,0,0,0.07,0.15,0.44,0,1.01,0.1,0.3,0.4,15.27,1.57,1.2,2.3,0.52,0.08,0.5,1.7,15.1,10.8,0,0,0.05,0,15.2,1.6,1.2,0.4,2.2,0,14.85,0.03,0,0,51.33,52.18,44.29,36.77,45.61,3.14,0.19,3.41,0.2,53.4,47.4,37.2,43.5,2.2,0.32,4.2,0.14,39,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,haan,c,haan3700dc,87268-9040,D,c,Calvin de Haan,haan,4.927999878,50,3700,OTT@CAR,CAR,OTT,,,,,,D/UTIL,haan3700dc,2500
hamonic4600dt,54.55,Travis Hamonic,4600,D,0,OTT,CAR-F.Andersen,7.7,9.7,5.7,-1.17,1.7,2,0,1,0,-2.4,63,1,4,2.6,4.1,200,6.5,23,215,7.8,-0.1,75,22,22,86,9.1,90,10,30,10,0.07,0.14,0.21,18.99,0.66,1.74,2.4,0.73,0.04,1.92,3.66,16.22,16.14,12,0,0,0.08,0,0.01,0,0,0.01,0.07,0.13,0.83,0,1.21,0,0.3,0.3,20.31,0.89,1.4,2.1,0.67,0,2.8,4.2,15.1,17,0,0,0.03,0,13.5,4.67,1.67,3,2.17,0,20.03,0.06,0,0,40.67,45.61,36.77,44.29,52.18,3.39,0.26,3.3,0.19,43.5,37.2,47.4,53.4,3.5,0.23,2.8,0.11,59,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,hamonic,t,hamonic4600dt,87268-9036,D,t,Travis Hamonic,hamonic,7.392857143,56,4600,OTT@CAR,OTT,CAR,,,,,,D/UTIL,hamonic4600dt,3600
harris3900dj,46.2,Jordan Harris,3900,D,0,MTL,PHI-C.Hart,6.02,7.7,4.4,-1.35,1.5,3,0,1,0,-3.5,73,1,3,2.7,3.4,140,6,54,125,6.5,-1.3,49,17,43,57,8.7,77,22,44,9,0.06,0.19,0.25,18.21,0.82,1.05,1.4,0.75,0.06,1.4,2.44,14.25,15.33,10.03,0,0.02,0.13,0,0.02,0,0,0,0.06,0.17,0.48,0,0.94,0.2,0.2,0.4,18.8,1.28,0.9,1.2,0.75,0.22,1.6,2.5,14.1,15.1,0,0,0.04,0,15.67,3.33,1.5,1.83,1.83,0,19.75,0.04,0,0,45.61,41.22,49.86,47.24,42.98,3.13,0.17,2.79,0.25,39.4,51.18,51.2,44.09,2.7,0.26,2.64,0.28,43.71,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,harris,j,harris3900dj,87268-168025,D,j,Jordan Harris,harris,6.545282904,53,3900,MON@PHI,MON,PHI,,,,,,D/UTIL,harris3900dj,3100
hart7300gc,58.5,Carter Hart,7300,G,0,PHI,MTL-J.Allen,16.32,20.6,12.1,0.32,2.2,1,0,2,0,-4.1,73,1,0,3.4,2.7,-165,6,46,-145,15.1,-0.7,40,24,21,89,14.5,50,30,20,10,2.91,0,0,0,0,30.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.86,41.22,0,0,0,0,0,0,51.18,39.4,0,0,0,0,39.17,2/24/2023,0,27.9,0.36,0.46,56.59,0.02,26,2.56,0.22,0.2,45.61,2.85,28.71,2.79,0.25,3.13,0.17,3.1,26.6,2.64,0.28,2.7,0.26,26.83,MTL,hart,c,hart7300gc,87268-73938,G,c,Carter Hart,hart,14.95111084,45,7300,MON@PHI,PHI,MON,,,,,,G,hart7300gc,7500
hartman5000cr,55.21,Ryan Hartman,5000,C,0,MIN,TOR-ISamsonov,10.09,12.7,7.4,1.21,2,1,2,11,0,-2.3,76,2,1,2.5,3.6,171,6,15,126,12.2,1.6,52,26,25,96,11.8,75,16,33,12,0.32,0.39,0.71,16.44,2.59,2.53,3.77,0.67,0.12,0.62,3.14,14.37,11.63,10.63,0,0.09,1.78,0.53,0.74,0.72,0,0.01,0.32,0.29,1.49,0.05,2.69,0.33,0.25,0.58,16.73,2.08,2.33,3.83,0.61,0.14,1.17,3.5,16.5,13.33,0,0,1.15,0.25,18.33,3.56,2.44,1.11,4,0.44,17.28,1.19,0,0,46.62,44.51,42.88,42.56,47.06,3.22,0.23,3.12,0.21,49.23,44.4,47.92,50.6,3.15,0.22,2.7,0.07,50.5,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,hartman,r,hartman5000cr,87268-43176,C,r,Ryan Hartman,hartman,10.46756724,37,5000,MIN@TOR,MIN,TOR,,,,,,C/UTIL,hartman5000cr,4200
harveypinard6500wr,58.55,R. Harvey-Pinard,6500,W,0,MTL,PHI-C.Hart,11.85,14.9,8.8,-0.1,1.8,1,1,4,0,-3.9,77,1,3,2.7,3.4,140,6,54,125,14.4,7.9,66,50,25,12,16.9,77,22,66,9,0.5,0.21,0.71,15.16,2.81,1.71,2.21,0.77,0.29,1.36,3.07,10.5,13.71,7.57,0.14,0,0.84,0.21,0.29,0.75,0.07,0,0.29,0.21,0.29,0,2.07,0.6,0.3,0.9,16.09,3.36,1.7,2.4,0.71,0.35,1.7,3.4,11.1,14.4,0.2,0,1.14,0.3,9.83,3.5,1.33,2.17,2.33,0.5,17.07,1.74,0.33,0,45.61,41.22,49.86,47.24,42.98,3.13,0.17,2.79,0.25,39.4,51.18,51.2,44.09,2.7,0.26,2.64,0.28,43.71,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,harveypinard,r,harveypinard6500wr,87268-97079,W,r,Rafael Harvey-Pinard,harveypinard,13.58461585,13,6500,MON@PHI,MON,PHI,,,,,,W/UTIL,harveypinard6500wr,5700
hayes6700ck,82.69,Kevin Hayes,6700,C,0,PHI,MTL-JAllen,14.9,18.7,11.1,2.53,2.2,3,1,3,0,-2,49,1,3,3.4,2.7,-165,6,46,-145,12.6,1.4,67,31,28,89,7.8,40,60,10,10,0.28,0.53,0.81,18.47,2.63,2.9,3.91,0.74,0.1,0.24,3.14,13.42,14.94,10.07,0.08,0.12,3.01,0.49,0.71,0.7,0,0,0.2,0.42,0.36,0.02,2.3,0.18,0.27,0.45,18.18,1.49,2.18,3.27,0.67,0.08,0.09,2.27,14.27,17.18,0,0,2.38,0.36,13.43,2.43,2.29,0.14,2.71,0.14,17.67,1.91,0,0,47.1,42.98,47.24,49.86,41.22,2.92,0.13,3.49,0.26,44.09,51.2,51.18,39.4,2.09,0.09,3.2,0.28,39.17,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,hayes,k,hayes6700ck,87268-58990,C,k,Kevin Hayes,hayes,12.88793103,58,6700,MON@PHI,PHI,MON,,,,,,C/UTIL,hayes6700ck,5500
hellebuyck8700gc,66.15,Connor Hellebuyck,8700,G,0,WPG,COL-A.Georgiev,19.28,24.1,14.4,0.8,2.2,1,0,1,0,-1.4,15,0,0,3.1,3,-115,6,53,116,20.3,2.3,59,41,13,86,19.3,37,12,25,8,2.66,0,0,0,0,32.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.52,50.44,0,0,0,0,0,0,43.2,49.2,0,0,0,0,45.83,2/24/2023,0,29.7,0.57,0.39,58.94,0.06,31,2.25,0.38,0.5,46.1,3.4,34.78,2.82,0.21,3.16,0.27,3.1,35.6,3,0.13,2.4,0.17,36.67,COL,hellebuyck,c,hellebuyck8700gc,87268-58909,G,c,Connor Hellebuyck,hellebuyck,21.15555556,45,8700,COL@WPG,WPG,COL,,,,,,G,hellebuyck8700gc,7900
hoffman5200wm,62.18,Mike Hoffman,5200,W,0,MTL,PHI-C.Hart,10.9,13.7,8.1,1.49,2.1,3,1,4,0,-2.6,33,1,3,2.7,3.4,140,6,54,125,9.7,1.7,60,24,23,86,12.3,88,11,22,9,0.21,0.36,0.56,15.71,2.14,2.25,2.94,0.76,0.09,0.38,2.63,10.49,12.09,7.54,0.03,0.11,2.62,0.61,0.82,0.75,0,0,0.18,0.25,0.52,0.01,2.29,0.1,0.7,0.8,17.37,2.76,3.1,3.6,0.86,0.03,0.2,3.3,10.3,13.7,0.1,0.3,3.17,0.9,10,2.83,2.5,0.33,2.5,0.67,15.48,2.53,0,0.17,45.61,41.22,49.86,47.24,42.98,3.13,0.17,2.79,0.25,39.4,51.18,51.2,44.09,2.7,0.26,2.64,0.28,43.71,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,hoffman,m,hoffman5200wm,87268-9259,W,m,Mike Hoffman,hoffman,9.104545593,44,5200,MON@PHI,MON,PHI,,,,,,W/UTIL,hoffman5200wm,3800
holden3600dn,40.65,Nick Holden,3600,D,0,OTT,CAR-F.Andersen,5.04,6.5,3.6,-1.68,1.4,3,0,1,0,-4.7,63,1,4,2.6,4.1,200,6.5,23,215,5.6,-1.4,55,16,33,86,8.9,50,10,20,10,0.03,0.2,0.23,17.79,0.78,0.96,1.4,0.69,0.03,1.24,2.2,13.75,13.17,10.08,0,0,0.04,0.01,0.01,1,0,0.01,0.03,0.19,0.2,0,0.74,0,0.5,0.5,16.82,1.78,1.33,2.17,0.62,0,1.5,2.83,13.5,15.33,0,0,0.03,0,10.5,2,0.5,1.5,1.5,0,15.94,0,0,0,40.67,45.61,36.77,44.29,52.18,3.39,0.26,3.3,0.19,43.5,37.2,47.4,53.4,3.5,0.23,2.8,0.11,59,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,holden,n,holden3600dn,87268-10842,D,n,Nick Holden,holden,5.191666603,48,3600,OTT@CAR,OTT,CAR,,,,,,D/UTIL,holden3600dn,2600
holl3900dj,66.35,Justin Holl,3900,D,0,TOR,MIN-F.Gustavsson,5.67,7.2,4.1,-1.7,1.5,2,0,1,0,-3.2,29,0,3,3.6,2.5,-210,6,85,-152,6.6,-1.1,64,20,29,97,5.7,50,40,20,10,0.04,0.27,0.32,20.41,0.94,0.8,1.02,0.79,0.05,1.59,2.39,15.68,15.41,11.85,0,0,0.08,0,0,0,0,0.02,0.04,0.25,0.58,0,0.77,0,0.33,0.33,20.06,0.99,0.44,0.56,0.8,0,1.44,1.89,16.89,15.11,0,0,0.03,0,15.4,2,0.4,1.6,0.6,0,20.05,0.05,0,0,48.24,47.06,42.56,42.88,44.51,3.12,0.25,3.22,0.23,50.6,47.92,44.4,49.23,2.5,0.32,2.69,0.06,48.63,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,holl,j,holl3900dj,87268-59135,D,j,Justin Holl,holl,5.726315682,57,3900,MIN@TOR,TOR,MIN,,,,,,D/UTIL,holl3900dj,2700
