,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID
severson4000dd,69.1,Damon Severson,4000,D,0,NJD,LA-P.Copley,7.94,10,5.9,0.36,2,2,2,5,0,-5,61,2,1,3.3,3.4,-102,6.5,66,105,8.7,-0.7,63,25,35,87,9.1,76,15,38,13,0.1,0.41,0.51,21.97,1.39,1.53,2.2,0.7,0.07,1.05,2.58,17.45,14.76,12.83,0.05,0.12,2.14,0.36,0.48,0.76,0,0,0.06,0.29,0.64,0,1.27,0.08,0.5,0.58,24,1.45,1.25,1.83,0.68,0.07,1.33,2.58,20.67,18.83,0,0,1.19,0.08,19.14,2.14,1.57,0.57,2.29,0.14,24.32,1.44,0,0,45.64,49.12,43.04,43.95,48.5,2.99,0.19,3.07,0.27,50.46,42.58,45.77,44.83,3.42,0.22,3.55,0.26,46.67,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,severson,d,severson4000dd,85980-43152,D,d,Damon Severson,severson,6.482926532,41,4000,NJ@LA,NJ,LA,,,,,,D/UTIL,severson4000dd
sharangovich4400wy,71.73,Y. Sharangovich,4400,W,0,NJD,LA-P.Copley,7.41,9.4,5.4,-0.44,1.7,4,0,1,0,-6.1,22,2,1,3.3,3.4,-102,6.5,66,105,9.9,1.1,57,31,42,87,5.3,38,61,7,13,0.3,0.26,0.56,15.9,2.11,2.06,2.88,0.71,0.15,0.48,2.54,12.89,11.47,9.64,0.02,0,0.79,0.1,0.2,0.47,0.05,0.01,0.23,0.25,0.33,0.02,1.14,0.15,0.08,0.23,12.92,1.07,1.38,2.15,0.64,0.11,0.38,1.77,11,9.54,0,0,0.25,0.08,9,1.29,0.71,0.57,1.14,0.14,13.1,0.44,0,0,45.64,49.12,43.04,43.95,48.5,2.99,0.19,3.07,0.27,50.46,42.58,45.77,44.83,3.42,0.22,3.55,0.26,46.67,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,sharangovich,y,sharangovich4400wy,85980-97212,W,y,Yegor Sharangovich,sharangovich,8.21904791,42,4400,NJ@LA,NJ,LA,,,,,,W/UTIL,sharangovich4400wy
sheary5600wc,79.76,Conor Sheary,5600,W,0,WAS,PHI-C.Hart,9.16,11.6,6.7,-1.03,1.6,1,2,1,0,-1.6,34,0,3,3.7,2.5,-222,6,72,-156,9.4,0.8,64,30,30,94,10,69,30,30,13,0.22,0.37,0.59,15.71,2.25,1.88,2.59,0.72,0.12,0.52,2.4,12.89,13.64,9.77,0.03,0.09,1.25,0.15,0.23,0.65,0.02,0,0.17,0.28,0.29,0.03,2.17,0.15,0.62,0.77,16.06,2.88,1.62,2,0.81,0.1,0.31,1.92,12.55,16.18,0,0,1.03,0.08,11.17,1.33,1,0.33,1.5,0,15.34,0.71,0,0,47.52,45.29,48.85,45.97,42.44,3.2,0.24,2.75,0.26,49.5,46.75,47.33,45,2.18,0.25,2.45,0.26,47.83,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,sheary,c,sheary5600wc,85980-58877,W,c,Conor Sheary,sheary,10.03181804,44,5600,PHI@WSH,WSH,PHI,,,,,,W/UTIL,sheary5600wc
siegenthaler4500dj,68.9,Jonas Siegenthaler,4500,D,0,NJD,LA-P.Copley,6.94,8.8,5.1,-1.72,1.5,1,0,1,0,-3.1,44,2,1,3.3,3.4,-102,6.5,66,105,6.6,-0.8,60,18,26,87,7.1,61,38,15,13,0.04,0.21,0.25,20.9,0.72,1.31,1.82,0.72,0.03,1.55,2.85,17.64,15.21,13.31,0.01,0,0.1,0.01,0.01,1,0,0,0.03,0.21,0.59,0,1.06,0.08,0.15,0.23,21.66,0.64,1.08,1.69,0.64,0.07,2,3.08,18.62,16.62,0,0,0.15,0,16.14,3,0.86,2.14,1.43,0,22.24,0.28,0,0,45.64,49.12,43.04,43.95,48.5,2.99,0.19,3.07,0.27,50.46,42.58,45.77,44.83,3.42,0.22,3.55,0.26,46.67,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,siegenthaler,j,siegenthaler4500dj,85980-66671,D,j,Jonas Siegenthaler,siegenthaler,7.669047764,42,4500,NJ@LA,NJ,LA,,,,,,D/UTIL,siegenthaler4500dj
sillinger3500cc,52.85,Cole Sillinger,3500,C,0,CLB,DET-VHusso,7.67,9.8,5.6,1.87,2.2,4,2,3,0,3.7,77,0,2,2.7,4,190,6.5,23,215,6.4,-0.4,54,18,38,88,4.8,53,23,15,13,0.15,0.16,0.3,13.36,1.35,1.54,2.11,0.73,0.1,0.54,2.07,9.7,11.62,7.15,0.01,0.01,0.66,0.15,0.16,0.92,0,0,0.13,0.15,0.37,0.01,1.26,0,0.2,0.2,12.9,0.93,1.1,1.9,0.58,0,0.9,2,9.9,11.6,0,0,1.04,0.1,9.43,1.86,1,0.86,1.71,0.14,13.21,1.24,0,0,44.13,43.26,46.31,50.38,40.11,2.67,0.19,2.95,0.27,43.08,43.33,51.62,38,2.33,0.21,3.58,0.3,40,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,sillinger,c,sillinger3500cc,85980-159932,C,c,Cole Sillinger,sillinger,4.602631418,38,3500,CBJ@DET,CBJ,DET,,,,,,C/UTIL,sillinger3500cc
simmonds3400ww,26.21,Wayne Simmonds,3400,W,0,TOR,BOS-L.Ullmark,2.91,3.8,2.1,-2.99,0.9,4,0,1,0,-4.2,72,0,2,2.8,3.4,132,6,35,128,2.1,-1.9,15,2,36,95,1.6,7,7,0,13,0.02,0.08,0.1,8.34,0.72,0.72,1.04,0.69,0.03,0.26,0.98,6.57,7.47,4.72,0,0,0.2,0,0,0,0,0,0.02,0.08,1.74,0,0.56,0,0,0,7.26,0,0,0.5,0,0,1,1,6,9.5,0,0,0,0,6,1,0,1,0.5,0,7.26,0,0,0,45.08,47.17,40.52,42.13,46.49,3.13,0.25,3.47,0.17,45,46.92,37.75,46.33,3.33,0.25,3.09,0.15,46.5,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOS,simmonds,w,simmonds3400ww,85980-8404,W,w,Wayne Simmonds,simmonds,2.472727342,11,3400,TOR@BOS,TOR,BOS,,,,,,W/UTIL,simmonds3400ww
sissons3600cc,64.24,Colton Sissons,3600,C,0,NAS,BUF-EComrie,5.72,7.3,4.1,-0.29,1.6,1,0,1,0,-2.2,97,0,2,3.5,3.2,-130,6.5,41,-156,5.3,-1.3,54,18,44,87,5,57,35,14,14,0.1,0.2,0.3,15.85,1.14,1.06,1.79,0.59,0.1,0.57,1.63,11.3,11.84,8.64,0,0.01,0.51,0.05,0.09,0.5,0,0,0.1,0.19,0.36,0.01,1.93,0.21,0.14,0.36,15.07,1.43,0.86,1.38,0.62,0.25,0.86,1.71,10.67,13.58,0,0,0.01,0,10.63,1.75,0.88,0.88,1.5,0,14.58,0,0,0,44.24,43.9,42.59,47.36,43.33,3.34,0.21,2.92,0.26,45.33,43.91,53.17,43.55,2.91,0.22,2.82,0.23,46.86,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,sissons,c,sissons3600cc,85980-42705,C,c,Colton Sissons,sissons,5.736585291,41,3600,BUF@NSH,NSH,BUF,,,,,,C/UTIL,sissons3600cc
skinner7400gs,43.15,Stuart Skinner,7400,G,0,EDM,VGK-L.Thompson,15.16,19.1,11.2,-1.01,2,1,0,2,0,-2.6,66,2,0,3.1,3.5,112,6.5,70,130,13.8,0.3,18,13,15,108,15.4,35,28,35,14,2.76,0,0,0,0,31.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.54,49.81,0,0,0,0,0,0,41.08,49.36,0,0,0,0,49.2,1/14/2023,0,28.9,0.48,0.38,56.86,0.03,28.1,3,0.33,0.25,46.31,3.12,33.57,3.44,0.24,2.65,0.23,3.25,32.25,3.55,0.26,2.3,0.39,28.8,VGK,skinner,s,skinner7400gs,85980-82115,G,s,Stuart Skinner,skinner,16.35862048,29,7400,EDM@VGK,EDM,VGK,O,Personal,,,,G,skinner7400gs
skinner7900wj,85.83,Jeff Skinner,7900,W,0,BUF,NAS-J.Saros,14.09,17.7,10.5,-0.59,1.8,1,1,16,0,-1.6,66,0,2,3.2,3.5,110,6.5,59,130,15.6,3.8,66,36,29,86,14.7,63,18,18,11,0.45,0.55,1,17.39,3.45,3.35,4.3,0.78,0.13,0.22,3.57,14.68,12.42,11.25,0.1,0.13,3.21,0.73,0.99,0.74,0,0,0.35,0.42,0.59,0,3.33,0.4,0.5,0.9,19.39,2.78,3.3,4.6,0.72,0.12,0.3,3.6,15,12.89,0.1,0.1,3.61,1.1,15.29,2.86,2.57,0.29,4,0.86,19.87,3.65,0,0.14,48.42,43.33,47.36,42.59,43.9,3.2,0.25,3.49,0.24,43.55,53.17,43.91,45.33,3.18,0.23,3.55,0.21,44,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAS,skinner,j,skinner7900wj,85980-12439,W,j,Jeff Skinner,skinner,16.27027027,37,7900,BUF@NSH,BUF,NSH,,,,,,W/UTIL,skinner7900wj
skjei5400db,76.3,Brady Skjei,5400,D,0,CAR,PIT-C.DeSmith,8.48,10.7,6.3,-2.11,1.6,2,0,1,0,-1.8,61,1,2,3.6,2.5,-210,6,82,-156,9.2,-0.4,67,30,31,102,10.6,57,35,28,14,0.13,0.34,0.47,21.54,1.31,2.3,3.3,0.7,0.05,0.9,3.2,19.13,14.52,14.54,0.02,0,0.26,0.04,0.04,1,0.01,0,0.1,0.34,0.45,0,1.7,0.23,0.38,0.62,21.75,1.71,2.23,3.08,0.72,0.1,0.69,2.92,17.08,12.42,0.08,0,0.89,0.08,17,2.86,2.14,0.71,3.29,0.14,21.18,0.28,0.14,0,48.74,51.51,45.88,37.8,47.94,3.15,0.19,2.84,0.19,51.92,45.09,33.77,42.55,3.92,0.23,3.36,0.14,42.17,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PIT,skjei,b,skjei5400db,85980-62294,D,b,Brady Skjei,skjei,9.399999851,41,5400,PIT@CAR,CAR,PIT,,,,,,D/UTIL,skjei5400db
slafkovsky3500wj,26.79,Juraj Slafkovsky,3500,W,0,MTL,NYI-I.Sorokin,5.91,7.6,4.3,-0.19,1.7,2,2,3,0,-4,72,1,2,2.2,3.4,197,5.5,13,188,5.3,-1.9,42,14,45,42,2,30,69,0,13,0.11,0.16,0.27,12.21,1.33,1.05,1.54,0.68,0.1,0.62,1.68,9.31,10.44,6.44,0.03,0.03,1.37,0.17,0.25,0.67,0,0,0.08,0.14,0.84,0,1.67,0,0.07,0.07,13.13,0.32,0.64,1,0.64,0,0.57,1.21,9.23,12.31,0,0,1.48,0,9.83,1.67,1,0.67,1.17,0,13.31,1.04,0,0,45.11,41.37,48.27,46.3,42.77,3.08,0.16,2.78,0.16,39.36,47.58,47,41.75,3,0.21,3.18,0.17,38.67,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYI,slafkovsky,j,slafkovsky3500wj,85980-173536,W,j,Juraj Slafkovsky,slafkovsky,5.030769153,39,3500,MON@NYI,MON,NYI,,,,,,W/UTIL,slafkovsky3500wj
slavin4800dj,76,Jaccob Slavin,4800,D,0,CAR,PIT-C.DeSmith,8.58,10.8,6.4,-0.72,1.8,1,0,1,0,-3.5,17,1,2,3.6,2.5,-210,6,82,-156,9.5,-0.2,72,21,25,102,8.8,64,35,21,14,0.08,0.36,0.44,22.95,1.15,1.92,2.81,0.68,0.04,1.51,3.43,19.24,14.19,14.46,0.01,0.02,1.03,0.16,0.25,0.64,0,0.02,0.07,0.32,0.16,0,1.48,0.14,0.29,0.43,22.05,1.17,1.29,2,0.64,0.11,1.64,2.93,20.31,14.54,0,0,0.19,0,20.14,2.57,1.57,1,2.14,0,21.39,0.12,0,0,48.74,51.51,45.88,37.8,47.94,3.15,0.19,2.84,0.19,51.92,45.09,33.77,42.55,3.92,0.23,3.36,0.14,42.17,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PIT,slavin,j,slavin4800dj,85980-66680,D,j,Jaccob Slavin,slavin,7.914285569,42,4800,PIT@CAR,CAR,PIT,,,,,,D/UTIL,slavin4800dj
smith3100wg,53.47,Givani Smith,3100,W,0,FLA,VAN-S.Martin,4.4,5.7,3.1,-0.92,1.4,4,0,1,0,0.1,85,0,2,3.9,2.7,-215,6.5,63,-230,3.5,-1.2,20,8,28,50,4,60,20,0,5,0.08,0.08,0.17,8.65,1.18,1.17,1.67,0.7,0.07,0.21,1.37,8.08,8.33,5.71,0,0,0,0,0,0,0,0,0.08,0.08,2.08,0,1.16,0,0.2,0.2,7.85,1.53,1.4,2,0.7,0,0,1.4,10.2,6.6,0,0,0,0,10.2,1.4,1.4,0,2,0,7.85,0,0,0,46.82,50.74,47.09,40.8,43.67,3.38,0.23,2.85,0.28,46.69,45.73,46.15,40.36,3.17,0.32,2.9,0.45,39.6,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,smith,g,smith3100wg,85980-74008,W,g,Givani Smith,smith,3.400000095,8,3100,VAN@FLA,FLA,VAN,,,,,,W/UTIL,smith3100wg
smith3500wc,63.42,Craig Smith,3500,W,0,BOS,TOR-M.Murray,6.62,8.4,4.8,0.52,1.9,1,0,1,0,-4.5,50,0,2,3.4,2.8,-155,6,65,-154,7.5,-0.4,44,18,38,96,4.6,38,38,15,13,0.17,0.19,0.36,12.61,1.71,2.07,2.81,0.74,0.08,0.32,2.4,11.32,9.87,8.87,0,0.04,1.06,0.21,0.23,0.89,0,0,0.17,0.15,0.4,0,1.58,0.09,0.09,0.18,9.49,1.14,1.27,1.8,0.71,0.07,0.18,1.45,8.67,9.56,0,0,0.02,0,8.33,1.17,0.83,0.33,1.5,0,9.31,0,0,0,43.77,46.49,42.13,40.52,47.17,3.15,0.25,3.11,0.22,46.33,37.75,46.92,45,3.09,0.29,2.83,0.29,43.14,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,smith,c,smith3500wc,85980-15239,W,c,Craig Smith,smith,3.903571538,28,3500,TOR@BOS,BOS,TOR,,,,,,W/UTIL,smith3500wc
smith3700db,59.5,Brendan Smith,3700,D,0,NJD,LA-P.Copley,4.97,6.4,3.6,-1.97,1.3,3,0,1,0,-3.5,44,2,1,3.3,3.4,-102,6.5,66,105,4.6,-1.6,40,14,43,102,6.4,53,46,30,13,0.04,0.12,0.16,14.08,0.68,1.11,1.6,0.69,0.03,0.99,2.1,13.15,10.41,9.94,0,0,0.03,0.01,0.03,0.5,0.01,0.01,0.02,0.11,1.05,0.01,0.69,0,0.23,0.23,18.67,0.74,0.92,1.23,0.75,0,1.85,2.77,15.54,14.85,0,0,0.1,0,12,2,0.57,1.43,0.86,0,18.32,0.09,0,0,45.64,49.12,43.04,43.95,48.5,2.99,0.19,3.07,0.27,50.46,42.58,45.77,44.83,3.42,0.22,3.55,0.26,46.67,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,smith,b,smith3700db,85980-12259,D,b,Brendan Smith,smith,4.224390169,41,3700,NJ@LA,NJ,LA,,,,,,D/UTIL,smith3700db
smith3700wc,52.32,Cole Smith,3700,W,0,NAS,BUF-E.Comrie,4.82,6.2,3.5,-1.67,1.3,3,0,1,0,-1.9,51,0,2,3.5,3.2,-130,6.5,41,-156,3.7,-0.8,19,4,21,87,6,35,14,14,14,0,0.21,0.21,11.56,1.09,1.05,1.56,0.68,0,0.38,1.44,8.91,8.86,6.8,0,0,0.07,0,0,0,0,0.03,0,0.18,0.82,0,1.73,0,0.25,0.25,12.77,1.17,1.88,2.71,0.69,0,0.88,2.75,10.33,11.83,0,0,0,0,17,3.5,2,1.5,2.5,0,13.45,0,0,0,44.24,43.9,42.59,47.36,43.33,3.34,0.21,2.92,0.26,45.33,43.91,53.17,43.55,2.91,0.22,2.82,0.23,46.86,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,smith,c,smith3700wc,85980-128490,W,c,Cole Smith,smith,4.4,35,3700,BUF@NSH,NSH,BUF,,,,,,W/UTIL,smith3700wc
smith4100dt,47.7,Ty Smith,4100,D,0,PIT,CAR-F.Andersen,8.08,10.2,6,0.28,2,2,1,9,0,-0.3,92,2,1,2.5,3.6,173,6,18,130,6.3,-0.4,52,17,27,51,10.4,83,16,33,6,0.13,0.2,0.33,17.67,1.12,1.48,1.9,0.78,0.08,1.05,2.53,15.41,14.92,11.82,0,0.05,1.53,0.18,0.25,0.7,0,0,0.13,0.15,0.5,0,1.81,0.17,0.33,0.5,19.84,1.51,3,3.33,0.9,0.06,0.5,3.5,16.83,12.17,0,0.33,5.4,0.67,16.83,3.5,3,0.5,3.33,0.83,19.84,5.4,0,0.33,39.63,47.94,37.8,45.88,51.51,3.3,0.22,3.37,0.19,42.55,33.77,45.09,51.92,4,0.23,4,0.21,54.14,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,smith,t,smith4100dt,85980-97213,D,t,Ty Smith,smith,10.43333308,6,4100,PIT@CAR,PIT,CAR,,,,,,D/UTIL,smith4100dt
smith6900wr,79.48,Reilly Smith,6900,W,0,VGK,EDM-S.Skinner,13.29,16.7,9.9,0.56,1.9,2,1,9,0,-2.2,12,0,2,3.5,3.1,-132,6.5,30,-156,11.5,0.6,46,22,24,86,14.3,75,25,25,12,0.38,0.25,0.63,17.27,2.19,2.58,3.5,0.74,0.15,0.43,3.02,13.18,12.6,10.11,0.1,0.02,1.95,0.57,0.74,0.77,0.07,0.02,0.22,0.22,0.27,0.03,2.53,0.5,0.25,0.75,18.52,2.43,3.33,4.64,0.72,0.15,0.42,3.75,12.2,13.2,0.17,0,2.45,1.55,11,2.6,2.2,0.4,3,0.6,17.08,1.74,0,0,46.31,49.81,44.54,47.46,47.69,2.65,0.23,3.44,0.24,49.36,41.08,44,47.92,2.3,0.39,3.55,0.26,47.57,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDM,smith,r,smith6900wr,85980-21689,W,r,Reilly Smith,smith,12.09999972,43,6900,EDM@VGK,VGK,EDM,,,,,,W/UTIL,smith6900wr
sorokin7900gi,80.15,Ilya Sorokin,7900,G,0,NYI,MTL-S.Montembeault,19.4,24.3,14.5,2.34,2.5,1,0,4,0,2.1,77,0,0,3.4,2.2,-240,5.5,87,-230,18.4,2,52,31,16,97,18.8,76,7,38,13,2.27,0,0,0,0,30.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.27,41.37,0,0,0,0,0,0,47.58,39.36,0,0,0,0,43.83,1/14/2023,0,28.1,0.48,0.41,57.66,0.11,25.8,2,0.33,0.2,45.11,2.83,29.17,2.78,0.16,3.08,0.16,2.07,25.36,3.18,0.17,3,0.21,26.67,MTL,sorokin,i,sorokin7900gi,85980-97232,G,i,Ilya Sorokin,sorokin,17.88235294,34,7900,MON@NYI,NYI,MON,,,,,,G,sorokin7900gi
soucy3700dc,68.8,Carson Soucy,3700,D,0,SEA,CHI-A.Stalock,5.9,7.5,4.3,-1.04,1.6,3,0,1,0,-2.4,28,0,2,3.8,2.4,-255,6,73,-275,5.4,-1.3,48,19,51,86,5.6,69,30,23,13,0.1,0.13,0.23,16.97,0.81,1.25,1.71,0.73,0.08,1.13,2.38,12.85,12.16,9.59,0,0,0.49,0.07,0.08,0.83,0,0.01,0.1,0.12,0.87,0,0.69,0.08,0.15,0.23,15.16,0.91,0.62,0.85,0.73,0.13,1.54,2.15,10.38,12.77,0,0,0.07,0,9.63,2.13,0.38,1.75,0.75,0.13,15.28,0.04,0,0,47,44.92,50.13,42.49,39.61,2.93,0.16,2.82,0.26,45.08,46.83,45.23,40.17,2.31,0.17,2.55,0.32,38.67,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,soucy,c,soucy3700dc,85980-79924,D,c,Carson Soucy,soucy,5.229268144,41,3700,SEA@CHI,SEA,CHI,,,,,,D/UTIL,soucy3700dc
sprong5700wd,74.52,Daniel Sprong,5700,W,0,SEA,CHI-A.Stalock,9.55,12.1,7,-0.84,1.7,4,2,3,0,-2.5,2,0,2,3.8,2.4,-255,6,73,-275,8.7,1.2,52,27,29,85,13.6,84,15,53,13,0.32,0.21,0.53,11.91,2.67,2.33,3.3,0.71,0.14,0.14,2.47,9.75,9.16,7.5,0.09,0.08,1.72,0.55,0.72,0.77,0,0,0.23,0.14,0.18,0,1.99,0.54,0.31,0.85,12.18,4.19,2.62,3.69,0.71,0.21,0.23,2.85,8.23,7.08,0.08,0.08,2.17,0.77,8.5,3,2.63,0.38,3.75,1.13,12.82,2.59,0.13,0.13,47,44.92,50.13,42.49,39.61,2.93,0.16,2.82,0.26,45.08,46.83,45.23,40.17,2.31,0.17,2.55,0.32,38.67,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,sprong,d,sprong5700wd,85980-66675,W,d,Daniel Sprong,sprong,11.26000017,35,5700,SEA@CHI,SEA,CHI,,,,,,W/UTIL,sprong5700wd
spurgeon5600dj,81,Jared Spurgeon,5600,D,0,MIN,ARI-K.Vejmelka,9.62,12.1,7.1,-1.4,1.7,2,2,4,0,-3.3,44,0,2,4.1,2.1,-370,6,92,-365,10.6,0.3,64,27,30,94,12.1,72,27,18,11,0.13,0.43,0.56,21.29,1.58,1.78,2.45,0.73,0.07,1.74,3.52,14.98,13.14,11.28,0.01,0.15,2.22,0.24,0.34,0.7,0,0.01,0.12,0.26,0.22,0,1.55,0.23,0.38,0.62,20.83,1.79,1.54,2.17,0.71,0.15,2.92,4.46,14.83,15.08,0.08,0.08,1.41,0.08,15.17,4.67,1.5,3.17,2.5,0.33,21.22,1.36,0,0,47.27,44.27,49.78,41.82,37.88,3.2,0.23,3.33,0.26,43.58,45.62,42.17,40.54,3.25,0.18,3.33,0.35,41.86,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,spurgeon,j,spurgeon5600dj,85980-12812,D,j,Jared Spurgeon,spurgeon,10.7195122,41,5600,ARI@MIN,MIN,ARI,,,,,,D/UTIL,spurgeon5600dj
staal3800ce,75.46,Eric Staal,3800,C,0,FLA,VAN-SMartin,5.14,6.6,3.7,-1.28,1.4,3,0,1,0,-0.4,66,0,2,3.9,2.7,-215,6.5,63,-230,7.2,1,65,25,18,43,10.9,84,15,38,13,0.17,0.19,0.36,13.87,1.56,1.61,1.92,0.84,0.1,0.69,2.31,10.77,11.49,8.11,0,0,0.32,0.08,0.17,0.5,0,0,0.17,0.19,0.39,0,1.65,0.38,0.23,0.62,14.74,2.52,2,2.38,0.84,0.19,0.77,2.77,12.75,13.67,0,0,0.53,0.15,10.86,1.86,1,0.86,1.29,0.29,12.57,0,0,0,46.82,50.74,47.09,40.8,43.67,3.38,0.23,2.85,0.28,46.69,45.73,46.15,40.36,3.17,0.32,2.9,0.45,39.6,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,staal,e,staal3800ce,85980-8234,C,e,Eric Staal,staal,7.048648319,37,3800,VAN@FLA,FLA,VAN,,,,,,C/UTIL,staal3800ce
staal3900cj,79.85,Jordan Staal,3900,C,0,CAR,PIT-CDesmith,7.18,9.1,5.2,0.56,1.8,3,0,1,0,0.4,77,1,2,3.6,2.5,-210,6,82,-156,8.5,0.9,54,29,43,102,9.5,50,50,35,14,0.26,0.24,0.5,16.4,1.83,1.65,2.25,0.73,0.16,0.41,2.06,13.43,9.32,10.12,0,0,0.16,0.01,0.02,0.5,0,0.01,0.26,0.23,0.22,0.04,1.53,0.29,0.36,0.64,16.6,2.31,1.43,1.62,0.88,0.2,0.57,2,11.38,8.46,0,0,0.19,0,10.71,1.57,1,0.57,1.29,0,16,0.13,0,0,48.74,51.51,45.88,37.8,47.94,3.15,0.19,2.84,0.19,51.92,45.09,33.77,42.55,3.92,0.23,3.36,0.14,42.17,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PIT,staal,j,staal3900cj,85980-8596,C,j,Jordan Staal,staal,7.714285714,42,3900,PIT@CAR,CAR,PIT,DTD,Undisclosed,,,,C/UTIL,staal3900cj
