,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID
graves4300dr,69.4,Ryan Graves,4300,D,0,NJD,LA-P.Copley,8.94,11.2,6.6,0.71,2.1,2,0,1,0,-5,44,2,1,3.3,3.4,-102,6.5,66,105,8.2,-0.6,59,18,33,87,10.7,61,15,23,13,0.07,0.27,0.34,19.55,1.04,1.45,1.99,0.73,0.05,1.73,3.18,16.6,15.61,12.21,0,0,0.05,0,0,0,0,0.01,0.07,0.26,0.27,0,1.27,0,0.4,0.4,17.83,1.35,1.9,2.5,0.76,0,2.8,4.7,16.8,16.9,0,0,0.07,0,18.17,5.17,2.17,3,2.67,0,20.1,0.07,0,0,45.64,49.12,43.04,43.95,48.5,2.99,0.19,3.07,0.27,50.46,42.58,45.77,44.83,3.42,0.22,3.55,0.26,46.67,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,graves,r,graves4300dr,85980-43122,D,r,Ryan Graves,graves,8.482050969,39,4300,NJ@LA,NJ,LA,,,,,,D/UTIL,graves4300dr
grzelcyk4600dm,68.7,Matt Grzelcyk,4600,D,0,BOS,TOR-M.Murray,5.5,7,4,-3.37,1.2,1,0,1,0,-1.7,7,0,2,3.4,2.8,-155,6,65,-154,5.9,-2.1,48,13,41,96,7.6,76,23,23,13,0.04,0.23,0.27,17.88,0.91,1.33,1.76,0.75,0.03,1.17,2.5,15.33,13.18,11.95,0,0.02,0.92,0.09,0.15,0.58,0,0,0.04,0.21,0.44,0,1.34,0,0.38,0.38,17.35,1.31,1.31,1.67,0.78,0,1.54,2.85,14.64,15,0,0,0.17,0.08,14.83,2.17,1.33,0.83,1.83,0.17,16.1,0.23,0,0,43.77,46.49,42.13,40.52,47.17,3.15,0.25,3.11,0.22,46.33,37.75,46.92,45,3.09,0.29,2.83,0.29,43.14,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,grzelcyk,m,grzelcyk4600dm,85980-68655,D,m,Matt Grzelcyk,grzelcyk,7.070270435,37,4600,TOR@BOS,BOS,TOR,,,,,,D/UTIL,grzelcyk4600dm
gudas4500dr,66.3,Radko Gudas,4500,D,0,FLA,VAN-S.Martin,6.41,8.1,4.7,-2.25,1.4,3,0,1,0,-2.6,4,0,2,3.9,2.7,-215,6.5,63,-230,6.2,-1.7,56,14,30,98,3.8,30,30,0,13,0.06,0.1,0.16,17.44,0.55,1.35,1.93,0.7,0.04,1.58,2.93,14.93,12.29,11.08,0,0,0.07,0,0.05,0,0.01,0,0.05,0.1,1.37,0,0.9,0,0,0,16.55,0,1,1.75,0.57,0,1.38,2.38,12,12.75,0,0,0.15,0,13,2.57,1.14,1.43,2,0,16.32,0.05,0,0,46.82,50.74,47.09,40.8,43.67,3.38,0.23,2.85,0.28,46.69,45.73,46.15,40.36,3.17,0.32,2.9,0.45,39.6,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,gudas,r,gudas4500dr,85980-12613,D,r,Radko Gudas,gudas,6.981817997,33,4500,VAN@FLA,FLA,VAN,,,,,,D/UTIL,gudas4500dr
gudbranson4100de,54.05,Erik Gudbranson,4100,D,0,CLB,DET-V.Husso,6.33,8,4.6,-1.47,1.5,2,0,1,0,-3.1,66,0,2,2.7,4,190,6.5,23,215,6.6,-1.3,59,16,38,101,6.9,69,30,15,13,0.07,0.14,0.21,19.29,0.65,1.61,2.19,0.74,0.05,1.42,3.03,15.42,15.12,11.15,0,0,0.08,0.01,0.02,0.5,0,0,0.07,0.14,0.7,0,1.15,0,0.08,0.08,21.31,0.23,1.62,1.92,0.84,0,2.31,3.92,15,18.5,0,0,0.08,0,14.29,2.86,1.57,1.29,1.86,0,22.14,0.07,0,0,44.13,43.26,46.31,50.38,40.11,2.67,0.19,2.95,0.27,43.08,43.33,51.62,38,2.33,0.21,3.58,0.3,40,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,gudbranson,e,gudbranson4100de,85980-12447,D,e,Erik Gudbranson,gudbranson,7.019999695,40,4100,CBJ@DET,CBJ,DET,,,,,,D/UTIL,gudbranson4100de
guenther4000wd,27.82,Dylan Guenther,4000,W,0,ARI,MIN-M.Fleury,7.07,9,5.1,0,1.8,2,2,2,0,-4.2,42,1,2,2.1,4.1,295,6,8,285,7.4,0.3,17,9,9,87,12.2,21,0,7,14,0.17,0.38,0.54,12.66,2.56,1.42,2.09,0.68,0.12,0.38,1.79,7.61,9.57,5.52,0.17,0.08,2.18,0.36,0.55,0.67,0,0,0,0.29,0.33,0,2.4,0.33,0.33,0.67,14.81,2.71,2.67,3.33,0.8,0.12,0.67,3.33,11.67,12,0.33,0,2.2,1,11.67,3.33,2.67,0.67,3.33,1,14.81,2.2,0.33,0,42.3,37.88,41.82,49.78,44.27,2.63,0.18,3.26,0.25,40.54,42.17,45.62,43.58,2.58,0.23,3.58,0.21,46.83,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,guenther,d,guenther4000wd,85980-161390,W,d,Dylan Guenther,guenther,7.991666794,24,4000,ARI@MIN,ARI,MIN,,,,,,W/UTIL,guenther4000wd
guentzel7500wj,63.97,Jake Guentzel,7500,W,0,PIT,CAR-F.Andersen,14.16,17.7,10.6,0.26,1.9,1,1,19,0,-4,50,2,1,2.5,3.6,173,6,18,130,16.8,1.1,67,30,24,94,12.6,58,41,25,12,0.52,0.54,1.07,20.6,3.12,3.4,4.66,0.73,0.15,0.37,3.77,17.6,15.21,13.17,0.1,0.17,3.79,0.93,1.28,0.73,0,0,0.42,0.38,0.67,0.12,2.81,0.33,0.33,0.67,21.25,1.89,2.92,4.36,0.67,0.11,0.75,3.67,18.45,15.64,0.08,0.08,4.67,1,18.67,4,3.33,0.67,4.33,1.83,22.1,6.12,0,0,39.63,47.94,37.8,45.88,51.51,3.3,0.22,3.37,0.19,42.55,33.77,45.09,51.92,4,0.23,4,0.21,54.14,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,guentzel,j,guentzel7500wj,85980-70571,W,j,Jake Guentzel,guentzel,14.48205097,39,7500,PIT@CAR,PIT,CAR,,,,,,W/UTIL,guentzel7500wj
gustafsson5500de,74.75,Erik Gustafsson,5500,D,0,WAS,PHI-C.Hart,11.92,14.9,8.9,1.11,2.2,2,1,5,0,-1.8,90,0,3,3.7,2.5,-222,6,72,-156,7.6,0.3,48,20,35,88,17,69,30,53,13,0.13,0.35,0.48,18.25,1.58,1.65,2.6,0.63,0.08,0.9,2.55,15.76,14.29,11.6,0,0.1,2,0.22,0.36,0.6,0,0,0.13,0.25,0.35,0,1.67,0.54,0.62,1.15,20.82,3.31,2.54,4.42,0.57,0.21,0.92,3.46,19.18,15.73,0,0.15,2.24,0.08,18.67,3,2.17,0.83,4,0.17,20.85,2.51,0,0.17,47.52,45.29,48.85,45.97,42.44,3.2,0.24,2.75,0.26,49.5,46.75,47.33,45,2.18,0.25,2.45,0.26,47.83,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,gustafsson,e,gustafsson5500de,85980-62492,D,e,Erik Gustafsson,gustafsson,9.725581679,43,5500,PHI@WSH,WSH,PHI,,,,,,D/UTIL,gustafsson5500de
haan3800dc,68.55,Calvin de Haan,3800,D,0,CAR,PIT-C.DeSmith,4.82,6.2,3.5,-2.33,1.3,3,0,1,0,-2.4,17,1,2,3.6,2.5,-210,6,82,-156,6.7,-0.8,58,14,22,87,6.3,57,28,28,14,0.06,0.12,0.17,16.12,0.63,1.33,2.03,0.66,0.04,2.03,3.36,13.81,13.04,10.12,0,0,0.05,0,0,0,0,0,0.06,0.12,0.59,0,0.81,0,0.42,0.42,13.73,1.83,0.92,1.55,0.59,0,0.92,1.83,13.45,7.73,0,0,0.01,0,14.2,2,0.8,1.2,2,0,13.9,0,0,0,48.74,51.51,45.88,37.8,47.94,3.15,0.19,2.84,0.19,51.92,45.09,33.77,42.55,3.92,0.23,3.36,0.14,42.17,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PIT,haan,c,haan3800dc,85980-9040,D,c,Calvin de Haan,haan,4.511110942,36,3800,PIT@CAR,CAR,PIT,,,,,,D/UTIL,haan3800dc
hagel6700wb,85.27,Brandon Hagel,6700,W,0,TB,STL-J.Binnington,11.65,14.7,8.6,-0.69,1.7,1,1,8,0,1.8,91,0,2,3.6,2.6,-191,6,73,-156,10.6,1.5,55,32,43,101,17.9,83,16,50,12,0.32,0.29,0.61,16.89,2.17,1.83,2.52,0.73,0.17,0.62,2.46,13.26,12.93,9.86,0.07,0.05,1.66,0.16,0.23,0.71,0.02,0.02,0.23,0.23,0.68,0.06,2.98,0.67,0.5,1.17,19.15,3.67,2.75,3.5,0.79,0.24,0.83,3.58,14.83,13.58,0.25,0.08,2.82,0.33,15.67,3.83,2.83,1,3.5,0.83,19.25,3.36,0.33,0.17,48.49,44.25,48.1,43.45,40.14,3.4,0.27,2.59,0.22,47.5,48.46,41.42,37.46,3.17,0.32,3,0.19,35.86,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STL,hagel,b,hagel6700wb,85980-73894,W,b,Brandon Hagel,hagel,13.24250031,40,6700,TB@STL,TB,STL,,,,,,W/UTIL,hagel6700wb
hague4400dn,70.4,Nicolas Hague,4400,D,0,VGK,EDM-S.Skinner,7.59,9.6,5.6,-0.85,1.7,1,0,1,0,-3.7,75,0,2,3.5,3.1,-132,6.5,30,-156,7,-0.5,54,13,17,86,8.7,83,16,33,12,0.05,0.11,0.16,18.47,0.52,1.66,2.47,0.67,0.03,1.81,3.47,15.58,15.88,11.29,0,0,0.15,0.05,0.07,0.75,0,0,0.05,0.11,0.29,0,1.53,0.08,0.17,0.25,21.42,0.7,1.75,2.64,0.66,0.05,2.25,4,19,18.2,0,0,0.04,0,20.8,5.2,2.4,2.8,3.4,0,23.4,0.06,0,0,46.31,49.81,44.54,47.46,47.69,2.65,0.23,3.44,0.24,49.36,41.08,44,47.92,2.3,0.39,3.55,0.26,47.57,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDM,hague,n,hague4400dn,85980-82005,D,n,Nicolas Hague,hague,7.085714431,42,4400,EDM@VGK,VGK,EDM,,,,,,D/UTIL,hague4400dn
hall6800wt,80.49,Taylor Hall,6800,W,0,BOS,TOR-M.Murray,12.14,15.3,9,-0.39,1.8,3,1,3,0,-2.7,51,0,2,3.4,2.8,-155,6,65,-154,12.2,1.3,61,32,37,96,9,53,46,15,13,0.29,0.45,0.75,16.32,2.76,2.69,3.42,0.79,0.11,0.42,3.12,13.01,11.09,10,0.08,0.07,2.72,0.52,0.63,0.81,0,0,0.21,0.38,0.53,0,1.88,0.15,0.38,0.54,15.63,2.07,1.92,3,0.64,0.08,0.62,2.54,11.82,12.55,0,0.08,1.95,0.33,11.67,2.17,1.5,0.67,2.33,0.5,15.3,1.82,0,0,43.77,46.49,42.13,40.52,47.17,3.15,0.25,3.11,0.22,46.33,37.75,46.92,45,3.09,0.29,2.83,0.29,43.14,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,hall,t,hall6800wt,85980-12410,W,t,Taylor Hall,hall,11.94390274,41,6800,TOR@BOS,BOS,TOR,,,,,,W/UTIL,hall6800wt
hamilton7100dd,75.7,Dougie Hamilton,7100,D,0,NJD,LA-P.Copley,14.57,18.2,10.9,0.32,2.1,1,1,12,0,-3.1,88,2,1,3.3,3.4,-102,6.5,66,105,12.8,-0.2,62,16,22,87,17.2,76,23,30,13,0.16,0.47,0.64,21.63,1.78,3.18,4.42,0.72,0.05,1.15,4.32,18.58,15.89,14.28,0.04,0.2,3.11,0.55,0.81,0.68,0,0,0.12,0.27,0.57,0,2.41,0.23,0.92,1.15,22.7,3.04,3.31,4.38,0.75,0.07,0.92,4.23,19.23,17.08,0.08,0.54,3.59,0.46,15.86,4.71,3.71,1,4.43,0.86,21.62,3.83,0.14,0.57,45.64,49.12,43.04,43.95,48.5,2.99,0.19,3.07,0.27,50.46,42.58,45.77,44.83,3.42,0.22,3.55,0.26,46.67,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,hamilton,d,hamilton7100dd,85980-15356,D,d,Dougie Hamilton,hamilton,15.29999942,42,7100,NJ@LA,NJ,LA,,,,,,D/UTIL,hamilton7100dd
hamonic3800dt,57.05,Travis Hamonic,3800,D,0,OTT,COL-A.Georgiev,7.66,9.7,5.7,0.51,2,2,0,1,0,-3,82,0,2,2.7,3.4,135,6,26,176,8,0.1,66,19,18,87,6.4,81,18,9,11,0.09,0.12,0.21,18.86,0.67,1.83,2.47,0.74,0.05,1.84,3.67,16.28,16.33,11.94,0,0,0.08,0,0.01,0,0,0.01,0.09,0.11,0.59,0,1.36,0,0.15,0.15,19.81,0.45,1.46,1.67,0.88,0,1.62,3.08,14.33,15.92,0,0,0.17,0,15.17,3.67,1.83,1.83,2.17,0,18.63,0.06,0,0,43.74,46.36,44.13,44.83,50.5,3.19,0.24,2.94,0.21,45.5,38.58,42.67,53.08,3.92,0.28,2.91,0.34,45.67,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,hamonic,t,hamonic3800dt,85980-9036,D,t,Travis Hamonic,hamonic,6.975609756,41,3800,OTT@COL,OTT,COL,,,,,,D/UTIL,hamonic3800dt
harris3900dj,32.7,Jordan Harris,3900,D,0,MTL,NYI-I.Sorokin,5.62,7.2,4.1,-1.75,1.4,2,0,1,0,-3.8,17,1,2,2.2,3.4,197,5.5,13,188,6.6,-1.5,45,14,45,42,4.5,46,53,0,13,0.04,0.21,0.25,18.26,0.82,1.06,1.45,0.73,0.04,1.42,2.48,14.47,14.84,10.18,0,0.02,0.15,0,0.02,0,0,0,0.04,0.19,0.5,0,0.95,0,0.14,0.14,19.55,0.43,0.79,1.29,0.61,0,1.21,2,15.15,15.38,0,0.07,0.04,0,17.83,2.33,0.83,1.5,1.33,0,20.65,0.04,0,0,45.11,41.37,48.27,46.3,42.77,3.08,0.16,2.78,0.16,39.36,47.58,47,41.75,3,0.21,3.18,0.17,38.67,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYI,harris,j,harris3900dj,85980-168025,D,j,Jordan Harris,harris,6.602631418,38,3900,MON@NYI,MON,NYI,,,,,,D/UTIL,harris3900dj
hart7500gc,39.9,Carter Hart,7500,G,0,PHI,WAS-D.Kuemper,12.16,15.4,8.9,-4.19,1.6,1,0,3,0,-5.6,40,0,0,2.5,3.7,182,6,28,130,13.3,-0.9,39,24,27,87,18.1,50,8,33,12,3.02,0,0,0,0,31.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.85,45.29,0,0,0,0,0,0,46.75,49.5,0,0,0,0,49.17,1/14/2023,0,28.2,0.34,0.47,57.17,0,27.4,3,0.5,0.67,47.52,3.24,31.18,2.75,0.26,3.2,0.24,3.77,32.69,2.45,0.26,2.18,0.25,31.5,WAS,hart,c,hart7500gc,85980-73938,G,c,Carter Hart,hart,14.77499962,32,7500,PHI@WSH,PHI,WSH,,,,,,G,hart7500gc
hartman5100cr,82.81,Ryan Hartman,5100,C,0,MIN,ARI-KVejmelka,9.91,12.5,7.3,0.82,1.9,3,2,3,0,-0.9,51,0,2,4.1,2.1,-370,6,92,-365,11.9,0.8,47,23,29,94,11.7,54,36,36,11,0.32,0.4,0.72,17.01,2.54,2.45,3.68,0.67,0.13,0.61,3.07,14.28,12.31,10.78,0,0.09,1.86,0.47,0.72,0.65,0,0.01,0.32,0.29,1.23,0.05,2.35,0.36,0.27,0.64,13.83,2.78,2.36,3.2,0.74,0.15,0.55,2.91,12.7,10.3,0,0.09,1.13,0.7,12.17,3,2.67,0.33,3.5,0.33,13.54,1.09,0,0,47.27,44.27,49.78,41.82,37.88,3.2,0.23,3.33,0.26,43.58,45.62,42.17,40.54,3.25,0.18,3.33,0.35,41.86,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,hartman,r,hartman5100cr,85980-43176,C,r,Ryan Hartman,hartman,9.9095241,21,5100,ARI@MIN,MIN,ARI,,,,,,C/UTIL,hartman5100cr
hathaway3800wg,66.98,Garnet Hathaway,3800,W,0,WAS,PHI-C.Hart,6.09,7.8,4.4,-0.59,1.6,4,0,1,0,-2.1,58,0,3,3.7,2.5,-222,6,72,-156,6.8,-0.4,63,24,35,94,9,61,38,53,13,0.15,0.15,0.3,12.71,1.42,1.27,1.73,0.73,0.12,1.11,2.37,10.22,10.19,7.71,0,0,0.07,0,0.01,0,0,0,0.15,0.15,1.07,0,1.23,0.31,0.23,0.54,12.02,2.69,1.23,1.58,0.78,0.25,0.92,2.15,10.82,9.36,0,0,0,0,10.83,2.5,1.5,1,2,0,11.03,0,0,0,47.52,45.29,48.85,45.97,42.44,3.2,0.24,2.75,0.26,49.5,46.75,47.33,45,2.18,0.25,2.45,0.26,47.83,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,hathaway,g,hathaway3800wg,85980-59127,W,g,Garnet Hathaway,hathaway,6.436363914,44,3800,PHI@WSH,WSH,PHI,,,,,,W/UTIL,hathaway3800wg
haula4300ce,75.5,Erik Haula,4300,C,0,NJD,LA-PCopley,9.18,11.6,6.7,1.74,2.1,2,2,5,0,-6.8,59,2,1,3.3,3.4,-102,6.5,66,105,9.3,1.6,67,28,29,97,8.3,61,38,30,13,0.19,0.38,0.57,15.94,2.14,1.83,2.57,0.71,0.1,0.63,2.46,14.11,11.01,10.85,0.03,0.03,1.16,0.17,0.22,0.8,0,0,0.16,0.35,0.73,0,1.92,0.08,0.46,0.54,17.65,1.84,1.31,2.31,0.57,0.06,1,2.31,15.92,12.92,0,0,0.9,0,14.29,2.29,1.29,1,2.29,0,18.47,1.17,0,0,45.64,49.12,43.04,43.95,48.5,2.99,0.19,3.07,0.27,50.46,42.58,45.77,44.83,3.42,0.22,3.55,0.26,46.67,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,haula,e,haula4300ce,85980-39269,C,e,Erik Haula,haula,8.073809669,42,4300,NJ@LA,NJ,LA,,,,,,C/UTIL,haula4300ce
hayes6900ck,60.32,Kevin Hayes,6900,C,0,PHI,WAS-DKuemper,9.99,12.6,7.4,-2.79,1.4,3,2,3,0,-2.2,59,0,3,2.5,3.7,182,6,28,130,12.1,1.4,58,28,24,87,9.2,41,50,16,12,0.24,0.58,0.82,18.58,2.65,2.87,3.83,0.75,0.08,0.27,3.14,13.22,14.33,10.1,0.06,0.14,3.13,0.5,0.71,0.7,0,0,0.18,0.44,0.41,0.01,2.13,0.09,0.55,0.64,15.41,2.49,2.27,3.36,0.68,0.04,0,2.27,12.73,11.64,0.09,0.09,2.89,0.36,14.17,3,3,0,4.33,1,15.75,3.16,0.17,0,46.49,42.44,45.97,48.85,45.29,3,0.13,2.88,0.19,45,47.33,46.75,49.5,3.36,0.19,2.73,0.23,49.17,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAS,hayes,k,hayes6900ck,85980-58990,C,k,Kevin Hayes,hayes,13.14146312,41,6900,PHI@WSH,PHI,WSH,,,,,,C/UTIL,hayes6900ck
hayton4200cb,41.68,Barrett Hayton,4200,C,0,ARI,MIN-MFleury,7.78,9.9,5.7,0.54,1.9,1,1,3,0,-7.6,86,1,2,2.1,4.1,295,6,8,285,7.5,0.6,52,24,32,87,13,92,7,57,14,0.17,0.25,0.43,15.62,1.65,1.72,2.22,0.77,0.1,0.45,2.17,9.97,11.43,7.03,0.01,0.04,1.3,0.21,0.25,0.83,0,0,0.16,0.21,0.35,0.03,2.66,0.36,0.43,0.79,16.95,2.8,2.57,3.38,0.76,0.14,0.71,3.29,11.42,12,0,0.07,1.25,0.15,13,3.43,2.71,0.71,3.57,0.29,17.71,1.58,0,0,42.3,37.88,41.82,49.78,44.27,2.63,0.18,3.26,0.25,40.54,42.17,45.62,43.58,2.58,0.23,3.58,0.21,46.83,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,hayton,b,hayton4200cb,85980-97108,C,b,Barrett Hayton,hayton,6.7951221,41,4200,ARI@MIN,ARI,MIN,,,,,,C/UTIL,hayton4200cb
hedman6200dv,81.5,Victor Hedman,6200,D,0,TB,STL-J.Binnington,13.64,17.1,10.2,1.33,2.2,1,1,11,0,-3.5,97,0,2,3.6,2.6,-191,6,73,-156,15.2,1.5,74,35,21,98,15.7,75,16,41,12,0.17,0.73,0.89,24.72,2.16,2.62,3.95,0.66,0.06,1.79,4.41,17.84,17.13,13.5,0.06,0.37,3.4,0.66,1,0.66,0,0.01,0.11,0.35,0.41,0,1.85,0,1.18,1.18,24.8,2.86,2.09,3.45,0.61,0,1.55,3.64,21.27,18.09,0,0.45,2.94,0.27,21.6,3.4,2,1.4,3,0.2,24.86,3.58,0,0.8,48.49,44.25,48.1,43.45,40.14,3.4,0.27,2.59,0.22,47.5,48.46,41.42,37.46,3.17,0.32,3,0.19,35.86,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STL,hedman,v,hedman6200dv,85980-8669,D,v,Victor Hedman,hedman,11.91052648,38,6200,TB@STL,TB,STL,,,,,,D/UTIL,hedman6200dv
heinen3900wd,37.26,Danton Heinen,3900,W,0,PIT,CAR-F.Andersen,4.07,5.2,2.9,-2.81,1,4,0,1,0,-4.5,34,2,1,2.5,3.6,173,6,18,130,6.8,-0.7,43,21,48,94,3.2,33,66,0,12,0.18,0.19,0.36,12.27,1.76,1.74,2.31,0.75,0.1,0.34,2.08,10.66,9.74,8.04,0.04,0.02,1.04,0.18,0.24,0.75,0,0,0.14,0.16,0.21,0,1.1,0,0.08,0.08,8.72,0.55,1.33,1.91,0.7,0,0.25,1.58,7.45,6.82,0,0,0.22,0.09,7.83,1.33,1.33,0,2,0,7.7,0,0,0,39.63,47.94,37.8,45.88,51.51,3.3,0.22,3.37,0.19,42.55,33.77,45.09,51.92,4,0.23,4,0.21,54.14,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,heinen,d,heinen3900wd,85980-70128,W,d,Danton Heinen,heinen,5.561111026,36,3900,PIT@CAR,PIT,CAR,,,,,,W/UTIL,heinen3900wd
hinostroza3300wv,52.07,Vinnie Hinostroza,3300,W,0,BUF,NAS-J.Saros,5.78,7.4,4.2,0.07,1.8,2,0,1,0,-1.8,77,0,2,3.2,3.5,110,6.5,59,130,5.4,-0.8,24,10,32,86,3.2,18,9,0,11,0.11,0.24,0.35,13.04,1.61,1.33,1.91,0.69,0.08,0.24,1.57,10.6,10.78,7.91,0,0,0.11,0,0.02,0,0,0.02,0.11,0.22,0.48,0,2.05,0,0,0,11.81,0,1.33,2.33,0.57,0,0.67,2,9.33,17.67,0,0,0,0,10,3,2,1,3.5,0,12.71,0,0,0,48.42,43.33,47.36,42.59,43.9,3.2,0.25,3.49,0.24,43.55,53.17,43.91,45.33,3.18,0.23,3.55,0.21,44,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAS,hinostroza,v,hinostroza3300wv,85980-62032,W,v,Vinnie Hinostroza,hinostroza,5.379999924,20,3300,BUF@NSH,BUF,NSH,,,,,,W/UTIL,hinostroza3300wv
