,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_upside,fantasymonth_duds,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID,dkSalary
rasmussen4500cm,58.42,Michael Rasmussen,4500,C,0,DET,WAS-D.Kuemper,7.17,9.1,5.2,-0.68,1.6,2,0,0,0,-4.9,27,0,3,2.8,3.4,132,6,52,132,8.4,1,56,29,40,86,10.1,60,30,40,10,0.21,0.24,0.45,14.89,1.81,1.61,2.12,0.76,0.13,0.81,2.42,9.81,12.23,7.21,0,0.02,0.82,0.11,0.17,0.64,0,0,0.21,0.21,0.87,0.05,1.76,0.18,0.45,0.64,15.93,2.41,1.55,2.27,0.68,0.12,0.82,2.36,9.45,15.73,0,0,0.08,0,6.43,2,1.29,0.71,1.86,0,15.89,0.13,0,0,43.53,39.86,46.23,47.62,46.07,3.22,0.2,2.69,0.18,36.73,51.3,50.55,45.8,3.27,0.25,2,0.2,44.8,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAS,rasmussen,m,rasmussen4500cm,87209-82051,C,m,Michael Rasmussen,rasmussen,8.343636253,55,4500,DET@WSH,DET,WSH,,,,,,C/UTIL,rasmussen4500cm,3000
reaves3100wr,37.73,Ryan Reaves,3100,W,0,MIN,LA-P.Copley,2.45,3.2,1.7,-2.87,0.8,4,0,0,0,-5.2,86,0,2,3.2,2.9,-125,6,52,-130,2.5,-2.8,25,7,57,105,2.1,36,0,54,11,0.03,0.09,0.12,9.54,0.76,0.57,0.74,0.77,0.06,0.32,0.88,6.52,8.41,4.75,0,0,0.04,0,0,0,0,0,0.03,0.09,0.58,0,0.69,0,0,0,7.81,0,0.73,0.91,0.8,0,0.55,1.27,6.36,8.45,0,0,0,0,6.71,1.43,0.71,0.71,0.86,0,7.92,0,0,0,47.01,44.61,44.44,42.15,47.96,3.24,0.23,3.11,0.26,50.08,45.9,45.17,44.8,3.25,0.28,3,0.2,48,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,reaves,r,reaves3100wr,87209-8887,W,r,Ryan Reaves,reaves,2.285714286,49,3100,LA@MIN,MIN,LA,,,,,,W/UTIL,reaves3100wr,2500
rielly5900dm,82.5,Morgan Rielly,5900,D,0,TOR,BUF-U.Luukkonen,11.91,14.9,8.9,0.24,2,1,1,10,0,-1.8,73,0,2,4,3.1,-175,7,51,-164,12.1,-0.3,58,20,26,98,12.5,70,30,30,10,0.11,0.61,0.71,22.72,1.87,2.36,3.16,0.75,0.05,1.29,3.64,18.01,16.13,13.48,0.02,0.23,3.12,0.31,0.47,0.66,0,0.01,0.08,0.37,0.5,0,1.98,0.18,0.45,0.64,22.76,1.69,2.45,3.36,0.73,0.07,1.27,3.73,19.64,15.55,0.09,0.18,2.81,0.55,19.4,4.8,3,1.8,4,1,21.98,2.78,0.2,0.2,48.12,47.33,42.07,42.7,44.77,3.12,0.24,2.73,0.26,53.09,44.1,44.82,45,2.45,0.3,2.2,0.32,45.25,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,rielly,m,rielly5900dm,87209-37881,D,m,Morgan Rielly,rielly,11.02619062,42,5900,TOR@BUF,TOR,BUF,,,,,,D/UTIL,rielly5900dm,5100
riemsdyk4200dt,70.45,Trevor van Riemsdyk,4200,D,0,WAS,DET-V.Husso,6.66,8.4,4.9,-1.35,1.6,1,0,1,0,-1.5,90,0,3,3.4,2.8,-157,6,48,-160,7,-0.2,69,24,26,95,11.9,88,33,11,9,0.08,0.17,0.25,17.73,0.85,0.96,1.33,0.72,0.08,2.07,3.02,13.55,13.73,9.93,0,0.01,0.15,0.01,0.05,0.25,0,0,0.08,0.16,0.27,0,1.06,0.2,0.3,0.5,19.97,1.5,1.3,1.9,0.68,0.15,3.1,4.4,17.7,16.7,0,0,0.13,0,17.2,4,1,3,1.6,0.4,20.51,0.25,0,0,48.28,46.07,47.62,46.23,39.86,3.19,0.23,2.86,0.24,45.8,50.55,51.3,36.73,3,0.17,2.64,0.1,32.29,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,riemsdyk,t,riemsdyk4200dt,87209-54126,D,t,Trevor van Riemsdyk,riemsdyk,7.677585996,58,4200,DET@WSH,WSH,DET,,,,,,D/UTIL,riemsdyk4200dt,3900
riemsdyk5600wj,55.54,J. van Riemsdyk,5600,W,0,PHI,EDM-S.Skinner,9.86,12.5,7.3,-0.33,1.8,1,2,3,0,-2.3,50,2,1,2.6,4.7,262,7,24,245,10.2,0.3,46,23,31,89,7.9,54,18,45,11,0.31,0.27,0.58,15.84,2.2,2.24,2.87,0.78,0.14,0.38,2.62,11.57,12.26,8.68,0.07,0.03,2.57,0.46,0.67,0.68,0,0,0.24,0.24,0.38,0,2.64,0.17,0.17,0.33,16.41,1.21,2.08,2.75,0.76,0.08,0.42,2.5,12.25,11.83,0,0,1.79,0.17,14.57,2.57,2.29,0.29,2.86,0.29,17.63,1.44,0,0,43.23,43.18,44.84,50.01,47.36,2.91,0.13,3.44,0.23,44.17,40.5,51.42,49.6,2.08,0.16,3.2,0.25,47.57,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDM,riemsdyk,j,riemsdyk5600wj,87209-8797,W,j,James van Riemsdyk,riemsdyk,9.757894416,38,5600,PHI@EDM,PHI,EDM,,,,,,W/UTIL,riemsdyk5600wj,4400
ristolainen4100dr,51.45,Rasmus Ristolainen,4100,D,0,PHI,EDM-S.Skinner,7.78,9.8,5.7,-0.02,1.9,2,2,1,0,-1.5,78,2,1,2.6,4.7,262,7,24,245,7.3,-0.1,67,14,15,89,10.2,72,45,27,11,0.03,0.2,0.23,19.52,0.71,1.16,1.51,0.77,0.02,2.19,3.35,13.91,17.39,10.61,0,0.04,0.44,0.13,0.2,0.67,0.01,0.03,0.01,0.13,0.64,0,1.31,0.08,0.5,0.58,18.92,1.84,1,1.25,0.8,0.08,1.58,2.58,11.42,16.17,0,0.17,0.49,0.08,12.29,3,1.14,1.86,1.29,0.43,19.55,0.82,0,0.29,43.23,43.18,44.84,50.01,47.36,2.91,0.13,3.44,0.23,44.17,40.5,51.42,49.6,2.08,0.16,3.2,0.25,47.57,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDM,ristolainen,r,ristolainen4100dr,87209-42993,D,r,Rasmus Ristolainen,ristolainen,7.2274511,51,4100,PHI@EDM,PHI,EDM,,,,,,D/UTIL,ristolainen4100dr,3400
rosen4100dc,26.85,Calle Rosen,4100,D,0,STL,CAR-F.Andersen,4.19,5.4,3,-3.61,1,4,0,0,0,-4.6,45,0,2,2.1,4.1,287,6,16,215,6.5,-0.4,34,14,19,96,7.5,25,12,50,8,0.16,0.19,0.34,15.04,1.36,1.21,1.66,0.73,0.13,1,2.21,12.11,13.54,9.24,0,0,0.27,0.02,0.02,1,0,0,0.16,0.19,0.21,0,1.33,0.25,0,0.25,18.01,0.83,1.75,2.86,0.61,0.14,0.63,2.38,14.25,15.25,0,0,0.42,0.13,16,2.4,2,0.4,3.4,0.2,19.43,0.64,0,0,40.35,40.76,36.82,47.61,51.96,2.94,0.26,3.3,0.19,42.8,37.2,42.9,51.8,3.2,0.16,2.7,0.11,56,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,rosen,c,rosen4100dc,87209-80398,D,c,Calle Rosen,rosen,7.1,40,4100,STL@CAR,STL,CAR,,,,,,D/UTIL,rosen4100dc,3000
roy4100cn,78.94,Nicolas Roy,4100,C,0,VGK,CHI-P.Mrazek,9.13,11.6,6.7,2.1,2.2,4,1,4,0,1.2,65,0,3,4.2,2.5,-295,6.5,72,-280,8,0.2,50,27,45,87,7.6,55,33,44,9,0.21,0.26,0.48,15.95,1.81,1.46,2.24,0.65,0.15,0.55,2.01,12.46,12.09,8.91,0.04,0.02,1.65,0.35,0.46,0.76,0,0.02,0.18,0.21,0.38,0.01,1.91,0.3,0.3,0.6,17.3,2.08,1.8,2.3,0.78,0.17,0.6,2.4,11.5,11.8,0,0,2.39,0.6,12,3.2,2.4,0.8,2.8,1,17.71,2.75,0,0,49.85,50.15,50.17,47.76,39.2,2.61,0.21,2.81,0.24,49.5,50.42,48.2,40.08,2.6,0.04,2.75,0.18,44,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,roy,n,roy4100cn,87209-66678,C,n,Nicolas Roy,roy,7.818867809,53,4100,VGK@CHI,VGK,CHI,,,,,,C/UTIL,roy4100cn,3100
roy4800dm,61.25,Matt Roy,4800,D,0,LA,MIN-F.Gustavsson,7.34,9.3,5.4,-1.96,1.5,2,0,0,0,-3,68,0,3,2.9,3.2,105,6,48,110,9,-0.4,58,16,28,95,10.9,55,33,44,9,0.12,0.2,0.33,19.23,1.03,1.8,2.43,0.74,0.07,1.92,3.71,16.9,15.55,12.59,0,0,0.1,0,0,0,0.01,0.01,0.11,0.19,0.29,0.01,1.6,0.3,0.1,0.4,19.03,1.26,1.7,2.3,0.74,0.18,1.7,3.4,16.2,12.9,0,0,0.02,0,18,4.75,3.25,1.5,3.5,0,18.24,0.01,0,0,46.04,47.96,42.15,44.44,44.61,3.24,0.23,3.28,0.23,44.8,45.17,45.9,50.08,3.1,0.35,2.92,0.09,51.5,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,roy,m,roy4800dm,87209-79865,D,m,Matt Roy,roy,9.136841891,57,4800,LA@MIN,LA,MIN,,,,,,D/UTIL,roy4800dm,3900
samsonov7800gi,57.15,Ilya Samsonov,7800,G,0,TOR,BUF-ULuukkonen,17,21.4,12.6,0.12,2.2,1,0,3,0,-0.3,66,0,0,4,3.1,-175,7,50,-164,17,0.3,31,20,12,93,24.1,50,50,20,10,2.56,0,0,0,0,26.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.7,44.77,0,0,0,0,0,0,44.82,45,0,0,0,0,45.25,2/21/2023,0,24,0.54,0.31,55.83,0.06,26.8,2.78,0.56,0.67,45.22,3.45,31.82,3.12,0.22,3.19,0.25,3.5,31.9,2.91,0.06,2.8,0.18,31.75,BUF,samsonov,i,samsonov7800gi,87209-83235,G,i,Ilya Samsonov,samsonov,18.48000081,30,7800,TOR@BUF,TOR,BUF,,,,,,G,samsonov7800gi,7900
samuelsson3700dm,61.2,Mattias Samuelsson,3700,D,0,BUF,TOR-I.Samsonov,6.1,7.8,4.4,-0.84,1.6,2,0,0,0,-2.8,82,0,3,3.1,4,145,7,49,136,6.3,-0.7,61,20,17,85,5.3,33,22,44,9,0.01,0.21,0.22,21.29,0.62,1.19,1.63,0.73,0.01,1.5,2.69,15.62,15.94,12.09,0,0,0.06,0,0,0,0,0.01,0.01,0.19,0.35,0,0.9,0,0.25,0.25,19.71,0.76,1,1.25,0.8,0,0.88,1.88,14.5,16.5,0,0,0,0,15.5,2,1,1,1.25,0,20.02,0,0,0,45.22,44.77,42.7,42.07,47.33,3.19,0.25,3.12,0.22,45,44.82,44.1,53.09,2.8,0.18,2.91,0.06,53.8,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,samuelsson,m,samuelsson3700dm,87209-128509,D,m,Mattias Samuelsson,samuelsson,6.020512899,39,3700,TOR@BUF,BUF,TOR,,,,,,D/UTIL,samuelsson3700dm,3100
sanheim4800dt,53.6,Travis Sanheim,4800,D,0,PHI,EDM-S.Skinner,7.43,9.4,5.5,-1.87,1.5,1,0,1,0,-2.7,11,2,1,2.6,4.7,262,7,24,245,8.3,0,67,28,31,89,5,36,9,54,11,0.08,0.26,0.33,21.73,0.91,1.46,2.05,0.71,0.05,1.9,3.36,16.19,18.9,12.15,0,0.01,0.82,0.07,0.12,0.55,0.01,0,0.07,0.24,0.58,0,1.21,0,0.09,0.09,19.28,0.28,0.91,1.27,0.71,0,1.64,2.55,16.45,17.64,0,0,0.1,0,16.67,2.67,1.17,1.5,1.5,0,19.98,0.12,0,0,43.23,43.18,44.84,50.01,47.36,2.91,0.13,3.44,0.23,44.17,40.5,51.42,49.6,2.08,0.16,3.2,0.25,47.57,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDM,sanheim,t,sanheim4800dt,87209-59271,D,t,Travis Sanheim,sanheim,7.48245614,57,4800,PHI@EDM,PHI,EDM,,,,,,D/UTIL,sanheim4800dt,3400
saros8000gj,62.95,Juuse Saros,8000,G,0,NAS,VAN-CDelia,18.08,22.7,13.5,0.84,2.3,1,0,2,0,-1.6,48,0,0,3.7,3,-160,6.5,68,-165,18.3,1,55,35,20,88,16.1,50,37,25,8,2.79,0,0,0,0,32.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.57,43.44,0,0,0,0,0,0,43.89,44.64,0,0,0,0,44.86,2/21/2023,0,29.5,0.52,0.39,58.35,0.05,28.9,3.14,0.57,0.25,44.91,3.44,31,3.33,0.23,3.17,0.27,3.55,30.27,2.56,0.22,3,0.21,28.86,VAN,saros,j,saros8000gj,87209-66411,G,j,Juuse Saros,saros,19.25853599,41,8000,VAN@NSH,NSH,VAN,,,,,,G,saros8000gj,7800
savard5200dd,42.45,David Savard,5200,D,0,MTL,NJD-V.Vanecek,8.26,10.4,6.1,-1.9,1.6,1,0,0,0,-2.5,29,0,3,2.3,4.4,287,6.5,19,275,8.9,-0.4,50,13,22,86,9,77,11,22,9,0.06,0.29,0.35,21.92,0.96,1.05,1.34,0.78,0.06,2.62,3.67,14.39,19.02,10.7,0,0,0.09,0,0.05,0,0,0.02,0.06,0.27,0.76,0,1.18,0.1,0.3,0.4,22.08,1.09,0.8,0.8,1,0.13,3.2,4,13.7,22.9,0,0,0.17,0,12.6,4.4,1.2,3.2,1.2,0,23.29,0.11,0,0,45.84,41.35,45.18,47.13,49.13,3.11,0.17,2.94,0.21,40.1,53,50.6,50.09,2.9,0.24,2.91,0.19,50.71,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NJD,savard,d,savard5200dd,87209-12299,D,d,David Savard,savard,9.237209586,43,5200,MON@NJ,MON,NJ,,,,,,D/UTIL,savard5200dd,4000
schenn6300cb,51.4,Brayden Schenn,6300,C,0,STL,CAR-F.Andersen,10.71,13.5,7.9,-0.84,1.7,2,1,8,0,-2.1,34,0,2,2.1,4.1,287,6,16,215,12,1.7,66,31,28,96,15.1,75,62,25,8,0.27,0.58,0.85,18.29,2.79,1.75,2.67,0.66,0.15,0.46,2.22,11.99,14.6,8.88,0.07,0.19,2.52,0.43,0.61,0.71,0,0,0.2,0.39,0.56,0.02,1.83,0.5,0.4,0.9,19.48,2.77,1.8,2.89,0.62,0.28,0.7,2.5,13,13.1,0.3,0.1,3.47,0.7,11.6,2.6,1.4,1.2,2.6,1.2,18.85,3.97,0.4,0,40.35,40.76,36.82,47.61,51.96,2.94,0.26,3.3,0.19,42.8,37.2,42.9,51.8,3.2,0.16,2.7,0.11,56,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,schenn,b,schenn6300cb,87209-9266,C,b,Brayden Schenn,schenn,10.93571472,56,6300,STL@CAR,STL,CAR,,,,,,C/UTIL,schenn6300cb,4900
schueneman3500dc,32.8,Corey Schueneman,3500,D,0,MTL,NJD-V.Vanecek,5.33,6.8,3.8,-1.18,1.5,3,0,0,0,-2.5,68,0,3,2.3,4.4,287,6.5,19,275,6.5,-0.6,32,10,16,37,0,0,0,0,0,0.11,0.11,0.21,16.47,0.76,1.32,2,0.66,0.08,1.79,3.11,12.68,16.26,9.42,0,0.05,0.57,0.16,0.21,0.75,0,0,0.11,0.05,0.11,0,0.86,0,0,0,14.33,0,1,1,1,0,0,1,9,15,0,0,0,0,9,1,1,0,1,0,14.33,0,0,0,45.84,41.35,45.18,47.13,49.13,3.11,0.17,2.94,0.21,40.1,53,50.6,50.09,2.9,0.24,2.91,0.19,50.71,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NJD,schueneman,c,schueneman3500dc,87209-117056,D,c,Corey Schueneman,schueneman,0.800000012,2,3500,MON@NJ,MON,NJ,,,,,,D/UTIL,schueneman3500dc,2600
seeler3700dn,43.95,Nick Seeler,3700,D,0,PHI,EDM-S.Skinner,5.38,6.9,3.9,-1.56,1.5,3,0,0,0,-3.9,73,2,1,2.6,4.7,262,7,24,245,5.6,-1,58,13,16,89,6.1,81,27,18,11,0.04,0.1,0.15,14.04,0.64,1.03,1.33,0.78,0.04,1.87,2.9,11.36,13.07,8.63,0,0,0.02,0,0,0,0,0.01,0.04,0.09,0.66,0,0.74,0,0.08,0.08,14.88,0.32,0.75,0.92,0.82,0,2.67,3.42,11.67,13.75,0,0,0,0,13.43,3.43,0.57,2.86,0.71,0,15.34,0,0,0,43.23,43.18,44.84,50.01,47.36,2.91,0.13,3.44,0.23,44.17,40.5,51.42,49.6,2.08,0.16,3.2,0.25,47.57,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDM,seeler,n,seeler3700dn,87209-68630,D,n,Nick Seeler,seeler,6.392727384,55,3700,PHI@EDM,PHI,EDM,,,,,,D/UTIL,seeler3700dn,2900
seider6500dm,65.5,Moritz Seider,6500,D,0,DET,WAS-D.Kuemper,11.44,14.3,8.5,-1.52,1.8,1,1,3,0,-2,85,0,3,2.8,3.4,132,6,52,132,11.3,-0.5,69,23,30,86,14.1,80,40,20,10,0.07,0.45,0.52,23.13,1.35,1.94,2.76,0.7,0.04,2.28,4.22,14.42,17.22,10.9,0.01,0.17,2.96,0.55,0.75,0.74,0,0.01,0.06,0.27,0.37,0,1.46,0.09,0.82,0.91,23.26,2.35,1.36,2.09,0.65,0.07,2.55,3.91,13.18,16.55,0,0.18,3.35,0.55,12.14,3.29,1.14,2.14,1.57,0.71,23.03,3.74,0,0.14,43.53,39.86,46.23,47.62,46.07,3.22,0.2,2.69,0.18,36.73,51.3,50.55,45.8,3.27,0.25,2,0.2,44.8,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAS,seider,m,seider6500dm,87209-113276,D,m,Moritz Seider,seider,11.18181818,55,6500,DET@WSH,DET,WSH,,,,,,D/UTIL,seider6500dm,6000
seney3000wb,33.18,Brett Seney,3000,W,0,CHI,VGK-A.Hill,4.86,6.2,3.5,-0.26,1.6,4,2,4,0,0,93,1,2,2.5,4.2,232,6.5,28,235,0.8,-0.2,0,0,3,58,0,0,0,0,11,0,0,0,15.28,0,0,0.5,0,0,0.5,0.5,12,12,9,0,0,0.79,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.87,39.2,47.76,50.17,50.15,2.88,0.18,2.33,0.24,40.08,48.2,50.42,49.5,2.58,0.03,1.9,0.16,49,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGK,seney,b,seney3000wb,87209-82808,W,b,Brett Seney,seney,0.800000012,2,3000,VGK@CHI,CHI,VGK,,,,,,W/UTIL,seney3000wb,2500
sergachev6800dm,83.55,Mikhail Sergachev,6800,D,0,TB,ANA-L.Dostal,12.35,15.5,9.2,-1.25,1.8,2,2,12,0,-0.7,7,0,3,4.8,2,-580,6.5,78,-490,10.8,-0.7,75,20,21,103,12.7,60,30,40,10,0.13,0.43,0.56,23.01,1.46,1.76,2.65,0.66,0.07,1.92,3.68,17.18,16.32,12.82,0.03,0.16,1.88,0.27,0.35,0.78,0,0.01,0.1,0.27,0.86,0,1.98,0.09,0.55,0.64,23.68,1.62,1.91,2.82,0.68,0.05,2.27,4.18,19.73,19.82,0,0,1.86,0.45,20.71,4.43,1.71,2.71,2.86,0.43,23.47,1.74,0,0,54.15,44.83,52.27,43.91,42.61,3.42,0.27,3.19,0.26,49.27,59.82,47.82,43.09,3.64,0.15,3.27,0.22,37.43,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANA,sergachev,m,sergachev6800dm,87209-70907,D,m,Mikhail Sergachev,sergachev,12.84339646,53,6800,ANH@TB,TB,ANH,,,,,,D/UTIL,sergachev6800dm,5300
severson4100dd,74.8,Damon Severson,4100,D,0,NJD,MTL-S.Montembeault,8.14,10.3,6,0.34,2,2,2,4,0,-3.4,78,0,2,4.4,2.3,-370,6.5,81,-350,8.2,-0.7,64,23,34,88,8.4,81,36,18,11,0.1,0.32,0.43,21.58,1.2,1.44,2.06,0.7,0.07,1.29,2.72,17.52,15.68,12.73,0.03,0.06,1.95,0.31,0.41,0.77,0,0,0.07,0.26,0.48,0,1.27,0,0.36,0.36,20.98,1.03,1.55,2.09,0.74,0,1.91,3.45,18.82,19.18,0,0,1.09,0,17.14,3,1.43,1.57,2,0,18.55,1.25,0,0,49.64,49.13,47.13,45.18,41.35,2.94,0.18,3.46,0.25,50.09,50.6,53,40.1,2.36,0.23,3.1,0.26,41.4,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,severson,d,severson4100dd,87209-43152,D,d,Damon Severson,severson,7.232727051,55,4100,MON@NJ,NJ,MON,,,,,,D/UTIL,severson4100dd,3400
sharangovich4500wy,80.76,Y. Sharangovich,4500,W,0,NJD,MTL-S.Montembeault,8.33,10.6,6.1,0.28,1.9,1,0,0,0,-0.4,66,0,2,4.4,2.3,-370,6.5,81,-350,9.6,0.7,53,30,46,88,8.2,54,27,45,11,0.3,0.25,0.55,15.68,2.1,1.97,2.78,0.71,0.15,0.49,2.45,12.26,11.47,9.05,0.01,0,0.61,0.08,0.16,0.5,0.05,0.02,0.24,0.23,0.33,0.02,2.43,0.18,0.27,0.45,15.79,1.71,1.82,2.27,0.8,0.1,0.45,2.27,13.36,11.82,0,0,0.03,0,15.29,2.57,2,0.57,2.14,0,16.46,0,0,0,49.64,49.13,47.13,45.18,41.35,2.94,0.18,3.46,0.25,50.09,50.6,53,40.1,2.36,0.23,3.1,0.26,41.4,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,sharangovich,y,sharangovich4500wy,87209-97212,W,y,Yegor Sharangovich,sharangovich,8.314285823,56,4500,MON@NJ,NJ,MON,,,,,,W/UTIL,sharangovich4500wy,3500
shattenkirk5100dk,42.4,Kevin Shattenkirk,5100,D,0,ANA,TB-A.Vasilevskiy,7.64,9.7,5.6,-2.31,1.5,3,2,7,0,-4.3,45,2,1,2,4.8,430,6.5,22,365,8.7,-0.3,67,19,22,87,14.3,70,40,10,10,0.04,0.28,0.31,19.98,0.93,2.15,2.76,0.78,0.02,1.59,3.74,14.31,16.46,10.63,0,0.08,1.88,0.47,0.56,0.84,0,0,0.04,0.2,0.83,0,1.72,0.22,0.44,0.67,19.13,2.1,2.56,2.89,0.88,0.09,1.78,4.33,15,18.22,0,0.22,1.66,0.44,13,4,2.57,1.43,3,0.57,19.29,1.43,0,0.29,44.12,42.61,43.91,52.27,44.83,2.77,0.17,3.26,0.2,43.09,47.82,59.82,49.27,2.45,0.19,2.64,0.17,54.14,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TB,shattenkirk,k,shattenkirk5100dk,87209-11365,D,k,Kevin Shattenkirk,shattenkirk,8.552000122,50,5100,ANH@TB,ANH,TB,,,,,,D/UTIL,shattenkirk5100dk,4000
shaw3500cm,54.84,Mason Shaw,3500,C,0,MIN,LA-P.Copley,4.94,6.3,3.5,-0.86,1.4,4,0,0,0,-0.1,65,0,2,3.2,2.9,-125,6,52,-130,6,-0.5,25,8,14,94,2.7,27,0,27,11,0.1,0.18,0.28,11.48,1.46,1.75,2.1,0.83,0.06,0.35,2.1,8.78,8.38,6.38,0,0,0.22,0.03,0.08,0.33,0,0.05,0.1,0.13,1.63,0,1.16,0,0,0,11,0,1.43,1.71,0.83,0,0.29,1.71,8.14,6.71,0,0,0,0,8.6,1.8,1.6,0.2,1.8,0.2,11.57,0,0,0,47.01,44.61,44.44,42.15,47.96,3.24,0.23,3.11,0.26,50.08,45.9,45.17,44.8,3.25,0.28,3,0.2,48,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,shaw,m,shaw3500cm,87209-82122,C,m,Mason Shaw,shaw,6.051282051,39,3500,LA@MIN,MIN,LA,,,,,,C/UTIL,shaw3500cm,2500
