rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master
43.25,Alex Erickson,4700,CAR,@NYG,,,3.19,4.6,1.8,-3.65,0.7,0,0,6.84,2,0.88,0,0,0,0,0.11,-0.6,14,23,20,-0.3,-3,43,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,60,0.49,0,2.2,200,6.67,0.28,33,0,0,30,2.4,0.3,-1300,0.95,0.17,30,0.05,0.25,20,WR,37,0,0,0,0,1,0,12,8,13.2,0,0,0,0,0.037,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,erickson,alex erickson,a,erickson4700wra
42.65,Collin Johnson,4900,NYG,CAR,,,5.44,7.7,3.1,-1.86,1.1,0.5,1.2,7.3,-9,0.61,0,0,0,0,0.04,-0.6,21,20,23,-0.8,3,43,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0,60,0.49,0,5.4,400,1.43,0.19,50,0.25,0,40,5.4,0.1,-1100,1.79,0.26,41,0.17,0.11,17,WR,37,0,0,0,0,3,1,24,13,14.9,0.1,0,0,0,0.083,0.077,0.099,0,0,0,0,0,0,0,0,0,0,0,0,johnson,collin johnson,c,johnson4900wrc
42.05,Keelan Cole,5100,NYJ,@NE,,,3.69,5.4,2,-4.07,0.7,0.5,1.1,7.76,-23,0.38,0,0,0,0,0.01,-0.2,43,17.5,25,-0.8,7.5,42.5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.2,0.13,56,0.37,0,6.5,600,2.17,0.21,100,0.33,0,30,5.2,-1,-900,1.27,0.12,50,0.16,0.38,18,WR,37,0,0,0,0,4,2,31,16,12.6,0.1,0,0.286,0,0.119,0.125,0.14,0,0,0,0,0,0,0,0,0,0,0,0,cole,keelan cole,k,cole5100wrk
41.75,Dyami Brown,4900,WAS,@GB,,,4.46,6.6,2.4,-2.84,0.9,0.5,0,7.3,-14,0.52,0,0,0,0,0.56,-0.8,44,21,27,1.5,6,48,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,50,0.56,0,2.2,100,0.59,0.06,50,0,0.25,40,2.7,-2.6,-1100,0.63,0.06,33,0,0.44,90,WR,37,0,0,0,0,4,1,16,10,10.1,0,0,0,0,0.124,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,brown,dyami brown,d,brown4900wrd
41.65,Amon-Ra St. Brown,5400,DET,@LA,,,8.87,12.3,5.5,0.43,1.6,2.5,0,8.44,2,0.88,1,0,2,0,0.56,-1.3,44,17,34,0,17,51,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.33,0.17,0,0,0,7,400,1.16,0.16,75,0.5,0.25,40,4.5,-1.2,-600,0.81,0.1,33,0.22,0.66,90,WR,37,0,0,0,0,5,4,34,13,8.5,0,0,0,0,0.145,0,0.136,0,0,0,0,0,0,0,0,0,0,0,0,st.,amon-ra st. brown,a,st.5400wra
40.8,Albert Wilson,4800,MIA,ATL,,,4.33,6.1,2.6,-2.74,0.9,0,0,7.07,10,0.96,0,0,2,0,0.06,-1.6,24,23.5,22,-1,-1.5,45.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,84,0.78,0.07,2,200,1.5,0.1,50,0,0,40,2.7,-0.4,-1200,1.11,0.11,15,0,0,19,WR,37,0,0,0,0,2,1,9,5,6.4,0,0,0,0,0.065,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,wilson,albert wilson,a,wilson4800wra
40.25,Dante Pettis,5200,NYG,CAR,,,6.14,8.7,3.6,-1.84,1.2,1.2,13.04,7.98,-9,0.61,1,0,0,0,0,-0.6,24,20,23,-0.8,3,43,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,60,0.49,0,7.3,700,0.66,0.16,25,0.25,0,40,4.4,0.3,-800,1.11,0.18,15,0.1,0.15,20,WR,37,0,0,0,0,4,2,31,17,13.8,0.3,0,0,0,0.104,0.2,0.119,0,0,0,0,0,0,0,0,0,0,0,0,pettis,dante pettis,d,pettis5200wrd
39.45,Adam Humphries,5000,WAS,@GB,,,4.45,6.3,2.6,-3.08,0.9,0.5,5.1,7.53,-18,0.45,0,0,0,0,0.04,-0.8,34,21,27,1.5,6,48,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,50,0.56,0,3.1,100,1.04,0.08,50,0.25,0.25,40,30,-1.5,-1000,0.88,0.09,23,0.09,0.14,21,WR,37,0,0,0,0,3,1,19,10,10.4,0,0,0,0,0.103,0,0.079,0,0,0,0,0,0,0,0,0,0,0,0,humphries,adam humphries,a,humphries5000wra
39.05,John Ross,5100,NYG,CAR,,,5.58,8.3,2.9,-2.18,1.1,0.5,3.7,7.76,-5,0.69,0,0,1,0,0.02,-0.6,33,20,23,-0.8,3,43,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0.06,60,0.49,0,8.5,500,2.32,0.26,25,0.25,0.25,40,8.5,-0.3,-900,2.32,0.26,5,0.05,0.05,19,WR,37,0,0,0,0,3,1,30,21,22.5,0.3,0,0,0,0.091,0.333,0.096,0,0,0,0,0,0,0,0,0,0,0,0,ross,john ross,j,ross5100wrj
37.5,Chris Conley,5000,HOU,@ARI,,,3.28,5,1.5,-4.25,0.7,0,0,7.53,6,0.93,0,0,0,0,0.11,-0.1,36,13.5,34,-2,20.5,47.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.06,0,0,0,0,7.7,300,3.3,0.18,33,0.33,0.33,30,60,-0.7,-1000,1.78,0.17,55,0.3,0.1,20,WR,37,0,0,0,0,3,2,27,13,12.4,0.2,0,0.333,0,0.104,0.158,0.123,0,0,0,0,0,0,0,0,0,0,0,0,conley,chris conley,c,conley5000wrc
37.35,Marquise Goodwin,4800,CHI,@TB,,,4.14,5.9,2.4,-2.93,0.9,0.5,2.6,7.07,-21,0.4,0,0,0,0,0.06,0.3,24,17.3,29.8,-0.7,12.5,47,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.07,0.07,82,0.72,0.18,1,100,0.59,0.04,50,0,0.25,40,2.2,-1.3,-1200,0.87,0.09,22,0.05,0.05,18,WR,37,0,0,0,0,2,1,12,8,10.7,0,0,0,0,0.09,0,0.083,0,0,0,0,0,0,0,0,0,0,0,0,goodwin,marquise goodwin,m,goodwin4800wrm
37.25,DeAndre Carter,4800,WAS,@GB,,,2.91,4.5,1.3,-4.16,0.6,0,3.6,7.07,1,0.86,0,0,0,0,0.06,-0.8,11,21,27,1.5,6,48,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,50,0.56,0,9.1,300,3.31,0.43,50,0.5,0,40,4.5,0,-1200,3.72,0.41,15,0.1,0.1,20,WR,37,0,0,0,0,1,0,8,5,17.2,0,0,0,0,0.029,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,carter,deandre carter,d,carter4800wrd
35.95,Elijah Moore,4900,NYJ,@NE,,,4.36,6.3,2.4,-2.94,0.9,0.5,9.7,7.3,-18,0.45,0,0,0,0,0.56,-0.2,40,17.5,25,-0.8,7.5,42.5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,56,0.37,0,3.7,-200,0.93,0.15,33,0,0,30,3.5,-1.5,-1100,0.71,0.09,25,0,0.12,80,WR,37,0,0,0,0,5,2,16,9,8.3,0,0,0,0,0.15,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,moore,elijah moore,e,moore4900wre
35.5,Nico Collins,5100,HOU,@ARI,,,4.47,6.5,2.5,-3.29,0.9,0.5,3.8,7.76,-16,0.48,1,0,0,0,0.04,-0.1,29,13.5,34,-2,20.5,47.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.17,0,0,0,0,6.4,500,1.07,0.15,33,0.33,0,30,4.6,-1,-900,1.37,0.16,30,0.1,0.1,10,WR,37,0,0,0,0,3,2,27,19,13.8,0,0,0,0,0.103,0,0.114,0,0,0,0,0,0,0,0,0,0,0,0,collins,nico collins,n,collins5100wrn
35.1,Danny Amendola,4800,HOU,@ARI,,,2.87,4.2,1.5,-4.2,0.6,0.5,3.2,7.07,-30,0.29,0,0,0,0,0.06,-0.1,30,13.5,34,-2,20.5,47.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.06,0.06,0,0,0,0,100,0,0,0,0,0,30,5.8,-0.9,100,1.22,0.19,50,0.22,0.11,18,WR,37,0,0,0,0,4,3,40,18,11.5,0,0,0,0,0.133,0,0.138,0,0,0,0,0,0,0,0,0,0,0,0,amendola,danny amendola,d,amendola4800wrd
34.05,Kalif Raymond,5500,DET,@LA,,,7.56,10.6,4.6,-1.11,1.4,0.5,14.6,8.67,2,0.88,0,0,1,0,0.69,-1.3,27,17,34,0,17,51,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.06,0.06,0,0,0,11.5,400,1.85,0.23,75,0.5,0,40,6.3,0.1,-500,2.79,0.23,27,0.13,0.09,22,WR,37,0,0,0,0,2,1,14,6,11,0.1,0,0.333,0,0.07,0.083,0.062,0,0,0,0,0,0,0,0,0,0,0,0,raymond,kalif raymond,k,raymond5500wrk
31,Chris Moore,5200,HOU,@ARI,,,3.18,4.7,1.7,-4.8,0.6,0.5,0,7.98,-27,0.32,0,0,0,0,0.18,-0.1,20,13.5,34,-2,20.5,47.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,11.4,700,2.28,0.27,33,0.33,0,30,6.6,-0.2,-800,3.32,0.33,9,0.04,0.09,21,WR,37,0,0,0,0,2,1,24,15,13.7,0.2,0,0,0,0.074,0.111,0.12,0,0,0,0,0,0,0,0,0,0,0,0,moore,chris moore,c,moore5200wrc
30.75,Khadarel Hodge,4900,DET,@LA,,,5.07,7.3,2.8,-2.23,1,0.5,0.8,7.3,-10,0.59,0,0,1,0,0.04,-1.3,29,17,34,0,17,51,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.06,0,0,0,0,2.3,400,0.85,0.09,100,0,0,40,5.2,-0.2,-1100,2.35,0.18,39,0.04,0,23,WR,37,0,0,0,0,2,1,17,12,13.6,0,0,0,0,0.078,0,0.083,0,0,0,0,0,0,0,0,0,0,0,0,hodge,khadarel hodge,k,hodge4900wrk
0,C. Patterson,8000,ATL,@MIA,,,13.26,17.2,9.3,13.26,1.7,4.2,13.1,0,0,0,1,0,0,0,0.5,0,19,22,23.5,-1.5,1.5,45.5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.47,0.2,84,0.78,0.07,20.1,2100,1.16,0.65,100,0.66,0,30,8.9,-0.1,2000,0.87,0.47,55,0.3,0.25,20,WR,37,0,0,0,0,3,2,25,11,9.5,0.3,0,0.333,0,0.087,0.182,0.102,0,0,0,0,0,0,0,0,0,0,0,0,patterson,c. patterson,c,patterson8000wrc
82.33,Dallas Goedert,5900,PHI,@LV,,,9.19,12.5,5.9,0.85,1.6,12,10.5,8.34,0,0.87,1,0,7,0,0.73,2.8,54,24.8,23.8,2.5,-1,48.5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.47,0.2,0,0,0,8.3,400,2.07,0.19,50,0.16,0.16,60,80,0.1,-100,1.57,0.15,57,0.21,0.15,19,TE,37,0,0,0,0,5,3,46,22,12.5,0.3,0,0.364,0,0.152,0.211,0.188,0,0,0,0,0,0,0,0,0,0,0,0,goedert,dallas goedert,d,goedert5900ted
82.22,Zach Ertz,5300,ARI,HOU,,,5.91,8.2,3.7,-1.03,1.1,0.5,14.5,6.94,7,0.99,0.93,0,3,0,0.7,1.2,44,34,13.5,1.5,-20.5,47.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.27,0.27,0,0,0,9.1,600,1.34,0.24,80,0.8,0.2,50,5.8,-0.3,-700,1.1,0.13,44,0.22,0.27,18,TE,37,0,0,0,0,5,2,31,17,11.5,0.2,0,0.25,0,0.166,0.143,0.131,0,0,0,0,0,0,0,0,0,0,0,0,ertz,zach ertz,z,ertz5300tez
78.73,Tyler Higbee,5500,LA,DET,,,8.56,11.5,5.6,1.15,1.6,8.1,7.1,7.41,-1,0.8,0.86,0,5,0,0.79,0.6,55,34,17,1,-17,51,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.44,0.25,0,0,0,8.2,0,1.82,0.15,100,0.2,0,50,60,-1.1,-500,1.38,0.11,60,0.13,0.21,23,TE,37,0,0,0,0,4,3,33,19,10.4,0.3,0,0.333,0,0.117,0.167,0.118,0,0,0,0,0,0,0,0,0,0,0,0,higbee,tyler higbee,t,higbee5500tet
77.06,Anthony Firkser,4900,TEN,KC,,,4.2,5.8,2.6,-1.8,0.9,0.5,1.4,6,-4,0.65,0,0,1,0,0.14,1.8,22,27.5,31.5,1.5,4,59,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.18,0.06,76,0.58,0.02,4.3,200,1.29,0.14,50,0,0,40,3.3,-1.5,-1100,1.05,0.15,50,0.04,0.22,22,TE,37,0,0,0,0,3,2,19,11,9.1,0,0,0,0,0.109,0,0.086,0,0,0,0,0,0,0,0,0,0,0,0,firkser,anthony firkser,a,firkser4900tea
73.64,Geoff Swaim,4300,TEN,KC,,,2.3,3.3,1.3,-2.3,0.5,0,1.3,4.6,1,0.91,0,0,0,0,0.14,1.8,36,27.5,31.5,1.5,4,59,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.12,0.06,76,0.58,0.02,4.2,100,2.4,0.11,25,0,0,40,40,-0.3,-1700,2.94,0.11,23,0.04,0.04,21,TE,37,0,0,0,0,1,0,8,5,9.1,0.1,0,0.167,0,0.045,0.053,0.036,0,0,0,0,0,0,0,0,0,0,0,0,swaim,geoff swaim,g,swaim4300teg
70.82,Robert Tonyan,5100,GB,WAS,,,5.75,7.9,3.6,-0.72,1.1,2.4,14.3,6.47,-1,0.8,1,0,2,0,0.3,-0.2,38,27,21,-2.5,-6,48,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.35,0.18,50,0.56,0,1.6,-200,0.48,0.04,0,0,1,40,6.9,-1,-900,1.93,0.18,52,0.34,0.39,23,TE,37,0,0,0,0,3,2,28,17,10.2,0.4,0,0.25,0,0.118,0.149,0.108,0,0,0,0,0,0,0,0,0,0,0,0,tonyan,robert tonyan,r,tonyan5100ter
64.62,Travis Kelce,8200,KC,@TEN,,,15.44,20.7,10.1,1.73,1.9,25,10,13.71,0,0.87,0.92,0,8,0,0.83,-3.3,60,31.5,27.5,1,-4,59,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0.75,0.31,76,0.58,0.02,11.7,-300,1.23,0.17,75,0,0.25,40,15.7,3.4,2200,1.47,0.26,71,0.42,0.23,21,TE,37,0,0,0,0,9,7,94,24,13.3,0.7,0,0.4,0,0.245,0.244,0.284,0,0,0,0,0,0,0,0,0,0,0,0,kelce,travis kelce,t,kelce8200tet
63.62,Hunter Henry,5700,NE,NYJ,,,8.27,11.2,5.4,0.4,1.5,1.6,9.3,7.87,6,0.99,1,0,7,0,0.3,-0.8,58,25,17.5,0.2,-7.5,42.5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.29,0.18,56,0.37,0,10.8,700,2.06,0.26,100,0.5,0,40,8.3,0.7,-300,1.45,0.14,73,0.31,0.05,19,TE,37,0,0,0,0,5,4,39,15,9.8,0.4,0,0.4,0,0.146,0.24,0.143,0,0,0,0,0,0,0,0,0,0,0,0,henry,hunter henry,h,henry5700teh
61.88,Marcedes Lewis,4300,GB,WAS,,,2.36,3.4,1.3,-2.24,0.5,0.5,4.6,4.6,-11,0.42,0,0,0,0,0.14,-0.2,29,27,21,-2.5,-6,48,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0.12,50,0.56,0,2.8,100,1.84,0.09,50,0,0,40,3.3,0,-1700,2.94,0.11,47,0.09,0.04,21,TE,37,0,0,0,0,1,0,9,7,11.6,0.1,0,1,0,0.037,0.043,0.037,0,0,0,0,0,0,0,0,0,0,0,0,lewis,marcedes lewis,m,lewis4300tem
61.54,Mark Andrews,7500,BAL,CIN,,,11.33,15.3,7.3,-0.75,1.5,3.4,6.3,12.08,8,0.99,0.83,0,6,0,0.67,-2.1,46,26.3,19.8,-0.7,-6.5,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0.5,0.25,62,0.62,0,18.5,1500,2.18,0.4,100,0.75,0,40,10.4,0.7,1500,1.46,0.23,52,0.23,0.28,21,TE,37,0,0,0,0,7,5,66,22,12.9,0.4,0,0.222,0,0.26,0.217,0.287,0,0,0,0,0,0,0,0,0,0,0,0,andrews,mark andrews,m,andrews7500tem
60.78,Jonnu Smith,4900,NE,NYJ,,,4.52,6.2,2.9,-1.48,0.9,0.5,6.7,6,-3,0.69,0,0,1,0,0.03,-0.8,43,25,17.5,0.2,-7.5,42.5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0.71,0.35,56,0.37,0,3.9,-300,0.96,0.11,75,0,0.25,40,5.4,-1.4,-1100,1.32,0.13,52,0.19,0.33,21,TE,37,0,0,0,0,3,2,21,12,8.9,0.3,0,0.211,0,0.131,0.167,0.094,0,0,0,0,0,0,0,0,0,0,0,0,smith,jonnu smith,j,smith4900tej
60.05,Foster Moreau,4400,LV,PHI,,,5.02,6.9,3.2,0.18,1.1,0.5,15,4.84,1,0.91,0,0,2,0,0.09,1,21,23.8,24.8,-1.5,1,48.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,0,0,0,1.5,-200,1.93,0.06,50,0,0,40,4.4,-0.2,-1600,6.26,0.21,27,0.09,0,22,TE,37,0,0,0,0,0,0,7,7,18.4,0.1,0,1,0,0.021,0.074,0.026,0,0,0,0,0,0,0,0,0,0,0,0,moreau,foster moreau,f,moreau4400tef
57.71,Mike Gesicki,6000,MIA,ATL,,,8.92,12,5.8,0.35,1.5,11,18,8.57,-1,0.8,1,0,7,0,0.73,-1.2,42,23.5,22,-1,-1.5,45.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.31,0.25,84,0.78,0.07,12.4,400,1.46,0.28,100,0.75,0,40,9.4,1.7,0,1.46,0.22,78,0.31,0.05,19,TE,37,0,0,0,0,6,4,50,21,11.8,0.3,0,0.4,0,0.174,0.238,0.208,0,0,0,0,0,0,0,0,0,0,0,0,gesicki,mike gesicki,m,gesicki6000tem
55.13,Cameron Brate,4600,TB,CHI,,,4.79,6.7,2.9,-0.51,1,1.4,0,5.3,-2,0.74,0,0,2,0,0.73,-2.9,26,29.8,17.3,-1.2,-12.5,47,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.13,0.06,82,0.72,0.18,3.9,300,0.97,0.1,80,0,0.2,50,4.7,-0.6,-1400,1.77,0.18,75,0.16,0.08,24,TE,37,0,0,0,0,2,2,21,12,10.7,0.1,0,0.167,0,0.065,0.022,0.064,0,0,0,0,0,0,0,0,0,0,0,0,brate,cameron brate,c,brate4600tec
52.06,Tommy Tremble,4700,CAR,@NYG,,,2.64,3.8,1.4,-2.9,0.6,0.5,2.2,5.54,-9,0.47,0,0,1,0,0.06,-0.6,25,23,20,-0.3,-3,43,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.33,60,0.49,0,5.1,-100,1.91,0.17,66,0.33,0,30,5.7,0,-1300,3.44,0.23,50,0.25,0.12,80,TE,37,0,0,0,0,1,0,7,6,14,0.2,0,1,0,0.038,0.143,0.027,0,0,0,0,0,0,0,0,0,0,0,0,tremble,tommy tremble,t,tremble4700tet
51.44,Kyle Pitts,6100,ATL,@MIA,,,9.38,12.8,6,0.57,1.5,13,19.8,8.81,-1,0.8,1,0,8,0,0.99,-1.3,53,22,23.5,-1.5,1.5,45.5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0.8,0.2,84,0.78,0.07,11.3,-100,1.54,0.21,66,0.33,0.33,30,8.7,10,100,1.2,0.16,50,0.25,0.25,80,TE,37,0,0,0,0,7,4,61,24,12.8,0.2,0,0.125,0,0.179,0.1,0.231,0,0,0,0,0,0,0,0,0,0,0,0,pitts,kyle pitts,k,pitts6100tek
51.39,OJ Howard,5200,TB,CHI,,,5.63,7.8,3.5,-1.07,1.1,2.8,1.4,6.7,-3,0.69,0,0,2,0,0.14,-2.9,29,29.8,17.3,-1.2,-12.5,47,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0.06,82,0.72,0.18,8.1,500,2.69,0.21,60,0.4,0.2,50,5.2,0.2,-800,2.41,0.18,17,0.08,0.17,23,TE,37,0,0,0,0,2,1,16,9,10,0.2,0,1,0,0.049,0.059,0.047,0,0,0,0,0,0,0,0,0,0,0,0,howard,oj howard,o,howard5200teo
48.74,Hayden Hurst,4800,ATL,@MIA,,,4.47,6.3,2.7,-1.3,0.9,0.5,5,5.77,-1,0.8,0,0,3,0,0.03,-1.3,43,22,23.5,-1.5,1.5,45.5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0.47,0.13,84,0.78,0.07,7.5,-100,2.24,0.2,66,0.33,0,30,7.1,0,-1200,1.52,0.17,57,0.31,0.15,19,TE,37,0,0,0,0,4,3,29,11,8.9,0.3,0,0.25,0,0.123,0.154,0.109,0,0,0,0,0,0,0,0,0,0,0,0,hurst,hayden hurst,h,hurst4800teh
48.28,Ian Thomas,4500,CAR,@NYG,,,4.52,6.3,2.8,-0.55,1,0.5,0,5.07,-1,0.8,0,0,1,0,0.3,-0.6,42,23,20,-0.3,-3,43,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,60,0.49,0,4.5,300,1.36,0.11,100,0,0,30,2.7,-1.3,-1500,1.26,0.06,50,0,0.15,20,TE,37,0,0,0,0,2,1,14,10,9.4,0,0,0,0,0.063,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,thomas,ian thomas,i,thomas4500tei
47.87,Durham Smythe,4500,MIA,ATL,,,3.03,4.3,1.7,-2.04,0.7,0.5,5.2,5.07,-7,0.53,0,0,1,0,0.06,-1.2,32,23.5,22,-1,-1.5,45.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.25,0.19,84,0.78,0.07,4.4,100,1.48,0.12,75,0.25,0,40,3.4,-0.3,-1500,1.45,0.11,65,0.15,0.1,20,TE,37,0,0,0,0,2,2,16,9,8.3,0.1,0,0.167,0,0.065,0.048,0.069,0,0,0,0,0,0,0,0,0,0,0,0,smythe,durham smythe,d,smythe4500ted
44.84,Ricky Seals-Jones,5400,WAS,@GB,,,7.54,10.2,4.8,0.37,1.4,7,8.1,7.17,-2,0.74,1,0,3,0,0.21,0.1,33,21,27,1.5,6,48,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.13,0.06,50,0.56,0,7.8,1000,1.73,0.15,75,0.5,0,40,6.2,0.4,-600,2.27,0.19,19,0.14,0.09,21,TE,37,0,0,0,0,2,1,19,12,11.4,0.3,0,0.25,0,0.078,0.182,0.081,0,0,0,0,0,0,0,0,0,0,0,0,seals-jones,ricky seals-jones,r,seals-jones5400ter
43.13,Cole Kmet,4900,CHI,@TB,,,5.86,8,3.7,-0.14,1.2,2,6.8,6,1,0.91,1,0,1,0,0.09,1.3,48,17.3,29.8,-0.7,12.5,47,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.31,0.19,82,0.72,0.18,3.2,0,0.75,0.07,75,0.25,0.25,40,3.6,-1.3,-1100,0.89,0.08,45,0.15,0.35,20,TE,37,0,0,0,0,3,2,21,10,8.7,0.1,0,0.167,0,0.124,0.059,0.101,0,0,0,0,0,0,0,0,0,0,0,0,kmet,cole kmet,c,kmet4900tec
43.06,Evan Engram,5000,NYG,CAR,,,6.02,8.2,3.9,-0.22,1.2,5.8,7.4,6.24,-2,0.74,0,0,3,0,0.7,-0.9,50,20,23,-0.8,3,43,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.27,0.07,60,0.49,0,4.4,-100,0.79,0.09,75,0,0.25,40,6.3,-0.6,-1000,0.92,0.13,50,0.16,0.27,18,TE,37,0,0,0,0,6,3,42,18,10.9,0.1,0,0.091,0,0.196,0.1,0.178,0,0,0,0,0,0,0,0,0,0,0,0,engram,evan engram,e,engram5000tee
41.52,CJ Uzomah,5200,CIN,@BAL,,,5.13,7.1,3.1,-1.57,1,0.5,22.6,6.7,2,0.94,1,0,3,0,0.02,0.1,46,19.8,26.3,-0.7,6.5,46,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0.06,62,0.62,0,11.9,400,3.96,0.26,50,0.25,0.25,40,8.3,0.5,-800,3.11,0.18,21,0.05,0.05,19,TE,37,0,0,0,0,2,2,27,13,11.8,0.5,0,1,0,0.094,0.2,0.107,0,0,0,0,0,0,0,0,0,0,0,0,uzomah,cj uzomah,c,uzomah5200tec
