RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_upside,fantasymonth_duds,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,City Name_master,First Name_master,RylandID_master
morrissey7500dj,72.05,Josh Morrissey,7500,D,0,WPG,NJD-MBlackwood,13.01,16.3,9.7,-2.1,1.7,1,1,25,0,-1.8,11,1,3,2.9,3.2,105,6,45,105,12.9,0.7,78,31,21,85,12,87,12,12,8,0.19,0.62,0.81,24.09,2.02,2.18,3.25,0.67,0.09,1.45,3.63,17.61,17.64,13.62,0.03,0.28,3.41,0.44,0.69,0.63,0,0,0.16,0.34,0.82,0.01,2.59,0.3,0.4,0.7,25.54,1.64,3.7,5,0.74,0.08,1.7,5.4,20.7,18,0,0.3,5.13,0.4,18,6.33,4.33,2,5.67,0.33,25.93,4.37,0,0.33,49.11,44.37,45.16,45.62,49.17,3.14,0.23,2.94,0.21,47.9,55.18,41.2,50.27,4.5,0.13,2.73,0.2,51.67,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NJD,morrissey,josh morrissey,j,morrissey7500dj
graves5500dr,71.15,Ryan Graves,5500,D,0,NJD,WPG-CHellebuyck,8.4,10.6,6.2,-2.41,1.5,2,0,1,0,-2.8,63,2,1,3.2,2.9,-125,6,55,-126,8.6,-0.1,60,20,32,87,11.1,70,30,30,10,0.11,0.22,0.33,19.85,1,1.56,2.11,0.74,0.07,1.85,3.41,16.58,16.09,12.16,0,0,0.06,0,0,0,0,0.01,0.11,0.21,0.32,0,1.63,0.09,0.09,0.18,22.46,0.48,2.55,3.55,0.72,0.04,2.82,5.36,18.91,20.73,0,0,0.04,0,19.5,7,3.17,3.83,4.17,0,23.01,0.01,0,0,46.25,49.17,45.62,45.16,44.37,2.95,0.18,2.87,0.21,50.27,41.2,55.18,47.9,2.27,0.24,2.9,0.21,47.33,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WPG,graves,ryan graves,r,graves5500dr
holl3900dj,69.25,Justin Holl,3900,D,0,TOR,CHI-PMrazek,6.13,7.8,4.5,-1.24,1.6,2,0,1,0,-2.5,29,2,1,4.2,2.4,-302,6.5,89,-255,6.5,-1.1,63,20,30,98,6.4,50,20,40,10,0.04,0.28,0.33,20.33,0.97,0.8,1.01,0.8,0.05,1.55,2.36,15.78,15.16,11.93,0,0,0.08,0,0,0,0,0.02,0.04,0.26,0.62,0,0.71,0,0.4,0.4,20.47,1.17,0.4,0.4,1,0,1.5,1.9,17.4,15.9,0,0,0.02,0,15.33,1.33,0.33,1,0.33,0,18.94,0.08,0,0,50.03,47.4,49.98,42.76,39.2,3.11,0.24,2.8,0.24,51.18,50.83,46.64,41.33,2.36,0.27,2.75,0.15,45.17,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,holl,justin holl,j,holl3900dj
severson4100dd,68.35,Damon Severson,4100,D,0,NJD,WPG-CHellebuyck,7.63,9.7,5.6,-0.17,1.9,3,2,3,0,-4.8,88,2,1,3.2,2.9,-125,6,55,-126,8.3,-0.7,65,24,33,87,9,90,40,10,10,0.1,0.33,0.43,21.57,1.2,1.44,2.06,0.7,0.07,1.29,2.73,17.54,15.63,12.74,0.03,0.06,1.96,0.32,0.41,0.77,0,0,0.07,0.27,0.49,0,1.24,0.09,0.36,0.45,21.32,1.27,1.73,2.18,0.79,0.05,2.36,4.09,19.09,20.27,0,0,1.09,0,17.33,3.17,1.5,1.67,2,0,18,1.24,0,0,46.25,49.17,45.62,45.16,44.37,2.95,0.18,2.87,0.21,50.27,41.2,55.18,47.9,2.27,0.24,2.9,0.21,47.33,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WPG,severson,damon severson,d,severson4100dd
sandin4000dr,67.45,Rasmus Sandin,4000,D,0,TOR,CHI-PMrazek,6.68,8.5,4.9,-0.9,1.7,2,2,3,0,-2.5,63,2,1,4.2,2.4,-302,6.5,89,-255,7,-0.2,40,16,22,97,8.3,60,20,40,10,0.11,0.28,0.39,17.85,1.31,1.05,1.46,0.72,0.11,1.03,2.08,16.08,13.44,12.18,0,0.11,1.75,0.07,0.08,0.8,0,0,0.11,0.16,0.41,0,1.34,0.09,0.36,0.45,17.67,1.53,1.18,1.64,0.72,0.08,1.09,2.27,17,15.36,0,0.09,1.35,0,17.75,3.5,2.25,1.25,2.5,0.25,17.42,1.8,0,0.25,50.03,47.4,49.98,42.76,39.2,3.11,0.24,2.8,0.24,51.18,50.83,46.64,41.33,2.36,0.27,2.75,0.15,45.17,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,sandin,rasmus sandin,r,sandin4000dr
peeke3800da,64.30,Andrew Peeke,3800,D,0,CLB,ARI-CIngram,6.59,8.4,4.8,-0.56,1.7,2,0,1,0,-2.8,82,2,1,3.3,3.4,-100,6.5,42,114,6.8,-0.7,75,20,22,90,8.5,81,45,18,11,0.07,0.08,0.15,21.69,0.41,1.1,1.57,0.7,0.06,2.2,3.31,15.25,18.33,11.26,0,0,0.04,0,0,0,0,0.01,0.07,0.07,0.57,0.01,1.43,0.08,0.08,0.17,21.4,0.48,1.33,2.08,0.64,0.06,2.58,3.92,15.75,18.75,0,0,0,0,16.6,5.2,1.6,3.6,2.6,0,22.07,0,0,0,47.84,43.07,49.99,50.55,38.51,2.71,0.18,3.43,0.24,46.33,50,52.42,42.58,2.67,0.22,3.92,0.13,40.83,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,peeke,andrew peeke,a,peeke3800da
moser4400dj,63.40,J.J. Moser,4400,D,0,ARI,CLB-EMerzlikins,9.12,11.5,6.8,0.68,2.1,3,2,4,0,-3.4,45,2,1,3.4,3.3,-120,6.5,58,-135,7.2,-1.5,52,18,36,88,6,54,18,45,11,0.08,0.29,0.37,19.94,1.11,1.06,1.52,0.7,0.07,1.58,2.64,10.59,15.29,7.79,0.01,0.12,2.01,0.2,0.26,0.79,0,0,0.06,0.18,0.45,0,1.15,0,0.25,0.25,19.41,0.77,1.17,1.67,0.7,0,1.25,2.42,12.33,15.5,0,0.08,1.9,0.25,11.5,1.83,1,0.83,1.5,0.17,19.59,2.07,0,0.17,46.94,38.51,50.55,49.99,43.07,2.67,0.2,3.02,0.24,42.58,52.42,50,46.33,2.92,0.2,2.42,0.21,47.4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,moser,j.j. moser,j,moser4400dj
blankenburg4600dn,63.40,Nick Blankenburg,4600,D,0,CLB,ARI-CIngram,8.46,10.7,6.2,-0.41,1.8,2,2,3,0,-2.8,63,2,1,3.3,3.4,-100,6.5,42,114,8.7,0.3,26,8,7,56,6.5,54,9,18,11,0.14,0.25,0.39,18.26,1.28,1.57,2.04,0.77,0.09,1.75,3.32,14.58,16.69,10.65,0.04,0.04,1,0.11,0.22,0.5,0,0,0.11,0.21,0.5,0.04,1.82,0.11,0.22,0.33,19.13,1.03,1.67,2.44,0.68,0.07,1.33,3,15.22,18.56,0,0.11,1.81,0.22,14.8,2.8,1.4,1.4,2.2,0.6,19.3,1.99,0,0,47.84,43.07,49.99,50.55,38.51,2.71,0.18,3.43,0.24,46.33,50,52.42,42.58,2.67,0.22,3.92,0.13,40.83,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,blankenburg,nick blankenburg,n,blankenburg4600dn
pionk5300dn,62.30,Neal Pionk,5300,D,0,WPG,NJD-MBlackwood,9.57,12,7.1,-0.81,1.8,2,2,6,0,-3.2,45,1,3,2.9,3.2,105,6,45,105,8.8,-0.9,66,22,33,86,7.2,50,0,50,8,0.09,0.33,0.42,20.98,1.2,1.64,2.45,0.67,0.05,1.4,3.04,15.35,18.08,11.99,0.01,0.07,1.59,0.14,0.25,0.57,0,0,0.08,0.26,0.55,0,1.51,0,0.3,0.3,21.28,0.85,1.8,2.22,0.81,0,1.7,3.5,14.8,17.5,0,0,2.02,0.3,15.67,2.67,1,1.67,2,0.33,20.76,1.43,0,0,49.11,44.37,45.16,45.62,49.17,3.14,0.23,2.94,0.21,47.9,55.18,41.2,50.27,4.5,0.13,2.73,0.2,51.67,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NJD,pionk,neal pionk,n,pionk5300dn
stecher3700dt,62.25,Troy Stecher,3700,D,0,ARI,CLB-EMerzlikins,6.35,8.1,4.6,-0.59,1.7,1,0,1,0,-3,78,2,1,3.4,3.3,-120,6.5,58,-135,5,-1.7,61,10,23,92,4.8,63,18,36,11,0.03,0.1,0.13,17.06,0.46,1.28,1.67,0.76,0.02,1.36,2.64,12.03,14.97,9.2,0,0,0.06,0.01,0.01,1,0,0,0.03,0.1,0.39,0,1.34,0,0.17,0.17,19.47,0.52,1,1.42,0.71,0,1.25,2.25,13.25,16.92,0,0,0.02,0,14.67,2,1,1,1.5,0,21.98,0,0,0,46.94,38.51,50.55,49.99,43.07,2.67,0.2,3.02,0.24,42.58,52.42,50,46.33,2.92,0.2,2.42,0.21,47.4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,stecher,troy stecher,t,stecher3700dt
brown3600dj,61.85,Josh Brown,3600,D,0,ARI,CLB-EMerzlikins,5.44,6.9,3.9,-1.28,1.5,2,0,1,0,-1.2,78,2,1,3.4,3.3,-120,6.5,58,-135,5.7,-1.6,50,12,37,56,7,63,18,27,11,0.05,0.07,0.12,15.12,0.48,0.8,1.44,0.56,0.07,1.57,2.37,9.12,14.24,6.86,0,0,0.03,0,0.02,0,0,0,0.05,0.07,0.96,0,1.06,0.08,0.08,0.17,14.18,0.72,1.25,1.92,0.65,0.07,1.83,3.08,10.33,14.83,0,0,0.04,0,11.67,3.33,1.33,2,2.17,0,15.29,0,0,0,46.94,38.51,50.55,49.99,43.07,2.67,0.2,3.02,0.24,42.58,52.42,50,46.33,2.92,0.2,2.42,0.21,47.4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,brown,josh brown,j,brown3600dj
demelo4000dd,61.45,Dylan DeMelo,4000,D,0,WPG,NJD-MBlackwood,6.06,7.7,4.4,-1.52,1.5,1,0,0,0,-1.8,68,1,3,2.9,3.2,105,6,45,105,6.6,-0.4,75,25,17,85,6.9,50,12,25,8,0.02,0.27,0.29,19.91,0.87,1.11,1.6,0.69,0.02,1.41,2.52,15.5,15.18,11.78,0,0,0.06,0,0,0,0.01,0.02,0.01,0.24,0.46,0,1.18,0,0.29,0.29,18.81,0.92,0.57,1.43,0.4,0,1.71,2.29,20.29,11.86,0,0,0.22,0,19,3.5,1.5,2,2.5,0,18.22,0.13,0,0,49.11,44.37,45.16,45.62,49.17,3.14,0.23,2.94,0.21,47.9,55.18,41.2,50.27,4.5,0.13,2.73,0.2,51.67,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NJD,demelo,dylan demelo,d,demelo4000dd
boqvist4900da,61.35,Adam Boqvist,4900,D,0,CLB,ARI-CIngram,9.07,11.4,6.7,-0.45,1.9,3,1,2,0,-3.6,4,2,1,3.3,3.4,-100,6.5,42,114,7.5,-0.4,30,12,16,90,11.8,72,27,9,11,0.1,0.34,0.44,16.95,1.56,1.37,1.93,0.71,0.07,0.93,2.29,12.65,14.03,9.58,0.05,0.12,2.41,0.41,0.46,0.89,0,0,0.05,0.22,0.15,0,1.55,0.2,0.6,0.8,16.32,2.94,1.6,2.2,0.73,0.13,1,2.6,13.1,13.6,0,0.4,3.3,0.6,11.8,3.4,1.8,1.6,2,0.6,16.23,3.92,0,0.4,47.84,43.07,49.99,50.55,38.51,2.71,0.18,3.43,0.24,46.33,50,52.42,42.58,2.67,0.22,3.92,0.13,40.83,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,boqvist,adam boqvist,a,boqvist4900da
marino4100dj,61.15,John Marino,4100,D,0,NJD,WPG-CHellebuyck,5.9,7.5,4.3,-1.9,1.4,2,0,1,0,-2.8,17,2,1,3.2,2.9,-125,6,55,-126,6.2,-0.7,59,15,22,93,6,40,10,20,10,0.05,0.2,0.25,21.06,0.71,1.21,1.67,0.73,0.04,1.32,2.53,16.92,15.22,12.75,0,0,0.34,0.04,0.07,0.6,0,0.01,0.05,0.19,0.29,0.03,0.89,0.17,0.17,0.33,22.64,0.87,0.83,1,0.83,0.2,0.83,1.67,15.67,18.5,0,0,0.22,0,15.67,1.67,0.83,0.83,1,0,22.64,0.22,0,0,46.25,49.17,45.62,45.16,44.37,2.95,0.18,2.87,0.21,50.27,41.2,55.18,47.9,2.27,0.24,2.9,0.21,47.33,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WPG,marino,john marino,j,marino4100dj
juusoalimaki4300dj,59.10,Juuso Valimaki,4300,D,0,ARI,CLB-EMerzlikins,11.31,14.2,8.4,3.08,2.6,1,1,5,0,-3,73,2,1,3.4,3.3,-120,6.5,58,-135,6.2,-0.7,30,12,21,102,9.9,72,36,27,11,0.04,0.32,0.36,16,1.35,1.06,1.57,0.67,0.04,0.89,1.94,11.43,11.73,8.65,0,0.17,1.25,0.06,0.15,0.37,0,0,0.04,0.15,0.74,0,1.71,0,0.67,0.67,19.05,2.11,1.42,2.08,0.68,0,0.92,2.33,15.5,14.58,0,0.25,1.34,0.08,17.67,3.67,2.17,1.5,2.83,0.5,23.09,2.09,0,0.5,46.94,38.51,50.55,49.99,43.07,2.67,0.2,3.02,0.24,42.58,52.42,50,46.33,2.92,0.2,2.42,0.21,47.4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,juusoalimaki,juuso valimaki,j,juusoalimaki4300dj
smith3700db,57.20,Brendan Smith,3700,D,0,NJD,WPG-CHellebuyck,4.4,5.7,3.1,-2.54,1.2,1,0,1,0,-2.8,29,2,1,3.2,2.9,-125,6,55,-126,4.7,-1.7,41,13,37,101,3.7,40,0,20,10,0.02,0.12,0.15,14.22,0.63,1.06,1.47,0.72,0.02,1,2.06,12.88,10.84,9.69,0,0,0.03,0,0,0,0.01,0.01,0.01,0.11,1.05,0.01,0.78,0,0.14,0.14,15.74,0.53,0.71,0.71,1,0,1.57,2.29,11,15.86,0,0,0,0,13,2.5,0.5,2,0.5,0,15.35,0,0,0,46.25,49.17,45.62,45.16,44.37,2.95,0.18,2.87,0.21,50.27,41.2,55.18,47.9,2.27,0.24,2.9,0.21,47.33,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WPG,smith,brendan smith,b,smith3700db
nemeth3700dp,56.90,Patrik Nemeth,3700,D,0,ARI,CLB-EMerzlikins,5.11,6.5,3.7,-1.83,1.4,3,0,1,0,-3.4,45,2,1,3.4,3.3,-120,6.5,58,-135,4,-2.3,48,8,31,105,5.7,90,9,9,11,0.03,0.09,0.11,16.31,0.4,0.75,1.14,0.66,0.03,1.33,2.08,10.59,14.21,7.66,0,0,0.05,0.01,0.01,1,0,0,0.03,0.09,0.58,0,1,0,0.08,0.08,19.06,0.25,1.08,1.42,0.76,0,1.75,2.83,10.83,17.58,0,0,0.02,0,10.83,3.5,1.33,2.17,2,0,20.85,0.01,0,0,46.94,38.51,50.55,49.99,43.07,2.67,0.2,3.02,0.24,42.58,52.42,50,46.33,2.92,0.2,2.42,0.21,47.4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,nemeth,patrik nemeth,p,nemeth3700dp
bayreuther3800dg,56.80,Gavin Bayreuther,3800,D,0,CLB,ARI-CIngram,6.39,8.1,4.7,-0.76,1.7,3,0,1,0,-3.6,63,2,1,3.3,3.4,-100,6.5,42,114,5.6,-0.6,33,11,15,80,8,45,18,9,11,0.05,0.15,0.21,13.48,0.93,1.08,1.47,0.73,0.05,1.38,2.46,11.39,13.16,8.39,0,0,0.04,0,0,0,0,0,0.05,0.15,0.62,0,1.23,0,0.33,0.33,13.97,1.42,1.83,2,0.92,0,1.5,3.33,12.17,13,0,0,0.15,0,11.67,3.67,1.67,2,2,0,13.3,0.21,0,0,47.84,43.07,49.99,50.55,38.51,2.71,0.18,3.43,0.24,46.33,50,52.42,42.58,2.67,0.22,3.92,0.13,40.83,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,bayreuther,gavin bayreuther,g,bayreuther3800dg
soderstrom3500dv,55.15,Victor Soderstrom,3500,D,0,ARI,CLB-EMerzlikins,3.29,4.3,2.3,-3.22,0.9,2,0,1,0,-1.2,68,2,1,3.4,3.3,-120,6.5,58,-135,5.4,-0.2,8,2,5,35,5.3,33,33,66,3,0,0.14,0.14,13.63,0.62,0.57,0.67,0.86,0,1.71,2.29,9.33,13,7,0,0,0.23,0,0,0,0,0,0,0.14,0.57,0,0.59,0,0.25,0.25,11.57,1.3,0,0,0,0,1.5,1.5,8.5,11.75,0,0,0.22,0,8.5,1.5,0,1.5,0,0,11.57,0.22,0,0,46.94,38.51,50.55,49.99,43.07,2.67,0.2,3.02,0.24,42.58,52.42,50,46.33,2.92,0.2,2.42,0.21,47.4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,soderstrom,victor soderstrom,v,soderstrom3500dv
jones6600ds,54.80,Seth Jones,6600,D,0,CHI,TOR-ISamsonov,12.28,15.4,9.2,-0.89,1.9,1,1,14,0,-2,68,0,2,2.4,4.2,245,6.5,11,205,12.1,-0.2,58,24,29,85,10.3,63,18,36,11,0.11,0.48,0.59,25.27,1.4,2.48,3.35,0.74,0.04,1.83,4.31,16.37,18.34,12.3,0.01,0.2,3.34,0.6,0.82,0.73,0,0.01,0.09,0.27,0.4,0,2,0.17,0.25,0.42,24.27,1.04,2.58,3.5,0.74,0.06,1.67,4.25,16.92,16.42,0,0,2.93,0.58,20,4.17,2.83,1.33,3.67,0.83,25.01,3.59,0,0,44.36,39.2,42.76,49.98,47.4,2.89,0.18,3.1,0.22,41.33,46.64,50.83,51.18,2.33,0.04,3,0.09,52.75,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,jones,seth jones,s,jones6600ds
schmidt4100dn,53.50,Nate Schmidt,4100,D,0,WPG,NJD-MBlackwood,7.38,9.3,5.4,-0.42,1.8,3,1,6,0,-3.5,45,1,3,2.9,3.2,105,6,45,105,6.7,-1.2,55,14,29,85,8.8,87,37,12,8,0.08,0.17,0.25,18.94,0.79,1.32,2.04,0.64,0.06,1.24,2.55,14.47,14.5,10.62,0.04,0.01,1.3,0.18,0.31,0.57,0,0.01,0.04,0.14,0.11,0,1.38,0.1,0.2,0.3,18.71,0.96,1.7,2.33,0.73,0.06,1.1,2.8,13.6,14.2,0.1,0,1.86,0.3,15.67,3.33,2,1.33,3,1,18.8,1.44,0,0,49.11,44.37,45.16,45.62,49.17,3.14,0.23,2.94,0.21,47.9,55.18,41.2,50.27,4.5,0.13,2.73,0.2,51.67,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NJD,schmidt,nate schmidt,n,schmidt4100dn
dillon3900db,53.00,Brenden Dillon,3900,D,0,WPG,NJD-MBlackwood,6.29,8,4.6,-1.08,1.6,2,0,0,0,-3.2,45,1,3,2.9,3.2,105,6,45,105,6.1,-1.3,69,16,30,85,6.8,75,25,25,8,0.03,0.2,0.24,19.12,0.75,0.99,1.48,0.67,0.03,1.45,2.44,14.91,14.98,11.32,0,0,0.07,0.01,0.02,0.5,0,0.01,0.03,0.19,0.9,0.01,1.08,0,0.2,0.2,18.5,0.65,1,1.33,0.75,0,1.7,2.7,17.1,11.4,0,0,0.14,0,19.67,2,1.33,0.67,1.33,0,19.7,0.04,0,0,49.11,44.37,45.16,45.62,49.17,3.14,0.23,2.94,0.21,47.9,55.18,41.2,50.27,4.5,0.13,2.73,0.2,51.67,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NJD,dillon,brenden dillon,b,dillon3900db
samberg3900dd,45.80,Dylan Samberg,3900,D,0,WPG,NJD-MBlackwood,5.37,6.9,3.9,-2,1.4,3,0,0,0,-3.5,29,1,3,2.9,3.2,105,6,45,105,5.4,-1,40,12,18,85,2.7,50,0,25,8,0.04,0.18,0.22,15.34,0.86,0.78,1.22,0.64,0.05,1.61,2.39,13.34,11.06,9.89,0,0,0.06,0,0,0,0,0.02,0.04,0.16,0.27,0,0.64,0,0,0,14.39,0,0.57,0.67,0.86,0,1,1.57,13.86,7.86,0,0,0.25,0,8.67,2,0.67,1.33,0.67,0,14.46,0,0,0,49.11,44.37,45.16,45.62,49.17,3.14,0.23,2.94,0.21,47.9,55.18,41.2,50.27,4.5,0.13,2.73,0.2,51.67,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NJD,samberg,dylan samberg,d,samberg3900dd
bahl3600dk,44.55,Kevin Bahl,3600,D,0,NJD,WPG-CHellebuyck,3.3,4.3,2.3,-3.42,0.9,3,0,1,0,-4.8,45,2,1,3.2,2.9,-125,6,55,-126,3.7,-1.2,18,3,20,55,2,30,0,50,10,0.06,0.12,0.18,13.9,0.78,0.71,1.12,0.63,0.08,1.09,1.79,11.72,11.91,8.66,0,0,0.03,0,0,0,0,0,0.06,0.12,0.79,0,0.53,0,0,0,13.68,0,0.25,0.63,0.4,0,1,1.25,11.63,13.13,0,0,0.03,0,14,1.2,0.4,0.8,0.8,0,15,0,0,0,46.25,49.17,45.62,45.16,44.37,2.95,0.18,2.87,0.21,50.27,41.2,55.18,47.9,2.27,0.24,2.9,0.21,47.33,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WPG,bahl,kevin bahl,k,bahl3600dk
murphy3900dc,40.10,Connor Murphy,3900,D,0,CHI,TOR-ISamsonov,6.7,8.5,4.9,-0.67,1.7,2,0,0,0,-2.8,88,0,2,2.4,4.2,245,6.5,11,205,6.9,-0.5,52,14,22,84,6.2,63,18,36,11,0.08,0.08,0.16,19.37,0.5,1.08,1.48,0.73,0.07,2.22,3.3,12.31,17.21,8.98,0,0,0.06,0,0,0,0.02,0,0.06,0.08,0.97,0.02,0.89,0.08,0.08,0.17,19.54,0.52,0.83,1.25,0.67,0.1,2.33,3.17,12.17,18.75,0,0,0.04,0,13,3.17,1,2.17,1.33,0,19.59,0.06,0,0,44.36,39.2,42.76,49.98,47.4,2.89,0.18,3.1,0.22,41.33,46.64,50.83,51.18,2.33,0.04,3,0.09,52.75,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,murphy,connor murphy,c,murphy3900dc
johnson3600dj,33.50,Jack Johnson,3600,D,0,CHI,TOR-ISamsonov,4.84,6.2,3.5,-1.88,1.3,2,0,0,0,-2.8,63,0,2,2.4,4.2,245,6.5,11,205,4.2,-2.5,48,8,37,98,4.4,90,0,9,11,0,0.06,0.06,17.93,0.2,0.88,1.2,0.73,0,1.25,2.12,11.98,16.26,8.87,0,0,0.05,0,0,0,0,0.01,0,0.05,0.33,0,0.97,0,0,0,19.34,0,1,1.17,0.86,0,1.5,2.5,12,19.17,0,0,0,0,12.83,2.5,1.5,1,1.67,0,19.11,0,0,0,44.36,39.2,42.76,49.98,47.4,2.89,0.18,3.1,0.22,41.33,46.64,50.83,51.18,2.33,0.04,3,0.09,52.75,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,johnson,jack johnson,j,johnson3600dj
mitchell3800di,25.90,Ian Mitchell,3800,D,0,CHI,TOR-ISamsonov,5.44,7,3.9,-1.71,1.4,3,2,3,0,-3.8,29,0,2,2.4,4.2,245,6.5,11,205,5.6,-0.3,17,5,5,84,6.1,54,18,18,11,0.05,0.2,0.25,16.34,0.92,0.8,1.16,0.69,0.06,1.3,2.1,11.75,17.45,8,0,0,1.22,0.15,0.15,1,0,0,0.05,0.2,0.2,0,0.99,0.11,0.11,0.22,16.77,0.79,0.89,1.22,0.73,0.13,1.33,2.22,13.44,17.56,0,0,0.99,0.11,14.25,2,0.75,1.25,1.25,0.25,16.94,1.41,0,0,44.36,39.2,42.76,49.98,47.4,2.89,0.18,3.1,0.22,41.33,46.64,50.83,51.18,2.33,0.04,3,0.09,52.75,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,mitchell,ian mitchell,i,mitchell3800di
