,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,impld_pts,act_pts,lev_rank,buzz,sr,leverage,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,City Name,City Name2,City Name3,RylandID
kirk5400wrc,57.7,Christian Kirk,5400,ARI,@CAR,,,5.59,8.3,2.9,-0.65,1,0.5,6.24,9.4,-21,1,1,0.42,3,0,0.54,0.9,58,27.8,24.8,0.3,-3,52.5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.33,0.07,67,0.47,0,3.8,-400,0.75,0.07,33,0,0.33,30,7.3,1.1,-400,0.9,0.13,46,0.26,0.46,15,WR,420,0,0,0,0,7,4,47,20,11.1,0.3,5.8,0.125,0,0.228,0.2,0.206,0,0,0,0,0,0,0,0,0,0,kirk,christian kirk,c,kirk5400wrc,50456-60858:Christian Kirk,50456-60858,WR,c,Christian Kirk,kirk,3.75,2,5400,ARI@CAR,ARI,CAR,Q,Groin,,ryland,ryland,christian,kirk5400wrc
knox4600ted,77.05,Dawson Knox,4600,BUF,@LV,,,4.53,6.5,2.6,0.53,1,0.5,4,2.6,-7,0,0,0.54,2,0,0.67,-2.1,43,28,25,1.7,-3,53,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.33,0.07,0,0,0,3,-100,0.98,0.08,66,0,0,30,30,-1.3,-100,0.92,0.07,72,0.11,0.22,18,TE,420,0,0,0,0,3,1,23,17,13.4,0.1,6.5,0,0,0.111,0.042,0.105,0,0,0,0,0,0,0,0,0,0,knox,dawson knox,d,knox4600ted,50456-64585:Dawson Knox,50456-64585,TE,d,Dawson Knox,knox,2.849999905,2,4600,BUF@LV,BUF,LV,,,,ryland,ryland,dawson,knox4600ted
kroft4700tet,59.25,Tyler Kroft,4700,BUF,@LV,,,2.79,4.1,1.4,-1.45,0.6,0.5,4.24,1.7,-20,0,0,0.2,1,0,0.64,-2.1,23,28,25,1.7,-3,53,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.2,0.2,0,0,0,16.4,400,9.82,0.63,33,0.33,0,30,2.7,0.1,400,1.86,0.12,25,0.12,0.5,16,TE,420,0,0,0,0,1,0,7,5,9.5,0.2,4.3,0.429,0,0.047,0.125,0.031,0,0,0,0,0,0,0,0,0,0,kroft,tyler kroft,t,kroft4700tet,50456-26038:Tyler Kroft,50456-26038,TE,t,Tyler Kroft,kroft,16.39999962,1,4700,BUF@LV,BUF,LV,,,,ryland,ryland,tyler,kroft4700tet
kupp7200wrc,81.3,Cooper Kupp,7200,LA,NYG,,,11.83,16.2,7.4,1.48,1.6,3,10.35,15.2,12,4.1,1,0.97,4,0,0.92,1.6,53,31.8,18.3,1.5,-13.5,50,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0.5,0,0,0,0,12.6,0,1.64,0.21,66,0.33,0.33,30,11.3,-0.5,0,1.46,0.21,52,0.17,0.47,17,WR,420,0,0,0,0,6,5,63,22,12.5,0.5,90,0.294,0,0.193,0.35,0.228,0,0,0,0,0,0,0,0,0,0,kupp,cooper kupp,c,kupp7200wrc,50456-79970:Cooper Kupp,50456-79970,WR,c,Cooper Kupp,kupp,12.56666692,3,7200,NYG@LAR,LAR,NYG,,,,ryland,ryland,cooper,kupp7200wrc
la chargers4300,24.13,LA Chargers,4300,LAC,@TB,,,5.6,12.2,0,-1.04,1.3,0.5,6.64,4,-1,0,0,0.63,1,0,0.29,1.9,0,17.5,25,-1.5,7.5,42.5,30,0,0,0,0,0,0,0,0,0,0,0,0,1.96,5.87,0,0,0,0,0,0,0,0,0,76,0.86,0.52,6,100,0,0,100,0.33,0,30,5.3,-1.8,100,0,0,94,0.27,0.05,18,DEF,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.487,0.4925,0.0105,0.0348,6.87,7.27,3.77,2.75,0.1927,chargers,la chargers,l,la chargers4300,50456-12548:Los Angeles Chargers,50456-12548,D,l,Los Angeles Chargers,chargers,6,3,4300,LAC@TB,LAC,TB,,,,Angeles,LA,la chargers,la chargers4300
la rams4800,62.99,LA Rams,4800,LA,NYG,,,8.1,16.4,-0.2,-0.15,1.7,6.5,8.25,11,2,0,0,0.83,4,0,0.68,2.9,0,31.8,18.3,1.5,-13.5,50,77,0,0,0,0,0,0,0,0,0,0,0,0,2.38,9.13,0,0,0,0,0,0,0,0,0,0,0,0,5,1100,0,0,100,0.33,0,30,8.8,1.1,1100,0,0,82,0.58,0.17,17,DEF,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0.4901,0.5026,0.0137,0.0397,6.86,10.14,6.36,4.33,0.2113,rams,la rams,l,la rams4800,50456-12538:Los Angeles Rams,50456-12538,D,l,Los Angeles Rams,rams,5,3,4800,NYG@LAR,LAR,NYG,,,,Angeles,LA,la rams,la rams4800
lamb5600wrc,93.15,CeeDee Lamb,5600,DAL,CLE,,,10.06,14.3,5.8,3.36,1.8,6.5,6.7,22.7,-11,2.4,1,0.58,5,0,0.96,3.4,58,30,26.5,-0.3,-3.5,56.5,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.33,0.33,0,0,0,10.7,400,1.39,0.18,100,0.33,0,30,10.7,4.7,400,1.39,0.18,100,0.33,0,30,WR,420,0,0,0,0,7,5,76,32,14.4,0,0,0,0,0.151,0,0.194,0,0,0,0,0,0,0,0,0,0,lamb,ceedee lamb,c,lamb5600wrc,50456-86631:CeeDee Lamb,50456-86631,WR,c,CeeDee Lamb,lamb,10.66666667,3,5600,CLE@DAL,DAL,CLE,,,,ryland,ryland,ceedee,lamb5600wrc
landry5700wrj,93,Jarvis Landry,5700,CLE,@DAL,,,10.13,14.1,6.1,3.21,1.8,3,6.92,12.78,-8,3.7,0.92,0.63,5,0,0.63,2.8,58,26.5,30,0.7,3.5,56.5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0.53,0.2,0,0,0,6.8,-600,1.56,0.15,100,0,0,30,11.4,20,-600,1.45,0.2,93,0.31,0.06,16,WR,420,0,0,0,0,7,5,65,25,12.8,0.4,8.3,0.294,0,0.257,0.261,0.303,0,0,0,0,0,0,0,0,0,0,landry,jarvis landry,j,landry5700wrj,50456-31394:Jarvis Landry,50456-31394,WR,j,Jarvis Landry,landry,6.766666412,3,5700,CLE@DAL,CLE,DAL,,,,ryland,ryland,jarvis,landry5700wrj
las vegas3300,29.7,Las Vegas,3300,LV,BUF,,,5.4,11,-0.2,1.97,1.6,3,3.43,0,-9,0,0,0.2,1,0,0.79,-1.5,0,25,28,1.7,3,53,34,0,0,0,0,0,0,0,0,0,0,0,0,2.07,6.2,0,0,0,0,0,0,0,0,0,0,0,0,1.8,100,0,0,75,0,0.25,40,4.6,-1.2,100,0,0,76,0.29,0.23,17,DEF,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.5269,0.5349,0.0115,0.0528,8.16,9.93,5.13,3.29,0.255,vegas,las vegas,l,las vegas3300,50456-12537:Las Vegas Raiders,50456-12537,D,l,Las Vegas Raiders,raiders,1.666666667,3,3300,BUF@LV,LV,BUF,,,,Vegas,Vegas,las vegas,las vegas3300
lewis5000rbd,56.8,Dion Lewis,5000,NYG,@LA,,,4.47,6.1,2.9,-1.71,0.9,0.5,6.18,2.8,-22,0,0,0.25,3,0,0.66,2.4,23,18.3,31.8,0,13.5,50,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,3.5,0.1,0.453,0.53,0.13,0.07,0,0,0,5.1,200,0.72,0.19,33,0.33,0.66,30,3.4,-2.7,200,0.61,0.15,50,0.16,0.5,18,RB,420,0.053,0.097,0.373,3,2,1,12,9,90,0.1,5.6,0.333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,lewis,dion lewis,d,lewis5000rbd,50456-14339:Dion Lewis,50456-14339,RB,d,Dion Lewis,lewis,5.066666603,3,5000,NYG@LAR,NYG,LAR,,,,ryland,ryland,dion,lewis5000rbd
lockett7500wrt,94.4,Tyler Lockett,7500,SEA,@MIA,,,14.04,19.2,8.9,3.01,1.9,28,11.03,4.9,-1,7.6,1,0.81,10,0,0.92,1.1,62,29.8,25.3,-0.5,-4.5,55,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0.6,0.4,86,0.72,0.07,20.6,700,2.13,0.32,100,1,0,30,11.8,1.3,700,1.56,0.19,52,0.36,0.47,19,WR,420,0,0,0,0,7,5,66,23,12.3,0.6,9.4,0.333,0,0.233,0.273,0.258,0,0,0,0,0,0,0,0,0,0,lockett,tyler lockett,t,lockett7500wrt,50456-27050:Tyler Lockett,50456-27050,WR,t,Tyler Lockett,lockett,20.63333384,3,7500,SEA@MIA,SEA,MIA,,,,ryland,ryland,tyler,lockett7500wrt
mattison5500rba,62.25,A. Mattison,5500,MIN,@HOU,,,6.28,8.4,4.1,-1.15,1.1,0.5,7.43,7.7,-13,0,0,0.43,1,0,0.36,0.8,16,24.5,28,0.5,3.5,52.5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,34,4.6,0,0.389,1.73,0.93,0.27,0,0,0,4.9,600,0.64,0.33,100,0.33,0,30,3.4,-2.4,600,0.38,0.21,57,0.1,0.42,19,RB,420,0,0.262,0.255,7,1,1,8,3,7.6,0,2.5,0,0.385,0,0,0,0,0,0,0,0,0,0,0,0,0,mattison,a. mattison,a,mattison5500rba,50456-72776:Alexander Mattison,50456-72776,RB,a,Alexander Mattison,mattison,4.933333397,3,5500,MIN@HOU,MIN,HOU,,,,ryland,ryland,alexander,mattison5500rba
mayfield7000qbb,90.15,Baker Mayfield,7000,CLE,@DAL,,,17.76,28.6,6.9,2.56,2.5,3,15.2,15.2,-8,2.6,0.83,0.23,1,0,0.72,8,64,26.5,30,0.7,3.5,56.5,29,19,32,216,60,6.8,5.32,1.5,33,21.5,59,14.8,4.7,3.4,6.2,2,6,10,5,0.2,0.567,5.47,2.47,1.4,0,0,0,13.8,0,0.44,0.22,100,0.33,0,30,14.3,-2.2,0,0.4,0.22,77,0.44,0.22,18,QB,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mayfield,baker mayfield,b,mayfield7000qbb,50456-41535:Baker Mayfield,50456-41535,QB,b,Baker Mayfield,mayfield,13.81999969,3,7000,CLE@DAL,CLE,DAL,,,,ryland,ryland,baker,mayfield7000qbb
mccoy4600rbl,79.7,LeSean McCoy,4600,TB,LAC,,,6.64,9.2,4.1,1.46,1.4,0.5,5.18,1.1,-10,0,0,0.5,4,0,0.66,-1.9,19,25,17.5,-1,-7.5,42.5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,4,0.2,0.419,0.8,0.33,0.13,76,0.86,0.52,2.9,-700,0.67,0.19,66,0,0.33,30,3.9,-3.3,-700,0.49,0.21,50,0.1,0.5,20,RB,420,0.167,0.229,0.308,5,2,2,13,7,60,0,40,0.286,0.429,0,0,0,0,0,0,0,0,0,0,0,0,0,mccoy,lesean mccoy,l,mccoy4600rbl,50456-6779:LeSean McCoy,50456-6779,RB,l,LeSean McCoy,mccoy,2.899999936,3,4600,LAC@TB,TB,LAC,,,,ryland,ryland,lesean,mccoy4600rbl
mckenzie4500wri,46.3,Isaiah McKenzie,4500,BUF,@LV,,,2.25,3.3,1.2,-1.94,0.5,0.5,4.19,3.4,-50,0,0,0.1,1,0,0.35,0,32,28,25,1.7,-3,53,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.07,0,0,0,0,3.5,-100,1.3,0.27,100,0,0,30,3.2,-1.1,-100,0.92,0.1,87,0.06,0.12,16,WR,420,0,0,0,0,3,2,19,16,9.2,0,6.3,0,0,0.1,0,0.083,0,0,0,0,0,0,0,0,0,0,mckenzie,isaiah mckenzie,i,mckenzie4500wri,50456-53639:Isaiah McKenzie,50456-53639,WR,i,Isaiah McKenzie,mckenzie,3.46666654,3,4500,BUF@LV,BUF,LV,,,,ryland,ryland,isaiah,mckenzie4500wri
mckissic4700rbj,69.75,JD McKissic,4700,WAS,BAL,,,5.45,8,2.9,0.02,1.2,0.5,5.43,6.1,-15,0.7,1,0.39,2,0,0.64,-4.1,20,15.3,29.8,-1.7,14.5,45,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,4.1,0,0.489,0.8,0.27,0.2,66,0.47,0.01,3.2,200,0.38,0.1,50,0.25,0.5,40,4.1,-2.3,200,0.65,0.2,66,0.16,0.33,18,RB,420,0,0.133,0.312,3,3,2,15,10,6.7,0.1,4.8,0,0.571,0,0,0,0,0,0,0,0,0,0,0,0,0,mckissic,jd mckissic,j,mckissic4700rbj,50456-43334:J.D. McKissic,50456-43334,RB,j,J.D. McKissic,mckissic,4.133333206,3,4700,BAL@WAS,WAS,BAL,,,,ryland,ryland,j.d.,mckissic4700rbj
mclaurin6600wrt,93.5,Terry McLaurin,6600,WAS,BAL,,,12,16.8,7.2,3.02,1.8,0.5,8.98,16.8,23,3.2,0.6,0.99,3,0,0.59,1.3,56,15.3,29.8,-1.7,14.5,45,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.27,0.13,66,0.47,0.01,13.7,100,1.58,0.22,100,0.33,0,30,9.9,2.1,100,1.46,0.18,81,0.31,0.18,16,WR,420,0,0,0,0,6,4,66,27,16.1,0.4,9.9,0.091,0,0.247,0.357,0.366,0,0,0,0,0,0,0,0,0,0,mclaurin,terry mclaurin,t,mclaurin6600wrt,50456-56250:Terry McLaurin,50456-56250,WR,t,Terry McLaurin,mclaurin,13.73333359,3,6600,BAL@WAS,WAS,BAL,Q,Thigh,,ryland,ryland,terry,mclaurin6600wrt
metcalf6900wrd,94.95,DK Metcalf,6900,SEA,@MIA,,,13.06,18.4,7.8,3.4,1.9,28,9.66,12.6,-2,6.8,1,0.78,7,0,0.97,1.1,61,29.8,25.3,-0.5,-4.5,55,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0.29,0.21,86,0.72,0.07,17.2,500,2.35,0.27,100,1,0,30,12.8,3.7,500,1.83,0.21,84,0.42,0.15,19,WR,420,0,0,0,0,6,4,66,30,16,0.6,80,0.333,0,0.217,0.242,0.256,0,0,0,0,0,0,0,0,0,0,metcalf,dk metcalf,d,metcalf6900wrd,50456-73048:DK Metcalf,50456-73048,WR,d,DK Metcalf,metcalf,17.23333359,3,6900,SEA@MIA,SEA,MIA,,,,ryland,ryland,dk,metcalf6900wrd
miami3500,23.2,Miami,3500,MIA,SEA,,,5.1,10.6,-0.4,1.03,1.5,0.5,4.07,3,-4,0,0,0.45,1,0,0.22,-4.1,0,25.3,29.8,1.5,4.5,55,29,0,0,0,0,0,0,0,0,0,0,0,0,2.48,4.77,0,0,0,0,0,0,0,0,0,86,0.72,0.07,7,0,0,0,100,0.5,0,40,5.1,0.1,0,0,0,93,0.37,0.06,16,DEF,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.5115,0.4976,0.0138,0.0478,7.62,9.73,4.29,2.27,0.2055,miami,miami,m,miami3500,50456-12539:Miami Dolphins,50456-12539,D,m,Miami Dolphins,dolphins,6,3,3500,SEA@MIA,MIA,SEA,,,,Dolphins,Dolphins,miami,miami3500
miller5000wrs,87.1,Scott Miller,5000,TB,LAC,,,7.83,11.1,4.6,2.5,1.6,0.5,5.33,16.8,-8,1.5,1,0.63,2,0,0.56,-1.2,25,25,17.5,-1,-7.5,42.5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.07,0,76,0.86,0.52,7.5,500,1.4,0.2,66,0.66,0.33,30,4.3,0.3,500,1.11,0.17,43,0.25,0.37,16,WR,420,0,0,0,0,3,2,33,20,16,0.1,6.6,0,0,0.091,0.043,0.107,0,0,0,0,0,0,0,0,0,0,miller,scott miller,s,miller5000wrs,50456-61273:Scotty Miller,50456-61273,WR,s,Scotty Miller,miller,7.46666654,3,5000,LAC@TB,TB,LAC,Q,Hip,,ryland,ryland,scotty,miller5000wrs
miller5500wra,72.35,Anthony Miller,5500,CHI,IND,,,7.28,10.3,4.3,0.81,1.3,0.5,6.47,3.1,-11,1.2,0.6,0.58,1,0,0.63,1.3,45,20,23.5,-1,3.5,43.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33,0.13,52,0.61,0.1,14.4,100,2.88,0.44,75,0.75,0,40,10,3.2,0,1.61,0.22,72,0.5,0.16,18,WR,420,0,0,0,0,6,3,49,19,13.8,0.3,7.4,0.133,0,0.166,0.16,0.206,0,0,0,0,0,0,0,0,0,0,miller,anthony miller,a,miller5500wra,50456-41936:Anthony Miller,50456-41936,WR,a,Anthony Miller,miller,9.200000127,3,5500,IND@CHI,CHI,IND,,,,ryland,ryland,anthony,miller5500wra
minnesota3300,37.51,Minnesota,3300,MIN,@HOU,,,5.5,11.1,-0.1,2.07,1.7,3,3.43,3,-8,0,0,0.25,1,0,0.97,2.5,0,24.5,28,0.5,3.5,52.5,42,0,0,0,0,0,0,0,0,0,0,0,0,2.86,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0.7,-1000,0,0,66,0,0.33,30,7.7,0,-1000,0,0,95,0.65,0.04,23,DEF,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0.5161,0.576,0.0166,0.0341,7.21,11,5.2,3.29,0.1333,minnesota,minnesota,m,minnesota3300,50456-12540:Minnesota Vikings,50456-12540,D,m,Minnesota Vikings,vikings,1,3,3300,MIN@HOU,MIN,HOU,,,,Vikings,Vikings,minnesota,minnesota3300
minshew7400qbg,94.15,Gardner Minshew,7400,JAX,@CIN,,,19.12,30.1,8.2,3.14,2.6,0.5,15.98,21.94,1,1.1,1,0.84,1,0,0.6,0.1,66,24.5,25.5,4,1,50,45,21,35,242,61,6.9,6.13,1.5,38,22.6,60.7,12.7,4.3,1.7,6.7,5,10,24,4.8,0,0.448,5.47,2.47,1.27,63,0.59,0.28,16.7,700,0.39,0.26,100,0.5,0,40,14.5,1.1,700,0.34,0.22,87,0.56,0.12,16,QB,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,minshew,gardner minshew,g,minshew7400qbg,50456-61798:Gardner Minshew II,50456-61798,QB,g,Gardner Minshew II,minshew,18.82666651,3,7400,JAC@CIN,JAC,CIN,,,,ryland,ryland,gardner,minshew7400qbg
mixon6800rbj,89.65,Joe Mixon,6800,CIN,JAX,,,13.39,17.3,9.5,2.72,2,6.5,10.67,39.1,-8,5.1,0.76,0.56,9,0,0.55,1.5,43,25.5,24.5,1.5,-1,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,76,4.1,0.3,0.463,3,1.73,1.27,63,0.59,0.28,7.9,-500,0.39,0.17,33,0,0.66,30,13.3,2.5,-500,0.62,0.31,80,0.46,0.2,15,RB,420,0.556,0.74,0.612,18,2,2,19,12,9.5,0.1,80,0.125,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,mixon,joe mixon,j,mixon6800rbj,50456-52442:Joe Mixon,50456-52442,RB,j,Joe Mixon,mixon,7.900000254,3,6800,JAC@CIN,CIN,JAC,,,,ryland,ryland,joe,mixon6800rbj
montgomery5800rbd,94.9,David Montgomery,5800,CHI,IND,,,12.79,18,7.6,4.61,2.2,6.5,8.18,9.2,0,1.3,0.8,0.84,4,0,0.95,-1.4,39,20,23.5,-1,3.5,43.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,58,3.9,0.3,0.476,2.07,1.47,1.07,52,0.61,0.1,11.5,-100,0.66,0.32,100,0.33,0,30,10.3,0.8,-100,0.6,0.26,88,0.33,0.11,18,RB,420,0.714,0.582,0.571,15,2,1,12,10,8.2,0.1,4.7,0.185,0.444,0,0,0,0,0,0,0,0,0,0,0,0,0,montgomery,david montgomery,d,montgomery5800rbd,50456-73273:David Montgomery,50456-73273,RB,d,David Montgomery,montgomery,11.5,3,5800,IND@CHI,CHI,IND,,,,ryland,ryland,david,montgomery5800rbd
mooney4600wrd,77.4,Darnell Mooney,4600,CHI,IND,,,5.9,8.4,3.4,1.48,1.3,0.5,4.42,7.4,-19,0,0,0.45,1,0,0.11,1.3,37,20,23.5,-1,3.5,43.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,52,0.61,0.1,6.4,100,1.75,0.17,100,0.33,0,30,6.4,1.7,100,1.75,0.17,100,0.33,0,30,WR,420,0,0,0,0,3,2,31,15,11.6,0.3,0,1,0,0.097,0.111,0.124,0,0,0,0,0,0,0,0,0,0,mooney,darnell mooney,d,mooney4600wrd,50456-69777:Darnell Mooney,50456-69777,WR,d,Darnell Mooney,mooney,6.433333079,3,4600,IND@CHI,CHI,IND,,,,ryland,ryland,darnell,mooney4600wrd
moore4600wrd,69.3,David Moore,4600,SEA,@MIA,,,5.07,7.6,2.6,0.65,1.1,0.5,4.42,17,-23,0,0,0.39,1,0,0.48,1.1,25,29.8,25.3,-0.5,-4.5,55,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.13,0.07,86,0.72,0.07,6,-100,2.25,0.19,75,0.25,0.25,40,4.3,-0.8,-100,1.53,0.17,77,0.16,0.22,18,WR,420,0,0,0,0,2,1,23,18,15.8,0.1,8.1,0,0,0.079,0.061,0.091,0,0,0,0,0,0,0,0,0,0,moore,david moore,d,moore4600wrd,50456-79987:David Moore,50456-79987,WR,d,David Moore,moore,6.166666667,3,4600,SEA@MIA,SEA,MIA,,,,ryland,ryland,david,moore4600wrd
moore6800wrd,89.95,DJ Moore,6800,CAR,ARI,,,11.9,16.5,7.3,2.47,1.8,23,9.43,6.9,-10,0,0,0.6,5,0,0.48,-0.4,61,24.8,27.8,1.3,3,52.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0.47,0,10.3,-300,0,0,66,0.33,0.33,30,11.8,3.6,-300,1.19,0.19,80,0.6,0.2,15,WR,420,0,0,0,0,9,6,83,29,13.6,0.3,8.5,0,0,0.256,0.231,0.33,0,0,0,0,0,0,0,0,0,0,moore,dj moore,d,moore6800wrd,50456-63043:DJ Moore,50456-63043,WR,d,DJ Moore,moore,10.29999987,3,6800,ARI@CAR,CAR,ARI,,,,ryland,ryland,dj,moore6800wrd
moreau4400tef,64.05,Foster Moreau,4400,LV,BUF,,,2.66,3.9,1.4,-0.88,0.6,0.5,3.54,1.3,-19,0,0,0.22,1,0,0.16,3.8,28,25,28,1.7,3,53,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.33,0.27,0,0,0,6.6,300,6.55,0.34,66,0.33,0,30,4.7,-0.3,300,2.71,0.17,56,0.37,0.18,16,TE,420,0,0,0,0,1,1,14,11,9.9,0.4,5.9,0.714,0,0.058,0.263,0.059,0,0,0,0,0,0,0,0,0,0,moreau,foster moreau,f,moreau4400tef,50456-60712:Foster Moreau,50456-60712,TE,f,Foster Moreau,moreau,6.550000191,2,4400,BUF@LV,LV,BUF,,,,ryland,ryland,foster,moreau4400tef
murray4900rbl,85,Latavius Murray,4900,NO,@DET,,,8.23,11.7,4.7,2.3,1.7,0.5,5.93,20.8,-4,0.4,1,0.68,6,0,0.97,3,28,27.3,24.3,-2,-3,51.5,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,46,4.3,0.3,0.623,2.53,1.2,0.33,0,0,0,5.1,-200,0.45,0.26,100,0,0,40,7.8,-0.2,-200,0.58,0.28,75,0.2,0.25,20,RB,420,0.308,0.42,0.429,10,2,2,15,9,7.1,0.1,5.2,0.1,0.567,0,0,0,0,0,0,0,0,0,0,0,0,0,murray,latavius murray,l,murray4900rbl,50456-34331:Latavius Murray,50456-34331,RB,l,Latavius Murray,murray,5.366666794,3,4900,NO@DET,NO,DET,,,,ryland,ryland,latavius,murray4900rbl
murray8400qbk,98.15,Kyler Murray,8400,ARI,@CAR,,,23.68,35.7,11.7,5.74,2.8,6.5,17.94,23.12,4,3.3,0.93,0.94,3,0,0.64,-3.4,64,27.8,24.8,0.3,-3,52.5,78,21,32,229,65,7.1,5.9,1.3,40,17.3,65.4,11.5,4.1,2.8,6.7,6,17,41,6.1,0.5,0.485,5.6,2.4,1.4,67,0.47,0,28.4,700,0.59,0.38,100,1,0,30,20.6,3.5,700,0.5,0.32,93,0.56,0.06,16,QB,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,murray,kyler murray,k,murray8400qbk,50456-63484:Kyler Murray,50456-63484,QB,k,Kyler Murray,murray,28.3799998,3,8400,ARI@CAR,ARI,CAR,,,,ryland,ryland,kyler,murray8400qbk
new orleans4600,33.26,New Orleans,4600,NO,@DET,,,6.6,13.3,-0.1,-1.01,1.4,3,7.61,4,0,0,0,0.72,1,0,0.53,0.1,0,27.3,24.3,-2,-3,51.5,68,0,0,0,0,0,0,0,0,0,0,0,0,2.29,8.45,0,0,0,0,0,0,0,0,0,0,0,0,5,500,0,0,75,0.25,0.25,40,7.7,-0.5,500,0,0,90,0.47,0.09,21,DEF,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.4806,0.4264,0.0145,0.0455,6.73,10.07,5.36,4.18,0.1921,orleans,new orleans,n,new orleans4600,50456-12542:New Orleans Saints,50456-12542,D,n,New Orleans Saints,saints,6,3,4600,NO@DET,NO,DET,,,,Orleans,Orleans,new orleans,new orleans4600
ny giants3000,25.37,NY Giants,3000,NYG,@LA,,,4.7,10,-0.6,2.24,1.6,0.5,2.46,5,-7,0,0,0.3,1,0,0.98,-3.8,0,18.3,31.8,0,13.5,50,23,0,0,0,0,0,0,0,0,0,0,0,0,1.33,6.48,0,0,0,0,0,0,0,0,0,0,0,0,3,-400,0,0,66,0.33,0.33,30,4.4,-1.1,-400,0,0,70,0.47,0.29,17,DEF,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0.5219,0.3974,0.0072,0.047,7.72,9.93,4.62,3.4,0.2349,giants,ny giants,n,ny giants3000,50456-12543:New York Giants,50456-12543,D,n,New York Giants,giants,3.666666667,3,3000,NYG@LAR,NYG,LAR,,,,York,NY,ny giants,ny giants3000
