,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,City Name,City Name2,City Name3,RylandID
cole5100wrk,75.05,Keelan Cole,5100,JAX,TEN,,,6.54,9.3,3.8,0.98,1.3,0.5,16.2,5.56,-8,0.63,0,0,2,0,0.54,2.9,46,22.8,30.3,-0.2,7.5,53,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.2,0.13,71,0.75,0.02,7.5,0,1.5,0.14,75,0.25,0.25,40,8.4,2.3,500,1.67,0.18,75,0.43,0.18,16,WR,1520,0,0,0,0,4,3,44,22,14.3,0.3,13.7,0.5,0,0.137,0.208,0.182,0,0,0,0,0,0,0,0,0,0,cole,keelan cole,k,cole5100wrk,40932-79998,WR,k,Keelan Cole,cole,5.242857252,7,5100,TB@JAC,JAC,TB,,,,,,ryland,ryland,keelan,cole5100wrk
conklin4400tet,68.65,Tyler Conklin,4400,MIN,@TB,,,2.85,4.3,1.4,-0.69,0.6,0.5,6.5,3.54,-18,0.24,0,0,0,0,0.17,-0.8,21,22.5,29.5,-0.5,7,52,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0.74,0.01,1.5,400,1.23,0.04,50,0,0.25,40,0.9,-0.3,400,2.19,0.04,17,0,0.29,17,TE,1520,0,0,0,0,0,0,2,2,70,0,30,0,0,0.014,0,0.01,0,0,0,0,0,0,0,0,0,0,conklin,tyler conklin,t,conklin4400tet,,TE,,,,,,,,,,,,,,,,,,
conley4900wrc,45.8,Chris Conley,4900,JAX,TEN,,,2.16,3.3,1,-2.94,0.4,0.5,0,5.1,-43,0.16,0,0,1,0,0.03,2.9,34,22.8,30.3,-0.2,7.5,53,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.47,0.2,71,0.75,0.02,2.8,100,0.59,0.08,50,0.25,0.25,40,6.4,0.8,-200,1.34,0.19,73,0.46,0.2,15,WR,1520,0,0,0,0,4,2,34,21,12.8,0.3,7.9,0.182,0,0.135,0.182,0.141,0,0,0,0,0,0,0,0,0,0,conley,chris conley,c,conley4900wrc,,WR,,,,,,,,,,,,,,,,,,
cook10200rbd,70.35,Dalvin Cook,10200,MIN,@TB,,,18.08,23.3,12.9,-1.07,1.8,6.5,18,19.15,9,0.97,0.58,4,10,0,0.59,-3.1,46,22.5,29.5,-0.5,7,52,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,106,4.9,1.1,0.527,3.6,1.87,1.33,76,0.74,0.01,16.2,700,0.5,0.27,50,0,0.5,40,17.3,3.3,1500,0.68,0.38,55,0.35,0.4,20,RB,1520,0.813,0.689,0.693,21,3,3,27,16,8.7,0.1,5.3,0.189,0.623,0,0,0,0,0,0,0,0,0,0,0,0,0,cook,dalvin cook,d,cook10200rbd,,RB,,,,,,,,,,,,,,,,,,
cook5400tej,60.35,Jared Cook,5400,NO,@PHI,,,4.13,6,2.3,-1.74,0.8,0.5,11.2,5.87,-12,0.4,1,0.4,4,0,0.35,-0.7,30,25.3,17.8,-0.5,-7.5,43,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.27,0.07,51,0.67,0.01,5.7,-600,2.28,0.25,25,0.25,0.25,40,90,0.4,-500,2.43,0.3,68,0.21,0.15,19,TE,1520,0,0,0,0,3,2,35,20,14.6,0.6,18.8,0.417,0,0.114,0.286,0.14,0,0,0,0,0,0,0,0,0,0,cook,jared cook,j,cook5400tej,,TE,,,,,,,,,,,,,,,,,,
cooper4500wrp,50.9,Pharoh Cooper,4500,CAR,DEN,,,2.16,3.3,1.1,-2.03,0.5,0.5,6.7,4.19,-43,0.16,0,0,1,0,0.49,-0.8,9,25,21,0.7,-4,46,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,67,0.67,0.01,0,0,0,0,0,0,0,30,2.3,-0.6,-100,5,0.26,18,0,0.06,16,WR,1520,0,0,0,0,0,0,5,5,13.4,0,12,0,0,0.014,0,0.02,0,0,0,0,0,0,0,0,0,0,cooper,pharoh cooper,p,cooper4500wrp,,WR,,,,,,,,,,,,,,,,,,
cooper6800wra,82,Amari Cooper,6800,DAL,@CIN,,,10.92,14.9,6.9,1.49,1.6,3,13.1,9.43,3,0.89,1,1.4,5,0,0.93,2.8,58,23.5,20.5,0.2,-3,44,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.4,0.33,44,0.69,0.02,16.3,-100,1.96,0.29,100,0.75,0,40,12.1,1.5,-300,1.39,0.21,75,0.25,0.25,16,WR,1520,0,0,0,0,8,5,68,26,12.1,0.3,10,0.167,0,0.215,0.167,0.241,0,0,0,0,0,0,0,0,0,0,cooper,amari cooper,a,cooper6800wra,,WR,,,,,,,,,,,,,,,,,,
coulter4600wri,59.2,Isaiah Coulter,4600,HOU,@CHI,,,3.67,5.3,2,-0.75,0.8,0.5,0,4.42,-36,0.23,0,0,0,0,0.16,2.6,0,23.5,22.5,-0.3,-1,46,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0.83,0.04,0,100,0,0,0,0,0,40,0,0,100,0,0,0,0,0,12,WR,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coulter,isaiah coulter,i,coulter4600wri,,WR,,,,,,,,,,,,,,,,,,
cousins7500qbk,82.8,Kirk Cousins,7500,MIN,@TB,,,17.64,29.6,5.7,1.46,2.4,3,17.1,16.18,-3,0.52,0.73,2.8,1,0,0.82,3.5,64,22.5,29.5,-0.5,7,52,47,20,29,243,67,8.1,7.23,2,41,20.8,56.1,18.4,6.9,3.4,6.8,1,5,7,4.5,0,0.522,3.47,2,0.93,76,0.74,0.01,21.7,400,0.51,0.29,100,1,0,50,15.4,0.2,300,0.46,0.24,80,0.55,0.2,20,QB,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cousins,kirk cousins,k,cousins7500qbk,,QB,,,,,,,,,,,,,,,,,,
coutee5600wrk,96.6,Keke Coutee,5600,HOU,@CHI,,,11.26,15.2,7.3,4.56,2,6.5,7.9,6.7,-5,0.7,0.89,2.3,3,0,0.86,2.6,31,23.5,22.5,-0.3,-1,46,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.13,0,34,0.83,0.04,10.3,1100,1.93,0.28,75,0.5,0,40,2.9,-0.3,900,0.69,0.09,15,0.1,0.42,19,WR,1520,0,0,0,0,4,3,37,18,12.4,0.2,2.3,0.2,0,0.129,0.143,0.124,0,0,0,0,0,0,0,0,0,0,coutee,keke coutee,k,coutee5600wrk,,WR,,,,,,,,,,,,,,,,,,
crowder6600wrj,58.65,Jamison Crowder,6600,NYJ,@SEA,,,7.59,10.8,4.3,-1.39,1.2,0.5,1.7,8.98,11,0.96,1,2.3,2,0,0.63,0.3,50,16.5,33,0,16.5,49.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0.43,0.14,42,0.87,0.67,8.6,0,1.73,0.18,33,0.33,0.33,30,12.5,3.1,600,1.54,0.25,57,0.35,0.07,14,WR,1520,0,0,0,0,8,5,62,27,12.1,0.6,7.1,0.455,0,0.267,0.545,0.303,0,0,0,0,0,0,0,0,0,0,crowder,jamison crowder,j,crowder6600wrj,,WR,,,,,,,,,,,,,,,,,,
dallas3500,66.51,Dallas,3500,DAL,@CIN,,,8.2,16.5,-0.1,4.13,2.3,14.5,18,4.07,-2,0.57,0,0,3,0,0.62,-0.1,0,23.5,20.5,0.2,-3,44,59,0,0,0,0,0,0,0,0,0,0,0,0,1.41,5.43,0,0,0,0,0,0,0,0,0,44,0.69,0.02,2.3,500,0,0,100,0.33,0,30,2.8,-2.1,-300,0,0,73,0.26,0.26,15,DEF,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.4869,0.5432,0.0074,0.0517,7.09,10.53,5.13,30,0.2152,dallas,dallas,d,dallas3500,,D,,,,,,,,,,,,,,,,,,
dalton6800qba,87.95,Andy Dalton,6800,DAL,@CIN,,,17.2,27.4,7,2.4,2.5,0.5,15.3,14.8,-1,0.68,1,1.5,1,0,0.82,4.2,58,23.5,20.5,0.2,-3,44,59,19,31,189,62,6,4.69,1.3,28,14.6,62.2,18.1,4.2,3.5,5.2,2,3,5,2.4,0.1,0.478,3.53,1.6,1.07,44,0.69,0.02,16.3,-100,0.38,0.24,100,0.75,0,40,14.2,0.1,800,0.4,0.24,50,0.31,0.12,16,QB,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dalton,andy dalton,a,dalton6800qba,,QB,,,,,,,,,,,,,,,,,,
darnold7000qbs,61.85,Sam Darnold,7000,NYJ,@SEA,,,13.36,22.8,3.9,-1.84,1.9,0.5,5.58,15.2,-8,0.22,0.88,1.8,0,0,0.33,2.2,61,16.5,33,0,16.5,49.5,52,18,30,181,59,6,4.01,0.7,32,16.2,67.3,11.2,2.3,3.3,8.8,3,10,17,5.8,0.2,0.6,2.57,1,0.43,42,0.87,0.67,13.9,400,0.46,0.24,66,0.33,0,30,11.6,-2.4,200,0.32,0.19,64,0.14,0.07,14,QB,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,darnold,sam darnold,s,darnold7000qbs,,QB,,,,,,,,,,,,,,,,,,
davis6800rbm,89.95,Mike Davis,6800,CAR,DEN,,,13.34,17.2,9.4,2.67,2,10.5,23.8,10.67,2,0.9,1,1,5,0,0.9,0.8,35,25,21,0.7,-4,46,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,38,4,0.2,0.484,2.87,1.4,0.53,67,0.67,0.01,10.2,1400,0.57,0.27,100,0,0,30,9.7,0.4,2200,0.66,0.28,47,0.23,0.41,17,RB,1520,0.214,0.389,0.558,9,4,4,25,10,6.3,0.2,0,0.094,0.313,0,0,0,0,0,0,0,0,0,0,0,0,0,davis,mike davis,m,davis6800rbm,,RB,,,,,,,,,,,,,,,,,,
davis6800wrc,87.7,Corey Davis,6800,TEN,@JAX,,,11.44,16.1,6.8,2.01,1.7,10.5,2.9,9.43,-11,0.58,0.97,10,5,0,0.67,2.6,50,30.3,22.8,-0.2,-7.5,53,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.19,0.06,71,0.75,0.02,17.3,900,2.36,0.32,100,0.66,0,30,10.9,40,1800,1.67,0.22,83,0.33,0.05,18,WR,1520,0,0,0,0,6,4,72,24,15,0.3,9.4,0.571,0,0.222,0.154,0.29,0,0,0,0,0,0,0,0,0,0,davis,corey davis,c,davis6800wrc,,WR,,,,,,,,,,,,,,,,,,
denver4000,30.65,Denver,4000,DEN,@CAR,,,6.1,13,-0.8,0.42,1.5,0.5,10,5.68,1,0.78,0,0,1,0,0.26,-0.9,0,21,25,-0.3,4,46,40,0,0,0,0,0,0,0,0,0,0,0,0,1.73,7.88,0,0,0,0,0,0,0,0,0,67,0.67,0.01,3.3,-300,0,0,75,0.25,0.25,40,50,-1.2,-500,0,0,93,0.31,0.06,16,DEF,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.4788,0.4952,0.0097,0.0364,7.04,11.2,5.87,2.71,0.1488,denver,denver,d,denver4000,,D,,,,,,,,,,,,,,,,,,
detroit3100,20.45,Detroit,3100,DET,GB,,,4,8.8,-0.8,1.22,1.3,0.5,-1,2.78,-8,0.24,0,0,1,0,0.62,0.8,0,23,32.5,0,9.5,55.5,45,0,0,0,0,0,0,0,0,0,0,0,0,1.65,3.85,0,0,0,0,0,0,0,0,0,0,0,0,3.8,-800,0,0,75,0.5,0.25,40,3.1,-1.3,-600,0,0,73,0.26,0.26,15,DEF,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.5421,0.532,0.0091,0.0521,7.83,11.4,5.31,3.36,0.2164,detroit,detroit,d,detroit3100,,D,,,,,,,,,,,,,,,,,,
dissly4600tew,77.5,Will Dissly,4600,SEA,NYJ,,,4.4,6.2,2.6,0.4,1,0.5,9.3,4,-11,0.42,1,0.8,2,0,0.29,8.3,33,33,16.5,2.5,-16.5,49.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.08,0.08,42,0.87,0.67,2.5,100,1.24,0.07,80,0,0,50,30,-0.8,-300,1.62,0.09,92,0.07,0,13,TE,1520,0,0,0,0,1,1,15,13,10.6,0.1,0,0.333,0,0.053,0.031,0.055,0,0,0,0,0,0,0,0,0,0,dissly,will dissly,w,dissly4600tew,,TE,,,,,,,,,,,,,,,,,,
doyle5000tej,34,Jack Doyle,5000,IND,@LV,,,2.18,3.3,1.1,-2.76,0.4,0.5,5.9,4.94,-22,0.16,0,0,0,0,0,0.3,40,27,24.5,0.2,-2.5,51.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2,0.07,0,0,0,4.4,300,3.31,0.13,66,0.33,0,30,4.4,-1.1,-300,1.79,0.11,29,0.17,0.29,17,TE,1520,0,0,0,0,2,1,13,8,10.6,0.2,3.3,0.333,0,0.073,0.188,0.053,0,0,0,0,0,0,0,0,0,0,doyle,jack doyle,j,doyle5000tej,40932-39859,TE,j,Jack Doyle,doyle,6.340000153,10,5000,TEN@IND,IND,TEN,,,,,,ryland,ryland,jack,doyle5000tej
drake6500rbk,82.4,Kenyan Drake,6500,ARI,@NYG,,,11.22,14.8,7.6,1.3,1.7,3,15.5,9.92,4,0.94,1,3.1,5,0,0.49,0.4,44,25,22,1.2,-3,47,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,80,4.8,1.1,0.572,3.93,2.47,1.47,56,0.65,0.02,14.6,500,0.81,0.42,100,0.8,0,50,16.1,5.8,-100,0.84,0.37,81,0.56,0.06,16,RB,1520,0.6,0.519,0.638,16,2,1,10,6,60,0,6.4,0.236,0.636,0,0,0,0,0,0,0,0,0,0,0,0,0,drake,kenyan drake,k,drake6500rbk,,RB,,,,,,,,,,,,,,,,,,
dwelley4900ter,51.15,Ross Dwelley,4900,SF,WAS,,,2.23,3.4,1.1,-2.47,0.5,0.5,3,4.7,-21,0.18,0,0,2,0,0.01,-0.8,24,23.3,20.3,-0.2,-3,43.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.13,0.07,72,0,0,2.5,-100,1.23,0.06,33,0,0.66,30,3.1,0,700,2.41,0.13,33,0.22,0.38,18,TE,1520,0,0,0,0,1,0,13,9,14.4,0.1,8.3,0.333,0,0.038,0.053,0.05,0,0,0,0,0,0,0,0,0,0,dwelley,ross dwelley,r,dwelley4900ter,,TE,,,,,,,,,,,,,,,,,,
edmonds5300rbc,84.6,Chase Edmonds,5300,ARI,@NYG,,,8.8,11.5,6.1,1.87,1.7,0.5,7.3,6.93,1,0.87,0.33,0.5,4,0,0.64,0.4,32,25,22,1.2,-3,47,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,4.8,0.1,0.532,1.2,0.33,0.2,56,0.65,0.02,9.3,-1800,0.93,0.27,80,0.2,0.2,50,8.1,10,300,0.81,0.25,64,0.29,0.35,17,RB,1520,0.05,0.198,0.454,5,4,3,25,12,7.8,0.2,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,edmonds,chase edmonds,c,edmonds5300rbc,,RB,,,,,,,,,,,,,,,,,,
edwards-helaire6400rbc,74,C. Edwards-Helaire,6400,KC,@MIA,,,9.7,12.9,6.5,0.03,1.5,0.5,11.6,9.67,8,0.97,0.67,0.5,6,0,0.87,-0.9,41,29.5,22,1.5,-7.5,51.5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,62,4.6,0.4,0.563,2.67,1.33,0.83,80,0.69,0.01,12.3,-300,0.88,0.29,33,0.33,0.33,30,12.5,0.5,-800,0.7,0.31,66,0.25,0.25,12,RB,1520,0.4,0.568,0.613,13,4,2,21,10,7.8,0.1,0,0.115,0.538,0,0,0,0,0,0,0,0,0,0,0,0,0,edwards-helaire,c. edwards-helaire,c,edwards-helaire6400rbc,,RB,,,,,,,,,,,,,,,,,,
eifert4700tet,84.2,Tyler Eifert,4700,JAX,TEN,,,5.37,7.6,3.2,1.13,1.1,0.5,3.2,4.24,-2,0.75,1,1.6,3,0,0.35,1.5,37,22.8,30.3,-0.2,7.5,53,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.13,0.07,71,0.75,0.02,5.8,100,1.23,0.15,100,0.5,0,40,5.6,1.3,100,1.27,0.15,87,0.31,0,16,TE,1520,0,0,0,0,4,2,27,14,10.4,0.2,11,0.222,0,0.119,0.136,0.108,0,0,0,0,0,0,0,0,0,0,eifert,tyler eifert,t,eifert4700tet,40932-33557,TE,t,Tyler Eifert,eifert,4.590909091,11,4700,NYJ@CIN,CIN,NYJ,,,,,,ryland,ryland,tyler,eifert4700tet
ekeler7500rba,89,Austin Ekeler,7500,LAC,ATL,,,14.65,19,10.3,2.23,2,14.5,19.1,12.42,-2,0.76,0.96,5.7,5,0,0.87,-4.9,40,25,24,1.2,-1,49,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,44,4.4,0.1,0.451,0.93,0.33,0.07,0,0,0,13.6,1000,0.58,0.27,25,0.25,0.25,40,12.7,0.8,-200,0.73,0.32,40,0.26,0.2,15,RB,1520,0.143,0.483,0.571,10,7,5,47,15,8.3,0,7.5,0.111,0.778,0,0,0,0,0,0,0,0,0,0,0,0,0,ekeler,austin ekeler,a,ekeler7500rba,,RB,,,,,,,,,,,,,,,,,,
elliott7600rbe,77.2,Ezekiel Elliott,7600,DAL,@CIN,,,13.04,17.2,8.9,0.38,1.7,3,6.9,12.66,11,0.98,0.93,3.8,5,0,0.49,-1,55,23.5,20.5,0.2,-3,44,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,71,4.2,0.5,0.539,3.4,2.27,1.73,44,0.69,0.02,10.8,-400,0.54,0.24,33,0,0.66,30,15.2,-0.3,-1100,0.69,0.28,60,0.26,0.4,15,RB,1520,0.571,0.569,0.771,16,5,3,23,12,6.4,0.2,5.5,0.171,0.488,0,0,0,0,0,0,0,0,0,0,0,0,0,elliott,ezekiel elliott,e,elliott7600rbe,,RB,,,,,,,,,,,,,,,,,,
engram5700tee,91.25,Evan Engram,5700,NYG,ARI,,,8.53,11.6,5.4,1.96,1.5,6.5,2.8,6.57,-2,0.75,0.89,3.6,6,0,0.78,-0.8,54,22,25,0.7,3,47,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.2,0.13,56,0.65,0.02,7.2,100,1.08,0.13,66,0.33,0.33,30,6.7,0.5,-600,0.9,0.12,66,0.13,0.2,15,TE,1520,0,0,0,0,7,4,42,18,10.6,0.1,0,0.091,0,0.222,0.111,0.204,0,0,0,0,0,0,0,0,0,0,engram,evan engram,e,engram5700tee,,TE,,,,,,,,,,,,,,,,,,
ertz5300tez,74,Zach Ertz,5300,PHI,NO,,,5.45,7.6,3.3,-0.19,1,0.5,1.8,5.64,-2,0.75,0,0.4,2,0,0.35,-3.4,58,17.8,25.3,-1.5,7.5,43,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.33,0.2,51,0.67,0.01,4.1,-700,1.03,0.15,25,0,0,40,6.3,-1,-1400,0.88,0.11,58,0.05,0.11,17,TE,1520,0,0,0,0,7,3,33,14,8.5,0.2,5.4,0.222,0,0.196,0.154,0.136,0,0,0,0,0,0,0,0,0,0,ertz,zach ertz,z,ertz5300tez,,TE,,,,,,,,,,,,,,,,,,
evans7300wrm,76.5,Mike Evans,7300,TB,MIN,,,11.44,15.9,7,0.87,1.6,6.5,7.1,10.57,-2,0.78,0.8,4,5,0,0.82,1,57,29.5,22.5,0,-7,52,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.93,0.53,76,0.74,0.01,16.2,0,1.68,0.27,100,0.33,0,30,11.6,1.4,-200,1.72,0.2,50,0.18,0.31,16,WR,1520,0,0,0,0,6,4,51,21,12.8,0.9,0,0.5,0,0.175,0.393,0.186,0,0,0,0,0,0,0,0,0,0,evans,mike evans,m,evans7300wrm,,WR,,,,,,,,,,,,,,,,,,
fant5500ten,91.1,Noah Fant,5500,DEN,@CAR,,,8.11,11.1,5.1,2,1.5,3,0,6.11,0,0.88,0.5,1.6,8,0,0.78,1.5,46,21,25,-0.3,4,46,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.33,0.07,67,0.67,0.01,5.1,-200,0.97,0.11,50,0,0.5,40,6.8,0.1,100,1.28,0.15,66,0.13,0.26,15,TE,1520,0,0,0,0,5,3,40,21,11.5,0.1,8.6,0.167,0,0.158,0.125,0.184,0,0,0,0,0,0,0,0,0,0,fant,noah fant,n,fant5500ten,,TE,,,,,,,,,,,,,,,,,,
fells4800ted,67.55,Darren Fells,4800,HOU,@CHI,,,3.6,5.2,2,-0.87,0.8,0.5,2,4.47,-15,0.32,0,0,3,0,0.02,2.2,38,23.5,22.5,-0.3,-1,46,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.13,0.07,34,0.83,0.04,3,-200,2.95,0.11,25,0,0.25,40,5.9,10,300,2.68,0.16,65,0.25,0.15,20,TE,1520,0,0,0,0,2,1,21,13,13.2,0.2,50,0.5,0,0.07,0.115,0.077,0,0,0,0,0,0,0,0,0,0,fells,darren fells,d,fells4800ted,,TE,,,,,,,,,,,,,,,,,,
firkser5100tea,71.85,Anthony Firkser,5100,TEN,@JAX,,,4.75,6.8,2.7,-0.42,0.9,0.5,1,5.17,-9,0.48,1,1.6,1,0,0.73,-0.9,23,30.3,22.8,-0.2,-7.5,53,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.25,0.13,71,0.75,0.02,6.5,300,1.49,0.25,66,0.33,0,30,4.6,0.3,900,1.29,0.2,50,0.27,0.38,18,TE,1520,0,0,0,0,3,2,23,10,9.6,0.1,1.4,0.1,0,0.119,0.03,0.091,0,0,0,0,0,0,0,0,0,0,firkser,anthony firkser,a,firkser5100tea,,TE,,,,,,,,,,,,,,,,,,
fitzgerald5000wrl,64.8,Larry Fitzgerald,5000,ARI,@NYG,,,5.21,7.3,3.1,-0.12,1,0.5,2,5.33,-27,0.34,0,0,0,0,0.49,-0.4,56,25,22,1.2,-3,47,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0.13,56,0.65,0.02,7.6,0,1.01,0.13,40,0.4,0.2,50,6.5,0.4,-300,1.1,0.12,68,0.25,0.18,16,WR,1520,0,0,0,0,5,4,36,12,8.7,0.1,7.2,0,0,0.181,0.043,0.14,0,0,0,0,0,0,0,0,0,0,fitzgerald,larry fitzgerald,l,fitzgerald5000wrl,,WR,,,,,,,,,,,,,,,,,,
fulgham5600wrt,51.45,Travis Fulgham,5600,PHI,NO,,,4.31,6.4,2.2,-2.39,0.8,0.5,0,6.7,-30,0.3,0,0,2,0,0.82,0.3,43,17.8,25.3,-1.5,7.5,43,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.12,0.06,51,0.67,0.01,1.7,-1200,0.43,0.04,0,0,0.75,40,7.9,-0.1,1000,1.51,0.18,27,0.27,0.33,18,WR,1520,0,0,0,0,5,2,38,15,14.2,0.3,0,0.333,0,0.158,0.25,0.184,0,0,0,0,0,0,0,0,0,0,fulgham,travis fulgham,t,fulgham5600wrt,,WR,,,,,,,,,,,,,,,,,,
gage5500wrr,93.15,Russell Gage,5500,ATL,@LAC,,,9.74,13.4,6.1,3.27,1.8,3,16.26,6.47,-5,0.7,0,0,2,0,0.71,-0.5,46,24,25,-1.8,1,49,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.47,0.2,0,0,0,9.1,400,1.09,0.16,100,0.33,0,30,7.5,1.3,700,0.93,0.16,80,0.26,0.2,15,WR,1520,0,0,0,0,6,4,44,15,10.1,0.1,60,0.1,0,0.176,0.091,0.153,0,0,0,0,0,0,0,0,0,0,gage,russell gage,r,gage5500wrr,,WR,,,,,,,,,,,,,,,,,,
gallman6000rbw,89.2,Wayne Gallman,6000,NYG,ARI,,,11.31,14.9,7.7,2.64,1.9,6.5,8.8,8.67,-1,0.8,0.77,4,3,0,0.92,-0.8,25,22,25,0.7,3,47,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,45,4.6,0.5,0.56,1.47,0.73,0.67,56,0.65,0.02,16.2,300,0.75,0.41,100,1,0,30,7.8,2.4,1500,0.66,0.31,60,0.4,0.26,15,RB,1520,0.6,0.378,0.383,9,1,1,6,6,4.5,0,0,0.353,0.647,0,0,0,0,0,0,0,0,0,0,0,0,0,gallman,wayne gallman,w,gallman6000rbw,,RB,,,,,,,,,,,,,,,,,,
gallup5300wrm,90.15,Michael Gallup,5300,DAL,@CIN,,,8.68,12.5,4.8,2.67,1.6,3,3.3,6.01,-12,0.56,0.93,4,2,0,0.49,2.8,63,23.5,20.5,0.2,-3,44,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.2,44,0.69,0.02,9.7,-100,1.21,0.17,100,0.33,0,30,10,2.4,-900,1.5,0.16,80,0.33,0.13,15,WR,1520,0,0,0,0,6,3,55,25,15,0.3,8.3,0.167,0,0.171,0.208,0.194,0,0,0,0,0,0,0,0,0,0,gallup,michael gallup,m,gallup5300wrm,,WR,,,,,,,,,,,,,,,,,,
gesicki5700tem,89.4,Mike Gesicki,5700,MIA,KC,,,8.18,11.1,5.3,1.61,1.4,3,21,6.57,0,0.88,0.88,6,7,0,0.86,0.2,42,22,29.5,1.5,7.5,51.5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0.53,0.2,80,0.69,0.01,10.3,400,1.58,0.24,100,0.5,0,40,9.8,3.4,300,1.65,0.23,81,0.37,0.12,16,TE,1520,0,0,0,0,5,3,46,22,13.2,0.5,5.9,0.375,0,0.171,0.269,0.182,0,0,0,0,0,0,0,0,0,0,gesicki,mike gesicki,m,gesicki5700tem,,TE,,,,,,,,,,,,,,,,,,
